period,entity,bonds,mortgages,alts,cash,real_estate,total_invested,annuity_ytd,life_prem_ytd
2017Q4,AAIA,38988956533.0,0.0,0.0,0.0,0.0,38988956533.0,0.0,0.0
2018Q1,AAIA,39837045174.0,0.0,0.0,0.0,0.0,39837045174.0,0.0,0.0
2018Q2,AAIA,39382546319.0,0.0,0.0,0.0,0.0,39382546319.0,0.0,0.0
2018Q3,AAIA,38946655248.0,0.0,0.0,0.0,0.0,38946655248.0,0.0,0.0
2018Q4,AAIA,37954373669.0,0.0,0.0,0.0,0.0,37954373669.0,0.0,0.0
2019Q1,AAIA,37604022335.0,0.0,0.0,0.0,0.0,37604022335.0,0.0,0.0
2019Q2,AAIA,13432912792.0,0.0,0.0,0.0,0.0,13432912792.0,0.0,0.0
2019Q3,AAIA,14487726670.0,0.0,0.0,0.0,0.0,14487726670.0,0.0,0.0
2019Q4,AAIA,36240868412.0,0.0,0.0,0.0,0.0,36240868412.0,0.0,0.0
2020Q1,AAIA,35908171901.0,10404847144.0,2502486957.0,0.0,0.0,48815506002.0,0.0,0.0
2020Q2,AAIA,38553945851.0,0.0,0.0,0.0,0.0,38553945851.0,0.0,0.0
2020Q3,AAIA,38723164492.0,0.0,0.0,0.0,0.0,38723164492.0,0.0,0.0
2020Q4,AAIA,39805410008.0,0.0,0.0,0.0,0.0,39805410008.0,0.0,0.0
2021Q1,AAIA,42287499097.0,0.0,0.0,0.0,0.0,42287499097.0,0.0,0.0
2021Q2,AAIA,44055225462.0,0.0,0.0,0.0,0.0,44055225462.0,0.0,0.0
2021Q3,AAIA,46262352108.0,0.0,0.0,0.0,0.0,46262352108.0,0.0,0.0
2021Q4,AAIA,47312106902.0,0.0,0.0,0.0,0.0,47312106902.0,0.0,0.0
2022Q1,AAIA,50089359277.0,0.0,0.0,0.0,0.0,50089359277.0,0.0,0.0
2022Q2,AAIA,49947527471.0,19343802130.0,6973697430.0,0.0,0.0,76265027031.0,0.0,0.0
2022Q3,AAIA,51627423808.0,0.0,0.0,0.0,0.0,51627423808.0,0.0,0.0
2022Q4,AAIA,56759865421.0,0.0,0.0,0.0,0.0,56759865421.0,0.0,0.0
2023Q1,AAIA,62321788839.0,23601859468.0,7732883397.0,8041146863.0,156473042.0,101854151609.0,8598360439.0,16639590.0
2023Q2,AAIA,66606976267.0,27468182989.0,8489601127.0,4381157690.0,156473042.0,107102391115.0,24196842168.0,33099858.0
2023Q3,AAIA,69349122441.0,31329943372.0,8782106639.0,3608531582.0,156473042.0,113226177076.0,30822221249.0,48211147.0
2023Q4,AAIA,77058374123.0,36710565506.0,9147048528.0,6094862424.0,226847197.0,129237697778.0,45429311337.0,63329389.0
2024Q1,AAIA,96036062829.0,45830739180.0,9857644085.0,7673400381.0,213603178.0,159611449653.0,19259438919.0,29846667.0
2024Q3,AAIA,106029971294.0,50938307132.0,10133589822.0,6187349920.0,212816412.0,173502034580.0,28860833318.0,43634707.0
2024Q4,AAIA,133953917609.0,60294320216.0,11609085609.0,6831569526.0,212029645.0,212900922605.0,36979630052.0,115172021.0
2025Q1,AAIA,141608392225.0,67202075295.0,14089134836.0,5908983225.0,214337398.0,229022922979.0,9576415393.0,27897060.0
2025Q2,AAIA,153307956000.0,73084912933.0,15675149944.0,4616573616.0,213545151.0,246898137644.0,17003841080.0,53963261.0
2025Q3,AAIA,161599981892.0,77418541109.0,17102397419.0,7668543809.0,212752904.0,264002217133.0,27673895047.0,80227299.0
2025Q4,AAIA,161896926781.0,86745420032.0,17461797563.0,7283524891.0,219236449.0,273606905716.0,36300901848.0,105501670.0
