loan_number,city,state,date_acquired,interest_rate,book_value
HERO,,,09/20/2024,0.0,23770
HERO,,,09/20/2024,0.0,35190
HERO,,,08/20/2024,0.0,1712
HERO,,,09/20/2024,0.0,42413
HERO,,,09/20/2024,0.0,39651
HENDR,,,09/16/2024,0.0,17298
HENDR,,,09/15/2024,0.0,18108
HENDR,,,09/15/2024,0.0,9320
HENDR,,,09/15/2024,0.0,8327
HENDR,,,09/16/2024,0.0,19965
HENDR,,,09/16/2024,0.0,11564
JPMMT,,,09/01/2024,0.0,635
JONAH,,,09/10/2024,0.0,192429
LPSLT,,,09/20/2024,0.0,73037
LPSLT,,,09/20/2024,0.0,45673
MVWOT,,,09/20/2024,0.0,26769
MVWOT,,,09/20/2024,0.0,352675
MAGIC,Mergerco,INC,08/22/2024,0.0,189954
MARTIN,,,07/02/2024,0.0,1000000
MORGAN,,,07/22/2024,0.0,1000000
MSAIC,,,09/20/2024,0.0,40671
MSAIC,,,09/20/2024,0.0,49787
MSAIC,,,09/20/2024,0.0,45907
MSAIC,,,09/20/2024,0.0,21388
MSAIC,,,09/20/2024,0.0,95041
MSAIC,,,09/20/2024,0.0,36065
MSAIC,,,09/20/2024,0.0,34428
NORDSON,,,07/26/2024,0.0,600000
ORACLE,,,07/08/2024,0.0,2000000
PACEF,,,09/20/2024,0.0,50502
