entity,period,state,state_code,life,annuity,ah,other,total,deposit
JNLIC,2020Q1,Alaska,AL,2642766,65184116,54721,0,0,0
JNLIC,2020Q1,Arizona,AK,31954790,0,0,0,44397,0
JNLIC,2020Q1,Arkansas,AZ,170659,7219236,10424,0,0,0
JNLIC,2020Q1,California,AR,83394173,0,0,0,0,0
JNLIC,2020Q1,Colorado,CA,3007054,80036469,162301,0,0,0
JNLIC,2020Q1,Connecticut,CO,25603176,0,0,0,1234182967,0
JNLIC,2020Q1,Delaware,CT,2323124,29572673,58993,0,0,0
JNLIC,2020Q1,District Of Columbia,DE,392496157,0,0,0,142182,0
JNLIC,2020Q1,Florida,DC,20690327,437279265,923255,0,0,0
JNLIC,2020Q1,Georgia,FL,25267213,0,0,0,0,0
JNLIC,2020Q1,Hawaii,GA,2906297,80381070,106806,0,0,0
JNLIC,2020Q1,Idaho,HI,229432606,0,0,0,0,0
JNLIC,2020Q1,Illinois,ID,2309612,106689603,43899,0,50665000,0
JNLIC,2020Q1,Indiana,IL,65351264,0,0,0,0,0
JNLIC,2020Q1,Iowa,IN,409862,25184556,8758,0,0,0
JNLIC,2020Q1,Kansas,IA,36037763,0,0,0,0,0
JNLIC,2020Q1,Kentucky,KS,195398,6095754,10279,0,0,0
JNLIC,2020Q1,Louisiana,KY,19127835,0,0,0,0,0
JNLIC,2020Q1,Maine,LA,12511209,379338549,646399,0,0,0
JNLIC,2020Q1,Maryland,ME,143552943,0,0,0,251718,0
JNLIC,2020Q1,Massachusetts,MD,9098070,99158437,125852,0,228206,0
JNLIC,2020Q1,Michigan,MA,91836691,0,0,0,147916,0
JNLIC,2020Q1,Minnesota,MI,637944,24528450,100819,0,0,0
JNLIC,2020Q1,Mississippi,MN,80245006,0,0,0,0,0
JNLIC,2020Q1,Missouri,MS,885316,13366572,54015,0,0,0
JNLIC,2020Q1,Montana,MO,26783311,0,0,0,0,0
JNLIC,2020Q1,Nebraska,MT,9085555,219848453,498598,0,0,0
JNLIC,2020Q1,Nevada,NE,38868381,0,0,0,0,0
JNLIC,2020Q1,New Hampshire,NV,3369213,90596268,74719,0,381070,0
JNLIC,2020Q1,New Jersey,NH,14614798,0,0,0,0,0
JNLIC,2020Q1,New Mexico,NJ,2277859,62951825,121580,0,0,0
JNLIC,2020Q1,New York,NM,154749503,0,0,0,0,0
JNLIC,2020Q1,North Carolina,NY,2146857,35212954,133460,0,0,0
JNLIC,2020Q1,North Dakota,NC,209813167,0,0,0,422122,0
JNLIC,2020Q1,Ohio,ND,1931270,34002842,103651,0,0,0
JNLIC,2020Q1,Oklahoma,OH,36926073,0,0,0,15000,0
JNLIC,2020Q1,Oregon,OK,3456553,66015937,90517,0,0,0
JNLIC,2020Q1,Pennsylvania,OR,29453641,0,0,0,0,0
JNLIC,2020Q1,Rhode Island,PA,315047,18802964,9824,0,0,0
JNLIC,2020Q1,South Carolina,RI,13866185,0,0,0,23358,0
JNLIC,2020Q1,South Dakota,SC,3943679,108935122,166365,0,0,0
JNLIC,2020Q1,Tennessee,SD,348723250,0,0,0,1194686,0
JNLIC,2020Q1,Texas,TN,3852783,139617535,82625,0,0,0
JNLIC,2020Q1,Utah,TX,18428949,0,0,0,0,0
JNLIC,2020Q1,Vermont,UT,8219475,315617909,137473,0,0,0
JNLIC,2020Q1,Virginia,VT,68998294,0,0,0,461,0
JNLIC,2020Q1,Washington,VA,2662413,89062731,111547,0,32,0
JNLIC,2020Q1,West Virginia,WA,122930978,0,0,0,100,0
JNLIC,2020Q1,Wisconsin,WV,1467150,27283041,55015,0,0,0
JNLIC,2020Q1,American Samoa,WY,4083933,76020774,140299,0,0,0
JNLIC,2020Q1,Guam,AS,27781,0,0,0,0,0
JNLIC,2020Q1,Puerto Rico,GU,515954,12595873,14272,0,0,0
JNLIC,2020Q1,U.S. Virgin Islands,PR,50633,0,0,0,0,0
JNLIC,2020Q1,Northern Mariana Islands,VI,2011457,24673687,98167,0,0,0
JNLIC,2020Q3,Alaska,AL,7328164,143996936,152879,0,0,0
JNLIC,2020Q3,Arizona,AK,971707604,0,0,0,0,0
JNLIC,2020Q3,Arkansas,AZ,500993,16243405,21697,0,0,0
JNLIC,2020Q3,California,AR,65734892,0,0,0,1063000,0
JNLIC,2020Q3,Colorado,CA,8875616,213494584,458013,0,50958000,0
JNLIC,2020Q3,Connecticut,CO,580374216,0,0,0,0,0
JNLIC,2020Q3,Delaware,CT,6393177,66320080,176469,0,0,0
JNLIC,2020Q3,District Of Columbia,DE,154386029,0,0,0,0,0
JNLIC,2020Q3,Florida,DC,56350866,1190469604,2614901,0,0,0
JNLIC,2020Q3,Georgia,FL,108527545,0,0,0,0,0
JNLIC,2020Q3,Hawaii,GA,7321562,224483360,333054,0,0,0
JNLIC,2020Q3,Idaho,HI,54061966,0,0,0,251718,0
JNLIC,2020Q3,Illinois,ID,6358166,275857126,121769,0,275401,0
JNLIC,2020Q3,Indiana,IL,402412195,0,0,0,247916,0
JNLIC,2020Q3,Iowa,IN,1067994,58800384,24732,0,0,0
JNLIC,2020Q3,Kansas,IA,244287381,0,0,0,0,0
JNLIC,2020Q3,Kentucky,KS,496264,21321377,30824,0,0,0
JNLIC,2020Q3,Louisiana,KY,192050646,0,0,0,0,0
JNLIC,2020Q3,Maine,LA,34201114,935657797,1848693,0,0,0
JNLIC,2020Q3,Maryland,ME,79430547,0,0,0,69623,0
JNLIC,2020Q3,Massachusetts,MD,25752920,267846730,397905,0,381070,0
JNLIC,2020Q3,Michigan,MA,94939387,0,0,0,30000,0
JNLIC,2020Q3,Minnesota,MI,2415823,63051345,267724,0,0,0
JNLIC,2020Q3,Mississippi,MN,46798555,0,0,0,0,0
JNLIC,2020Q3,Missouri,MS,2505855,39577259,145511,0,0,0
JNLIC,2020Q3,Montana,MO,395136102,0,0,0,522122,0
JNLIC,2020Q3,Nebraska,MT,24495167,554454885,1424164,0,0,0
JNLIC,2020Q3,Nevada,NE,526235249,0,0,0,15000,0
JNLIC,2020Q3,New Hampshire,NV,9223464,255970924,206822,0,197000,0
JNLIC,2020Q3,New Jersey,NH,105537566,0,0,0,0,0
JNLIC,2020Q3,New Mexico,NJ,6284445,147772318,329266,0,0,0
JNLIC,2020Q3,New York,NM,74632691,0,0,0,23358,0
JNLIC,2020Q3,North Carolina,NY,6210386,103970320,353116,0,0,0
