entity,period,state,loan_count,total_book_value,avg_interest_rate
JNLIC,2020Q1,CA,1,11500000.0,3.581
JNLIC,2020Q1,FL,1,11620000.0,3.48
JNLIC,2020Q1,IL,1,20532000.0,3.2
JNLIC,2020Q1,MN,6,167240000.0,3.2017
JNLIC,2020Q1,TX,1,19500000.0,3.28
JNLIC,2020Q1,UT,2,60500000.0,3.44
JNLIC,2020Q1,VA,1,11620000.0,3.59
JNLIC,2020Q3,CA,1,65126384.0,5.0
JNLIC,2020Q3,GA,3,33930614.0,3.0
JNLIC,2020Q3,MO,1,63456000.0,3.25
JNLIC,2020Q3,NY,2,58615896.0,4.522
JNLIC,2020Q3,VA,1,273315637.0,5.75
JNLIC,2021Q2,AK,1,164552.0,4.625
JNLIC,2021Q2,AL,13,1679273.0,3.9327
JNLIC,2021Q2,AR,1,37748.0,6.0
JNLIC,2021Q2,AZ,4,1567651.0,5.28
JNLIC,2021Q2,CA,32,1093465387.0,4.4364
JNLIC,2021Q2,CO,6,1003131.0,3.8125
JNLIC,2021Q2,CT,1,123833.0,4.0
JNLIC,2021Q2,FL,12,2065856.0,4.8221
JNLIC,2021Q2,GA,22,2929655.0,4.1584
JNLIC,2021Q2,GBR,5,26035028.0,5.61
JNLIC,2021Q2,ID,1,426293.0,6.995
JNLIC,2021Q2,IL,8,999227.0,3.8438
JNLIC,2021Q2,IN,4,353221.0,4.2812
JNLIC,2021Q2,KS,5,677400.0,4.375
JNLIC,2021Q2,KY,2,181689.0,4.375
JNLIC,2021Q2,LA,5,765329.0,4.375
JNLIC,2021Q2,MA,4,803945.0,3.8125
JNLIC,2021Q2,MD,6,1743755.0,4.4167
JNLIC,2021Q2,MI,6,615141.0,4.0208
JNLIC,2021Q2,MN,6,954628.0,3.7917
JNLIC,2021Q2,MO,7,1218765.0,4.0
JNLIC,2021Q2,MS,1,294542.0,3.375
JNLIC,2021Q2,NC,8,53002929.0,4.0938
JNLIC,2021Q2,NH,1,153750.0,3.75
JNLIC,2021Q2,NJ,2,314652.0,4.5
JNLIC,2021Q2,NM,1,86849.0,6.0
JNLIC,2021Q2,NV,7,882297.0,4.855
JNLIC,2021Q2,NY,2,583099793.0,5.5
JNLIC,2021Q2,OH,8,828260.0,4.5156
JNLIC,2021Q2,OK,3,372351.0,4.2917
JNLIC,2021Q2,OR,6,637056.0,6.1625
JNLIC,2021Q2,PA,7,678231.0,4.1593
JNLIC,2021Q2,SC,5,627667.0,3.925
JNLIC,2021Q2,SD,1,228724.0,3.375
JNLIC,2021Q2,TN,10,1154021.0,3.9625
JNLIC,2021Q2,TX,34,3696532.0,4.3926
JNLIC,2021Q2,UT,2,288799.0,5.0
JNLIC,2021Q2,VA,4,194647373.0,4.3125
JNLIC,2021Q2,WA,7,1579136.0,5.7829
JNLIC,2021Q2,WI,3,284998.0,4.375
JNLIC,2021Q2,WV,1,51197.0,6.0
JNLIC,2021Q2,WY,1,209275.0,4.0
JNLIC,2022Q2,AL,6,6624446.0,6.7818
JNLIC,2022Q2,AZ,5,1562319.0,6.568
JNLIC,2022Q2,CA,13,49464198.0,5.2199
JNLIC,2022Q2,CO,1,97866.0,6.05
JNLIC,2022Q2,CT,13,1111243.0,6.5508
JNLIC,2022Q2,DC,2,57210276.0,5.0825
JNLIC,2022Q2,DE,3,171666.0,7.6667
JNLIC,2022Q2,FL,19,3845985.0,6.2847
JNLIC,2022Q2,GA,1,304289.0,0.08
JNLIC,2022Q2,GBR,2,9339137.0,5.1605
JNLIC,2022Q2,HI,2,361350.0,6.0725
JNLIC,2022Q2,ID,3,258966.0,6.72
JNLIC,2022Q2,IL,17,813604.0,6.8039
JNLIC,2022Q2,IN,4,263516.0,6.6625
JNLIC,2022Q2,KY,1,1267200.0,5.0
JNLIC,2022Q2,LA,3,144215.0,6.0417
JNLIC,2022Q2,MA,6,46048935.0,6.8355
JNLIC,2022Q2,MD,4,5732618.0,5.7938
JNLIC,2022Q2,MEX,3,2833294.0,0.0793
JNLIC,2022Q2,MI,7,182028.0,6.4129
JNLIC,2022Q2,MO,2,28730.0,6.0325
JNLIC,2022Q2,MS,1,1493486.0,5.693
JNLIC,2022Q2,NC,2,475461.0,5.956
JNLIC,2022Q2,NJ,64,7761077.0,6.3662
JNLIC,2022Q2,NV,1,49640.0,6.72
JNLIC,2022Q2,NY,57,9227335.0,6.2825
JNLIC,2022Q2,OH,2,857934.0,5.7
JNLIC,2022Q2,OK,1,74213.0,6.8
JNLIC,2022Q2,OR,9,1509842.0,6.4302
JNLIC,2022Q2,PA,14,1332910.0,6.5789
JNLIC,2022Q2,TN,3,404142812.0,5.9083
JNLIC,2022Q2,TX,6,470189.0,6.72
JNLIC,2022Q2,UT,3,451645.0,6.72
