name,state,date_acquired,book_value,investment_income,ownership_pct
AA Euro Investment Fund (Lux) SCSP Luxembourg,LUX,09/02/2021,0,0,5.0
"AA GP Solutions Fund, L.P. Wilmington",DE,07/29/2021,0,0,33.98
"AEA Investors Small Business Fund III, L.P. New York",NY,03/24/2016,0,0,0.67
"AP Tundra Holdings, LLC Wilmington",DE,12/29/2020,0,0,11.19
"Apollo Investment Fund IX, L.P. Purchase",NY,03/14/2019,0,0,0.08
"Apollo Natural Resources Partners II, L.P. New York",NY,09/28/2016,0,0,0.71
"Arlington Capital Partners V, L.P. Chevy Chase",MD,08/23/2019,0,0,0.66
"Arlington Capital Partners VI, L.P. Chevy Chase",MD,05/24/2023,0,0,0.34
"Aterian Investment Partners II, L.P. New York",NY,02/07/2014,0,0,2.07
"Aurora Equity Partners V, L.P. Los Angeles",CA,06/09/2016,0,0,1.59
"Aurora Equity Partners VI, L.P. Los Angeles",CA,04/30/2021,0,0,1.0
"Birch Hill Equity Partners V, L.P. Toronto",CAN,11/25/2015,0,0,1.08
"Birch Hill Equity Partners VI, L.P. Toronto",CAN,12/16/2020,0,0,1.09
"Calera Capital Partners V, L.P. San Francisco",CA,10/31/2017,0,0,1.02
"Catterton Partners IX, L.P. Greenwich",CT,05/21/2020,0,0,0.67
"Catterton Partners VIII, L.P. Greenwich",CT,06/12/2017,0,0,0.51
"Catterton Partners X, L.P. Greenwich",CT,03/27/2023,0,0,0.384
"Centre Capital Investors VII, L.P. New York",NY,05/29/2018,0,0,2.62
"Clairvest Equity Partners VI-A, L.P. Toronto",CAN,07/02/2020,0,0,6.03
"Clayton, Dubilier & Rice Fund XI, L.P. New York",NY,09/22/2021,0,0,0.13
"E03 000000-00-0 Core Senior Lending Fund II Feeder, L.P. New York",NY,12/23/2021,0,0,0.63
"Cortec Group Fund VI, L.P. New York",NY,07/09/2015,0,0,1.08
"Cortec Group Fund VII, L.P. New York",NY,12/10/2019,0,0,1.7
"Cortec Group Fund VIII, L.P. New York",NY,04/05/2023,0,0,1.48
"Cressey & Co. Fund VII, L.P. Chicago",IL,02/08/2024,0,0,0.34
"Frazier Healthcare Growth Buyout Fund X, L.P. Seattle",WA,06/10/2021,0,0,0.43
"Graham Partners IV, L.P. Newtown Square",PA,04/20/2016,0,0,1.63
"Graham Partners V, L.P. Newtown Square",PA,11/05/2019,0,0,2.43
"Green Equity Investors IX, L.P. Los Angeles",CA,08/14/2023,0,0,0.04
"Green Equity Investors VIII, L.P. Los Angeles",CA,10/20/2020,0,0,0.05
"Harvest Partners VIII, L.P. New York",NY,11/26/2019,0,0,1.26
"Insight Partners XII Buyout Annex Fund, L.P. New York",NY,08/24/2021,0,0,0.07
"Insight Partners XII, L.P. New York",NY,08/26/2021,0,0,0.06
"Jade Equity Investors, L.P. Los Angeles",CA,04/14/2020,0,0,0.2
"JFL Equity Investors VI, L.P. New York",NY,09/05/2023,0,0,0.7
"K5 Private Investors, L.P. El Segundo",CA,06/01/2021,0,0,0.08
KKR North America Fund XIII SCSp New York,NY,05/04/2022,0,0,0.03
"Leeds Equity Partners VII, L.P. New York",NY,09/07/2021,0,0,1.18
"Levine Leichtman Capital Partners VI, L.P. Beverly Hills CA LLCP Partners",VI,05/30/2017,0,0,1.03
"Levine Leichtman Capital Partners VII, L.P. Beverly Hills",CA,08/29/2023,0,0,0.5
"Littlejohn Fund IV, L.P. Greenwich",CT,12/16/2015,0,0,1.53
"Littlejohn Fund V, L.P. Greenwich",CT,07/02/2014,0,0,0.49
"Lovell Minnick Equity Partners IV, L.P. Radnor",PA,03/26/2015,0,0,1.16
"Lovell Minnick Equity Partners VI, L.P. Radnor",PA,01/12/2024,0,0,3.0
"Madison Dearborn Capital Partners VIII, L.P. Chicago",IL,11/19/2020,0,0,0.79
"Marlin Equity V, L.P. Hermosa Beach",CA,02/20/2018,0,0,0.17
"Marlin Heritage II, L.P. Hermosa Beach",CA,10/23/2017,0,0,0.13
"Marlin Heritage III, L.P. Hermosa Beach",CA,12/28/2022,0,0,0.33
"Mason Wells Leveraged Buyout Fund V, L.P. Milwaukee",WI,07/26/2021,0,0,2.07
"MidOcean Partners V, L.P. New York",NY,05/21/2018,0,0,1.25
"MidOcean Partners VI, L.P. New York",NY,08/23/2022,0,0,1.13
"Motive Capital Fund II-A, L.P. Wilmington",DE,08/06/2021,0,0,21.5
"NOVA Infrastructure Fund I, L.P. Wilmington",DE,05/26/2021,0,0,21.89
"NOVA Infrastructure GP I, L.P. Wilmington",DE,05/31/2021,0,0,2.2
"Novacap TMT VI, L.P. Longueuil",CAN,09/27/2021,0,0,0.38
"Revelstoke Capital Partners Fund III, L.P. Denver",CO,12/23/2021,0,0,0.67
"Riverside Fund V, L.P. Boston",MA,02/27/2013,0,0,1.3
"STATEMENT AS OF MARCH 31, 2024 OF THE JACKSON NATIONAL LIFE INSURANCE COMPANY Seidler Equity Partners VII, L.P. Marina Del Rey",CA,11/12/2020,0,0,5.0
"SkyKnight Capital Fund IV, L.P. San Francisco",CA,11/13/2023,0,0,0.24
"SPC Partners VI, L.P. San Francisco",CA,11/15/2017,0,0,1.88
"SPC Partners VII, L.P. San Francisco",CA,02/06/2023,0,0,1.0
"Sterling Investment Partners IV, L.P. Westport",CT,07/15/2021,0,0,2.54
"Sun Capital Partners VIII, L.P. Boca Raton",FL,12/27/2022,0,0,1.42
"Thoma Bravo Discover Fund III, L.P. Chicago",IL,06/30/2021,0,0,0.53
"Thoma Bravo XIV, L.P. Chicago",IL,04/30/2021,0,0,0.56
"Torquest Partners Fund (U.S.) IV, L.P. Toronto",CAN,08/31/2016,0,0,1.22
"Torquest Partners Fund (U.S.) V, L.P. Toronto",CAN,07/09/2021,0,0,0.77
"TSG6, L.P. San Francisco",CA,07/03/2012,0,0,1.15
"TSG7-A, L.P. San Francisco",CA,03/29/2016,0,0,0.31
"TSG7-B, L.P. San Francisco",CA,01/15/2016,0,0,0.49
"TSG8, L.P. San Francisco",CA,01/07/2019,0,0,0.88
"TSG9, L.P. San Francisco",CA,01/03/2023,0,0,0.3
"Veritas Capital Fund VII, L.P. New York",NY,04/14/2020,0,0,0.44
"Veritas Capital Fund VIII, L.P. New York",NY,07/01/2022,0,0,0.34
"Veritas Capital Vantage Fund, L.P. New York",NY,07/01/2021,0,0,0.34
"Vortus Investments II, L.P. Fort Worth",TX,06/19/2017,0,0,0.69
"E03.1 000000-00-0 Wind Point Partners IX-A, L.P. Chicago",IL,09/05/2019,0,0,1.08
"Wind Point Partners X-A, L.P. Chicago",IL,09/05/2019,0,0,1.13
"Yorktown Energy Partners X, L.P. New York",NY,05/23/2013,0,0,0.73
"Yorktown Energy Partners XI, L.P. New York",NY,04/22/2016,0,0,0.58
"PPM America Private Equity Fund VIII-A, L.P. Chicago",IL,06/08/2022,0,0,57.0
"IPI Partners II-A, L.P. Chicago",IL,04/30/2021,0,0,1.31
"Square Mile Credit Partners II, L.P. New York",NY,02/27/2019,0,0,2.0
PPMA Line of Credit Chicago,IL,09/09/2008,0,0,100.0
"AOP Finance Partners, L.P. El Segundo",CA,04/30/2021,0,0,18.67
"PPM Loan Management Company 2, LLC, Retention Series 7 Chicago",IL,03/20/2024,0,0,100.0
"PPMC 2019-2A SUB Jackson Financial, Inc",,01/16/2024,0,0,59.32
