loan_number,city,state,date_acquired,interest_rate,book_value
100008771,Utica,MN,12/20/2011,0.0,6059097
100010188,Stewartville,NJ,10/03/2014,0.0,4281804
100003257,Grand Rapids,NY,10/12/2006,0.0,53600
100005029,Chattanooga,FL,05/30/2012,0.0,111052
100006186,San Diego,MN,04/30/2018,0.0,62770
100007015,San Jose,GA,03/30/2011,0.0,47005
100007722,,,12/22/2010,0.0,83718
100009173,,,07/31/2013,0.0,37522
100011672,Nashville,IA,01/30/2015,0.0,114410
100011784,Multiple Locations,CO,02/24/2015,0.0,45468
100011850,San Diego,DE,05/14/2015,0.0,32028
100012014,Portland,CA,04/07/2015,0.0,58236
100012030,Santa Fe Springs,MO,05/14/2015,0.0,41085
100012184,West Des Moines,AL,06/23/2015,0.0,47089
100012302,Broomfield,OR,10/29/2015,0.0,155983
100012435,Wilmington,PA,07/28/2015,0.0,85031
100012572,Sacramento,VA,07/22/2015,0.0,46856
100012716,Arnold,WI,07/30/2015,0.0,30523
100012769,Pelham,OH,08/25/2015,0.0,53430
100012855,Portland,CA,10/15/2015,0.0,90345
100012967,Bristol,NY,09/29/2015,0.0,88743
100013005,Richmond,MO,09/28/2015,0.0,136515
100013218,Kenosha,OH,05/06/2016,0.0,178284
100013241,Multiple Locations,OH,02/10/2017,0.0,109625
100013267,W Sacramento,IL,01/05/2016,0.0,70092
100013366,East Amherst,SC,03/18/2016,0.0,52742
100013431,Kansas City,WI,08/25/2016,0.0,48465
100013478,Cincinnati,IA,06/01/2016,0.0,90339
100013547,Columbus,AZ,04/29/2016,0.0,33013
100013571,Chicago,NY,04/29/2016,0.0,58690
100013623,Pewaukee,OH,06/09/2016,0.0,90923
100013627,West Des Moines,MD,10/03/2016,0.0,76703
100013665,,,09/01/2016,0.0,111907
100013675,,,07/29/2016,0.0,50045
100013689,,,08/23/2016,0.0,63323
100013749,,,12/12/2016,0.0,51168
100013797,,,12/30/2016,0.0,139370
Loan,Number City,OH,09/06/2018,0.0,26333
100013803,Orangevale,IL,11/06/2018,0.0,27052
100013889,San Antonio,TN,12/20/2018,0.0,40420
100013892,Arlington Heights,OR,12/14/2018,0.0,40053
100013925,Bend,TX,11/22/2019,0.0,29137
100013954,Asheville,TX,12/18/2019,0.0,55770
100013974,Chicago,VA,09/17/2019,0.0,99915
100014008,Cleveland,TN,07/01/2019,0.0,31422
100014027,Santa Rosa,OR,11/20/2019,0.0,38722
100014028,Woodlyn,CA,12/04/2019,0.0,78459
100014062,Englewood,IL,04/23/2020,0.0,54157
100014071,Multiple Locations,CA,07/02/2021,0.0,54138
100014072,Chicago,KY,09/01/2021,0.0,111330
100014076,Spokane,SC,11/09/2021,0.0,22074
100014081,Chattanooga,CA,01/06/2022,0.0,23340
Trident,"Vi, L.P. Greenwich",EIG,09/23/2013,0.0,106491
Ares,,US,04/15/2016,0.0,6917065
HEARTWOOD,Partners,III,05/30/2018,0.0,12382
Zetland,Special Situations Fund Ii Scsp,DE,08/17/2021,0.0,434765
Identification,,,01/05/2022,0.0,11000000
CVSPAS,06,CRT,03/10/2022,0.0,38326
Receive,,,09/29/2004,0.0,16668702
Receive,,,03/30/2005,0.0,757577
Receive,,,03/30/2005,0.0,2840909
Receive,,,03/30/2005,0.0,8522727
Receive,"Us$, Pay Cn$ D1 Currency Barclays Bank",PLC,03/30/2005,0.0,5086470
Receive,"Us$, Pay Cn$ D1 Currency Barclays Bank",PLC,03/30/2005,0.0,5110733
Receive,"Us$, Pay Cn$ D1 Currency Barclays Bank",PLC,03/30/2005,0.0,5136986
Receive,,,03/30/2005,0.0,3434066
Receive,,,03/30/2005,0.0,3448276
Receive,,,03/30/2005,0.0,6908463
Receive,"Us$, Pay Cn$ 66990Zbc8 D1 Currency",JP,09/18/2008,0.0,3208105
Receive,"Us$, Pay Cn$ 66990Zbb0 D1 Currency",JP,09/18/2008,0.0,3240938
Receive,,,09/05/2014,0.0,4602356
Receive,,,09/05/2014,0.0,7363770
Receive,,,09/05/2014,0.0,3484640
Receive,,,09/05/2014,0.0,3481129
Receive,,,09/05/2014,0.0,3476988
Receive,,,09/05/2014,0.0,3471905
Receive,,,09/05/2014,0.0,3466837
Receive,,,09/05/2014,0.0,3462415
Receive,"Us$, Pay",EUR,07/12/2018,0.0,14007600
Receive,"Us$, Pay",GBP,08/07/2018,0.0,2912625
Receive,"Us$, Pay",GBP,10/11/2018,0.0,19822500
Receive,"Us$, Pay",AUD,05/30/2019,0.0,17958200
Receive,"Us$, Pay",GBP,07/17/2019,0.0,6215500
Receive,"Us$, Pay",GBP,08/21/2019,0.0,15784600
Receive,"Us$, Pay",CHF,11/25/2019,0.0,30057109
Receive,"Us$, Pay",AUD,02/12/2020,0.0,39103600
Receive,"Us$, Pay",GBP,02/20/2020,0.0,12865000
Receive,"Usd, Pay",EUR,05/25/2021,0.0,17150000
Receive,"Usd, Pay",EUR,05/25/2021,0.0,12250000
Receive,"Usd, Pay",GBP,05/26/2021,0.0,9899400
Receive,"Usd, Pay",GBP,05/26/2021,0.0,4242600
Receive,"Usd, Pay",EUR,06/23/2021,0.0,17940000
Receive,"Usd, Pay",EUR,10/21/2021,0.0,9315200
Receive,"Usd, Pay",EUR,10/21/2021,0.0,10479600
Receive,"Usd, Pay",AUD,11/18/2021,0.0,29016000
Receive,"Usd, Pay",EUR,03/09/2022,0.0,11040000
Receive,"Usd, Pay",EUR,03/09/2022,0.0,22086000
Receive,"Us$, Pay Cn$ 66990Zbj3 D1 Currency",JP,09/05/2014,0.0,2607562
Receive,"Us$, Pay Cn$ 683234Jt6 D1 Currency",JP,09/05/2014,0.0,3710575
