loan_number,city,state,date_acquired,interest_rate,book_value
100012014,Los Angeles,OR,04/04/2013,0.0,52755
100012165,Phoenix,CA,07/28/2015,0.0,85031
100012302,Anderson,CO,07/21/2015,0.0,34318
100012670,Overland Park,MO,07/15/2015,0.0,49845
100013053,Augusta,VA,02/01/2016,0.0,45242
100013074,Beaverton,IL,09/28/2015,0.0,45505
100013422,Salt Lake City,CA,04/29/2016,0.0,79328
100013964,Euclid,DC,04/26/2016,0.0,30910
100013998,Norfolk,KY,04/29/2016,0.0,49150
100014159,Santa Rosa,TX,09/09/2016,0.0,25101
100014184,Alpharetta,VA,09/01/2016,0.0,35299
Loan,,,02/24/2021,0.0,86633
100014452,Tampa,VA,08/02/2021,0.0,89315
100014510,Alexandria,ME,10/14/2021,0.0,49680
Identification,,,03/09/2022,0.0,60975000
Receive,"Us$, Pay",EUR,09/10/2020,0.0,20230000
Receive,"Us$, Pay",EUR,10/01/2020,0.0,12915100
Crane,,,03/28/2022,0.0,32336733
