entity,period,state,loan_count,total_book_value,avg_interest_rate
FUNM,2021Q1,SC,2,20160000.0,2.7
FUNM,2021Q2,CA,1,77073.0,0
FUNM,2021Q2,CO,1,46652.0,0
FUNM,2021Q2,DC,1,47713.0,0
FUNM,2021Q2,EUR,2,33145100.0,0
FUNM,2021Q2,IL,1,43933.0,0
FUNM,2021Q2,KY,1,88595.0,0
FUNM,2021Q2,LOS,1,15515.0,0
FUNM,2021Q2,SAN,1,131974.0,0
FUNM,2021Q2,TX,1,43037.0,0
FUNM,2021Q2,VA,2,71785.0,0
FUNM,2021Q3,CA,1,28325000.0,3.2
FUNM,2022Q1,CA,2,164359.0,0
FUNM,2022Q1,CO,1,34318.0,0
FUNM,2022Q1,DC,1,30910.0,0
FUNM,2022Q1,EUR,2,33145100.0,0
FUNM,2022Q1,IL,1,45505.0,0
FUNM,2022Q1,KY,1,49150.0,0
FUNM,2022Q1,LOS,1,52755.0,0
FUNM,2022Q1,ME,1,49680.0,0
FUNM,2022Q1,MO,1,49845.0,0
FUNM,2022Q1,TX,1,25101.0,0
FUNM,2022Q1,VA,3,169856.0,0
FUNM,2022Q4,AZ,2,16405534.0,3.53
FUNM,2022Q4,CA,5,40309252.0,3.886
FUNM,2022Q4,CO,2,20076738.0,4.41
FUNM,2022Q4,DC,1,4707905.0,4.32
FUNM,2022Q4,FL,3,21845933.0,3.62
FUNM,2022Q4,GA,2,10746160.0,4.36
FUNM,2022Q4,IL,1,5969327.0,3.9
FUNM,2022Q4,KS,1,8791271.0,3.85
FUNM,2022Q4,KY,1,8570356.0,4.45
FUNM,2022Q4,LOS,1,2518684.0,4.14
FUNM,2022Q4,MD,1,9161911.0,3.2
FUNM,2022Q4,ME,1,12090271.0,3.5
FUNM,2022Q4,MN,1,6832047.0,2.65
FUNM,2022Q4,MO,1,4856270.0,3.85
FUNM,2022Q4,NJ,1,16505988.0,3.43
FUNM,2022Q4,OH,1,12021643.0,4.4
FUNM,2022Q4,OR,2,16666172.0,3.92
FUNM,2022Q4,SAN,2,40445349.0,4.235
FUNM,2022Q4,SC,3,23195106.0,3.1067
FUNM,2022Q4,TX,2,14033882.0,3.72
FUNM,2022Q4,UT,1,4905793.0,4.3
FUNM,2022Q4,VA,6,67871830.0,3.9717
FUNM,2022Q4,WA,1,11765833.0,2.85
FUNM,2022Q4,WI,2,18700000.0,3.2
FUNM,2023Q1,AZ,2,142882.0,0
FUNM,2023Q1,CA,4,219912.0,0
FUNM,2023Q1,CO,1,47382.0,0
FUNM,2023Q1,DC,1,23647.0,0
FUNM,2023Q1,EUR,2,33145100.0,0
FUNM,2023Q1,FL,3,129827.0,0
FUNM,2023Q1,GA,2,105621.0,0
FUNM,2023Q1,IL,1,36014.0,0
FUNM,2023Q1,JP,8,85000000.0,0
FUNM,2023Q1,KS,1,82436.0,0
FUNM,2023Q1,KY,1,95885.0,0
FUNM,2023Q1,LOS,1,2518683.0,0
FUNM,2023Q1,ME,1,89714.0,0
FUNM,2023Q1,MN,1,39447.0,0
FUNM,2023Q1,MO,1,32121.0,0
FUNM,2023Q1,NJ,1,92427.0,0
FUNM,2023Q1,OH,1,87601.0,0
FUNM,2023Q1,OR,2,125298.0,0
FUNM,2023Q1,SAN,2,323895.0,0
FUNM,2023Q1,SC,3,333795.0,0
FUNM,2023Q1,TX,2,88130.0,0
FUNM,2023Q1,UT,1,40934.0,0
FUNM,2023Q1,VA,6,381247.0,0
FUNM,2023Q1,WA,1,68935.0,0
ULAM,2022Q1,AUD,3,86077800.0,0
ULAM,2022Q1,AZ,1,33013.0,0
ULAM,2022Q1,BA,8,38572278.0,0
ULAM,2022Q1,CA,5,304518.0,0
ULAM,2022Q1,CHF,1,30057109.0,0
ULAM,2022Q1,CO,1,45468.0,0
ULAM,2022Q1,CRT,1,38326.0,0
ULAM,2022Q1,DES,2,123792.0,0
ULAM,2022Q1,EIG,1,106491.0,0
