entity,period,state,state_code,life,annuity,ah,other,total,deposit
FUNM,2021Q1,Alabama,AL,17179,41493,0,0,58672,0
FUNM,2021Q1,Arizona,AZ,24335,128031,0,0,152366,0
FUNM,2021Q1,Arkansas,AR,7370,15493,0,0,22863,0
FUNM,2021Q1,Colorado,CO,26970,104809,0,0,131779,0
FUNM,2021Q1,Connecticut,CT,234441,675524,0,0,909965,0
FUNM,2021Q1,District Of Columbia,DC,6637,75814,0,0,82451,0
FUNM,2021Q1,Florida,FL,185947,2027262,0,0,2213210,0
FUNM,2021Q1,Hawaii,HI,3762,13213,0,0,16975,0
FUNM,2021Q1,Idaho,ID,6144,26440,0,0,32584,0
FUNM,2021Q1,Indiana,IN,88446,87100,0,0,175546,0
FUNM,2021Q1,Iowa,IA,5540,25938,0,0,31478,0
FUNM,2021Q1,Kentucky,KY,23748,27895,0,0,51643,0
FUNM,2021Q1,Louisiana,LA,12233,40287,0,0,52520,0
FUNM,2021Q1,Maryland,MD,44395,438162,0,0,482557,0
FUNM,2021Q1,Massachusetts,MA,135559,498095,0,0,633654,0
FUNM,2021Q1,Minnesota,MN,48302,179943,0,0,228245,0
FUNM,2021Q1,Mississippi,MS,14705,42998,0,0,57702,0
FUNM,2021Q1,Montana,MT,1520,-2713,0,0,-1193,0
FUNM,2021Q1,Nebraska,NE,2025,12763,0,0,14788,0
FUNM,2021Q1,New Hampshire,NH,25471,72026,0,0,97497,0
FUNM,2021Q1,New Jersey,NJ,965362,2383006,0,0,3348368,0
FUNM,2021Q1,New York,NY,23356359,95149160,0,0,118505518,0
FUNM,2021Q1,North Carolina,NC,148907,431756,0,0,580663,0
FUNM,2021Q1,Ohio,OH,3269472,398684,0,0,3668156,0
FUNM,2021Q1,Oklahoma,OK,3415,25156,0,0,28571,0
FUNM,2021Q1,Pennsylvania,PA,155469,745361,0,0,900830,0
FUNM,2021Q1,Rhode Island,RI,8532,37139,0,0,45671,0
FUNM,2021Q1,South Dakota,SD,835,10491,0,0,11326,0
FUNM,2021Q1,Tennessee,TN,86017,158514,0,0,244531,0
FUNM,2021Q1,Utah,UT,6004,43850,0,0,49854,0
FUNM,2021Q1,Vermont,VT,13935,66361,0,0,80297,0
FUNM,2021Q1,Washington,WA,29633,95533,0,0,125166,0
FUNM,2021Q1,West Virginia,WV,6472,15093,0,0,21565,0
FUNM,2021Q1,Wyoming,WY,2316,3312,0,0,5627,0
FUNM,2021Q1,Puerto Rico,PR,627,7875,0,0,8503,0
FUNM,2021Q1,U.S. Virgin Islands,VI,844,0,0,0,844,0
FUNM,2021Q2,Alabama,AL,34761,80824,0,0,115585,0
FUNM,2021Q2,Arizona,AZ,54805,252294,0,0,307099,0
FUNM,2021Q2,Arkansas,AR,15057,29211,0,0,44268,0
FUNM,2021Q2,Colorado,CO,56890,230186,0,0,287075,0
FUNM,2021Q2,Connecticut,CT,482242,1425465,0,0,1907707,0
FUNM,2021Q2,District Of Columbia,DC,14396,141470,0,0,155865,0
FUNM,2021Q2,Florida,FL,378397,3825617,0,0,4204014,0
FUNM,2021Q2,Hawaii,HI,5057,49641,0,0,54698,0
FUNM,2021Q2,Idaho,ID,12618,56339,0,0,68957,0
FUNM,2021Q2,Indiana,IN,184955,169382,0,0,354337,0
FUNM,2021Q2,Iowa,IA,11870,51408,0,0,63278,0
FUNM,2021Q2,Kentucky,KY,49457,56111,0,0,105568,0
FUNM,2021Q2,Louisiana,LA,27603,77611,0,0,105214,0
FUNM,2021Q2,Maryland,MD,89939,787710,0,0,877650,0
FUNM,2021Q2,Massachusetts,MA,279765,961085,0,0,1240850,0
FUNM,2021Q2,Minnesota,MN,97823,353649,0,0,451472,0
FUNM,2021Q2,Mississippi,MS,25499,65302,0,0,90801,0
FUNM,2021Q2,Montana,MT,3261,5885,0,0,9146,0
FUNM,2021Q2,Nebraska,NE,11508,22786,0,0,34294,0
FUNM,2021Q2,New Hampshire,NH,54795,154121,0,0,208916,0
FUNM,2021Q2,New Jersey,NJ,2109901,4926835,0,0,7036736,0
FUNM,2021Q2,New York,NY,47893810,196391799,0,0,244285608,0
FUNM,2021Q2,North Carolina,NC,307651,936614,0,0,1244265,0
FUNM,2021Q2,Ohio,OH,5213486,773218,0,0,5986704,0
FUNM,2021Q2,Oklahoma,OK,7011,49707,0,0,56718,0
FUNM,2021Q2,Pennsylvania,PA,328959,1422304,0,0,1751263,0
FUNM,2021Q2,Rhode Island,RI,17077,70436,0,0,87514,0
FUNM,2021Q2,South Dakota,SD,1803,19665,0,0,21468,0
FUNM,2021Q2,Tennessee,TN,183152,311490,0,0,494642,0
FUNM,2021Q2,Utah,UT,13536,81770,0,0,95306,0
FUNM,2021Q2,Vermont,VT,29823,151358,0,0,181181,0
FUNM,2021Q2,Washington,WA,61778,182606,0,0,244384,0
FUNM,2021Q2,West Virginia,WV,12652,25285,0,0,37937,0
FUNM,2021Q2,Wyoming,WY,4980,5895,0,0,10875,0
FUNM,2021Q2,Puerto Rico,PR,1196,26576,0,0,27772,0
FUNM,2021Q2,U.S. Virgin Islands,VI,1689,0,0,0,1689,0
FUNM,2021Q3,Alabama,AL,46902,135795,0,0,182697,0
FUNM,2021Q3,Arizona,AZ,77261,418134,0,0,495395,0
FUNM,2021Q3,Arkansas,AR,20123,44212,0,0,64335,0
FUNM,2021Q3,Colorado,CO,79626,355358,0,0,434984,0
FUNM,2021Q3,Connecticut,CT,686583,2071220,0,0,2757804,0
FUNM,2021Q3,District Of Columbia,DC,24678,320642,0,0,345320,0
FUNM,2021Q3,Florida,FL,524737,5800658,0,0,6325395,0
FUNM,2021Q3,Hawaii,HI,6373,67232,0,0,73605,0
FUNM,2021Q3,Idaho,ID,23046,109411,0,0,132457,0
FUNM,2021Q3,Indiana,IN,264394,239829,0,0,504223,0
FUNM,2021Q3,Iowa,IA,16544,75120,0,0,91663,0
FUNM,2021Q3,Kentucky,KY,65656,83908,0,0,149564,0
FUNM,2021Q3,Louisiana,LA,36090,122744,0,0,158834,0
FUNM,2021Q3,Maryland,MD,126499,1139357,0,0,1265856,0
FUNM,2021Q3,Massachusetts,MA,387561,1463100,0,0,1850661,0
FUNM,2021Q3,Minnesota,MN,143613,538597,0,0,682210,0
