entity,period,name,state,date_acquired,actual_cost,fair_value,book_value,investment_income,ownership_pct
FUNM,2021Q1,NORTHWESTERN MUTUAL LIFE INSURANCE CO MILWAUKEE WI NORTHWESTERN MUTUAL LIFE INSURANCE CO 1.C,FE,03/15/2021,5010250,0,0,0,0.0
FUNM,2021Q1,Description Foreign,,01/27/2021,19500000,0,0,0,0.0
FUNM,2021Q1,FRANKLIN CNTY OHIO HOSP REV C,,03/31/2021,2036180,0,0,0,0.0
FUNM,2021Q1,ADNA 2001 A2 - CMBS C,,03/12/2021,7656519,0,0,0,0.0
FUNM,2021Q1,AMGEN INC C,,03/01/2021,3245880,0,0,0,0.0
FUNM,2021Q1,AUSTRALIA PAC LNG PROCESSING PTY LTD,,02/16/2021,6609014,0,0,0,0.0
FUNM,2021Q1,BAXTER INTERNATIONAL INC,,03/31/2021,6000000,0,0,0,0.0
FUNM,2021Q1,BELL TELEPHONE COMPANY OF CANADA,OR,02/05/2021,4034960,0,0,0,0.0
FUNM,2021Q1,BORAL FINANCE PTY LTD,,03/31/2021,5131300,0,0,0,0.0
FUNM,2021Q1,CIGNA CORP,,03/31/2021,19483710,0,0,0,0.0
FUNM,2021Q1,ESSENTIAL UTILITIES INC,,02/02/2021,16753149,0,0,0,0.0
FUNM,2021Q1,GILEAD SCIENCES INC,,02/09/2021,19350441,0,0,0,0.0
FUNM,2021Q1,FREMF 2011-K13 B - CMBS,,01/25/2021,1136866,0,0,0,0.0
FUNM,2021Q1,FHR 2412C Z - CMO/RMBS,,03/01/2021,106822,0,0,0,0.0
FUNM,2021Q1,FHR 2369C Z - CMO/RMBS,,03/01/2021,14753,0,0,0,0.0
FUNM,2021Q1,FHR 2413A Z - CMO/RMBS,,03/01/2021,2577,0,0,0,0.0
FUNM,2021Q1,FEDERAL FARM CREDIT BANKS FUNDING CORP,,01/27/2021,3156164,0,0,0,0.0
FUNM,2021Q1,FHR 2433B,EZ,03/01/2021,42281,0,0,0,0.0
FUNM,2021Q1,FNR 1997-54 Z - CMO/RMBS,,03/01/2021,29765,0,0,0,0.0
FUNM,2021Q1,FNR 2000-5,ZA,03/01/2021,191582,0,0,0,0.0
FUNM,2021Q1,FHR 4799,MW,02/16/2021,1093270,0,0,0,0.0
FUNM,2021Q1,FHR 4793,GV,03/01/2021,3156164,0,0,0,0.0
FUNM,2021Q1,FNR 2001-47 Z - CMO/RMBS,,03/01/2021,41140,0,0,0,0.0
FUNM,2021Q1,31392P-R7-2 FHR 2487B,ZB,03/01/2021,20161,0,0,0,0.0
FUNM,2021Q1,FHR 2470B Z - CMO/RMBS,,03/01/2021,28971,0,0,0,0.0
FUNM,2021Q1,FHR 2533A Z - CMO/RMBS,,03/01/2021,382489,0,0,0,0.0
FUNM,2021Q1,FHR 2755,ZM,03/01/2021,184402,0,0,0,0.0
