entity,period,name,state,date_acquired,actual_cost,fair_value,book_value,investment_income,ownership_pct
VRIAC,2019Q3,AMERICAN SECURITIES PARTNERS VII WILMINGTON,DE,01/19/2016,3,0,0,0,0.488
VRIAC,2019Q3,AMERICAN SECURITIES PARTNERS VIII LP WILMINGTON DE AMERICAN SECURITIES PARTNERS VIII,LP,03/28/2019,3,0,0,0,0.05
VRIAC,2019Q3,APOLLO HYBRID VALUE FUND LP WILMINGTON DE APOLLO HYBRID VALUE FUND,LP,03/29/2019,3,0,0,0,1.33
VRIAC,2019Q3,ARCLIGHT ENERGY PARTNERS FUND VI WILMINGTON DE ARCLIGHT ENERGY PARTNERS FUND,VI,08/14/2015,3,0,0,0,0.215
VRIAC,2019Q3,AUDAX PRIVATE EQUITY FUND VI-A LP WILMINGTON DE AUDAX PRIVATE EQUITY FUND VI-A,LP,08/29/2019,3,0,0,0,0.152
VRIAC,2019Q3,BAYVIEW MSR OPPORTUNITY DOMESTIC GRAND CAYMAN,DE,06/30/2017,10,0,0,0,0.373
VRIAC,2019Q3,BAYVIEW OPPORTUNITY FUND V WILMINGTON,DE,03/22/2017,10,0,0,0,0.09
VRIAC,2019Q3,BERKSHIRE FUND IX LP WILMINGTON CT BERKSHIRE FUND IX,LP,03/03/2017,3,0,0,0,0.212
VRIAC,2019Q3,BROOKFIELD INFRASTRUCTURE FUND IV WILMINGTON DE BROOKFIELD INFRASTRUCTURE FUND,IV,09/13/2019,0,0,0,0,0.772
VRIAC,2019Q3,CARLYLE REALTY PARTNERS VIII LP HOUSTON DE CARLYLE REALTY PARTNERS VIII,LP,12/04/2017,0,0,0,0,0.177
VRIAC,2019Q3,CERBERUS RM FUND ATLANTA CYM CERBERUS,RM,06/05/2019,7,0,0,0,0.478
VRIAC,2019Q3,CHAMBERS ENERGY CAPITAL III SAN FRANCISCO,DE,05/13/2016,0,0,0,0,0.26
VRIAC,2019Q3,CHARLESBANK CAP PTNS IX LP WILMINGTON DE CHARLESBANK CAP PTNS IX,LP,07/16/2018,3,0,0,0,0.281
VRIAC,2019Q3,CHARLESBANK CAP PTNS IX OVERAGE PR WILMINGTON DE CHARLESBANK CAP PTNS IX OVERAGE,PR,05/21/2018,3,0,0,0,0.313
VRIAC,2019Q3,CLEARLAKE CAPITAL PARTNERS V WILMINGTON,DE,02/01/2018,3,0,0,0,0.141
VRIAC,2019Q3,COMVEST INVESTMENT PARTNERS V BALP WILMINGTON,DE,11/02/2015,3,0,0,0,0.449
VRIAC,2019Q3,DYAL PARTNERS III PE WILMINGTON DE DYAL PARTNERS III,PE,01/08/2016,3,0,0,0,0.1
VRIAC,2019Q3,ELLIOTT ASSOCIATES LP CL B GRAND CAYMAN DE ELLIOTT ASSOCIATES LP,CL,12/30/2016,13,0,0,0,9.695
VRIAC,2019Q3,ENCAP ENERGY CAPITAL FUND X LP WILMINGTON TX ENCAP ENERGY CAPITAL FUND X,LP,03/26/2015,3,0,0,0,0.806
VRIAC,2019Q3,ENCAP ENERGY CAPITAL FUND XI LP WILMINGTON TX ENCAP ENERGY CAPITAL FUND XI,LP,07/17/2017,3,0,0,0,0.345
VRIAC,2019Q3,EQT INFRASTRUCTURE III WILMINGTON,GA,10/25/2017,0,0,0,0,0.243
VRIAC,2019Q3,000000-00-0 EQT INFRASTRUCTURE IV WILMINGTON LUX EQT INFRASTRUCTURE,IV,06/05/2019,226120,0,0,0,0.134
VRIAC,2019Q3,FFL CAPITAL PARTNERS IV LP WILMINGTON CA FFL CAPITAL PARTNERS IV,LP,03/25/2015,3,0,0,0,0.797
VRIAC,2019Q3,FS EQUITY PARTNERS VIII LP WILMINGTON DE FS EQUITY PARTNERS VIII,LP,04/25/2019,3,0,0,0,0.13
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS IX WILMINGTON DE GENSTAR CAPITAL PARTNERS,IX,07/03/2019,3,0,0,0,0.46
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS VII WILMINGTON,DE,10/01/2015,3,0,0,0,0.111
VRIAC,2019Q3,GENSTAR CAPITAL PARTNERS VIII WILMINGTON,DE,04/28/2017,3,0,0,0,0.0
VRIAC,2019Q3,GENSTAR IX OPPORTUNITIES I WILMINGTON DE GENSTAR,IX,07/08/2019,3,0,0,0,0.0
VRIAC,2019Q3,GENSTAR VIII OPPORTUNITIES FUND I GRAND CAYMAN,DE,10/05/2017,3,0,0,0,0.0
VRIAC,2019Q3,GLOBAL TRANSPORT INCOME FUND LP DE GLOBAL TRANSPORT INCOME FUND,LP,06/28/2019,3,0,0,0,0.0
VRIAC,2019Q3,GREAT HILL EQUITY PARTNERS VI LP DE GREAT HILL EQUITY PARTNERS VI,LP,10/30/2017,3,0,0,0,0.0
VRIAC,2019Q3,GREEN EQUITY INVESTORS VII LP DE GREEN EQUITY INVESTORS VII,LP,05/12/2017,3,0,0,0,0.0
VRIAC,2019Q3,GTCR FUND XII LP DE GTCR FUND XII,LP,05/04/2018,3,0,0,0,0.0
VRIAC,2019Q3,HARVEST PARTNERS VII LP DE HARVEST PARTNERS VII,LP,09/28/2016,3,0,0,0,0.0
VRIAC,2019Q3,HELLMAN & FRIEDMAN INVESTORS VIII CYM HELLMAN & FRIEDMAN INVESTORS VIII .,,09/01/2016,3,0,0,0,0.0
VRIAC,2019Q3,KINDERHOOK CAPITAL FUND V-B,DE,12/19/2017,3,0,0,0,0.0
VRIAC,2019Q3,MACHINE ZONE COMMON STOCK,DE,09/26/2019,3,0,0,0,0.0
VRIAC,2019Q3,MACQUARIE INFRASTRUCTURE PARTNERS IV DE MACQUARIE INFRASTRUCTURE PARTNERS,IV,05/17/2018,3,0,0,0,0.0
VRIAC,2019Q3,METALMARK CAP PARTNERS II LP NY METALMARK CAP PARTNERS II,LP,12/11/2014,3,0,0,0,0.0
VRIAC,2019Q3,MSOUTH EQUITY PARTNERS,DE,09/06/2019,3,0,0,0,0.0
VRIAC,2019Q3,NAUTIC PARTNERS VIII LP DE NAUTIC PARTNERS VIII,LP,12/14/2016,3,0,0,0,0.0
