entity,period,loan_number,city,state,date_acquired,interest_rate,book_value,land_value,appraisal_date
VRIAC,2019Q3,29827,Birmingham,AL,07/26/2019,4.59,60436,12522742,
VRIAC,2019Q3,29858,Hoover,AL,07/16/2019,5.05,1620438,1138686,
VRIAC,2019Q3,29869,Phoenix,AZ,08/19/2019,4.73,500000,19776774,
VRIAC,2019Q3,29841,Denver,CO,09/25/2019,4.61,456866,12295652,
VRIAC,2019Q3,29762,Miami,FL,09/12/2018,4.9,6945000,18875868,
VRIAC,2019Q3,29850,Miami,FL,08/01/2019,3.52,3196384,22224391,
VRIAC,2019Q3,29624,Moorestown,NJ,09/29/2017,5.1,8609079,8609079,
VRIAC,2021Q4,28988,Auburn,AZ,12/27/2013,5.17,3036864,9714990,02/01/2019
VRIAC,2021Q4,29827,Birmingham,AZ,09/10/2014,4.45,5536770,5110345,03/27/2015
VRIAC,2021Q4,29170,,FT,07/26/2019,4.59,6292340,21976291,10/03/2012
VRIAC,2021Q4,27218,Mesa,AZ,07/16/2019,5.05,9429520,32949456,10/30/2012
VRIAC,2021Q4,27308,Mesa,AZ,04/29/2015,4.05,922610,16896211,06/26/2018
VRIAC,2021Q4,28507,Peoria,AZ,04/29/2015,4.05,1180399,1850000,09/14/2013
VRIAC,2021Q4,28955,Nogales,AZ,03/27/2003,4.1,10258914,14153509,11/19/2014
VRIAC,2021Q4,29142,Tempe,AZ,03/27/2003,3.85,11712781,2917647,01/04/2016
VRIAC,2021Q4,29330,Glendale,AZ,09/19/2003,3.8,14249503,3623529,01/04/2016
VRIAC,2021Q4,29332,Phoenix,AZ,11/01/2011,5.43,14643689,3247059,01/04/2016
VRIAC,2021Q4,29334,Phoenix,AZ,09/23/2011,4.85,3307286,20004839,12/20/2016
VRIAC,2021Q4,29548,Glendale,AZ,04/01/2014,4.41,4533656,13409091,03/23/2017
VRIAC,2021Q4,29561,Scottsdale,AZ,12/06/2013,4.75,886582,10100000,03/06/2017
VRIAC,2021Q4,29587,Phoenix,CA,12/06/2013,4.75,679085,9765000,03/06/2017
VRIAC,2021Q4,29599,Phoenix,CA,01/15/2015,4.3,6512885,11250000,03/31/2017
VRIAC,2021Q4,29601,Surprise,CA,01/15/2015,4.3,1826364,1991736,09/21/2018
VRIAC,2021Q4,29781,Tucson,CA,01/06/2016,4.6,1313274,31450533,01/13/2020
VRIAC,2021Q4,29954,Phoenix,CA,01/06/2016,4.6,1640083,11270175,04/06/2011
VRIAC,2021Q4,2842506,Phoenix,CA,01/06/2016,4.6,1465900,11440858,06/12/2013
VRIAC,2021Q4,27365,,SAN,01/06/2016,4.6,1390880,36891892,08/21/2006
VRIAC,2021Q4,27913,Palo Alto,CA,01/06/2016,4.6,1519362,10633333,12/22/2006
VRIAC,2021Q4,28033,,LOS,11/01/2016,4.26,6782699,25000000,10/07/2010
VRIAC,2021Q4,28322,Santa Clara,CA,06/29/2017,4.4,3446149,17250000,02/21/2011
VRIAC,2021Q4,28412,Concord,CA,04/03/2017,4.63,23663079,9910000,04/15/2011
