entity,period,loan_number,city,state,date_acquired,interest_rate,book_value,land_value,appraisal_date
BLIC,2016Q1,0000197759,Yakima,WA,07/30/2015,3.11,1003000,5455420,
BLIC,2016Q1,0000197920,Yakima,WA,02/11/2016,4.5,2487500,4607690,
BLIC,2016Q1,0000198024,Cook,IL,02/29/2016,3.7,6832750,22799970,
BLIC,2016Q1,0000198025,Cook,IL,03/14/2016,3.72,6832750,21000030,
BLIC,2016Q1,0000198038,Brantley,GA,01/26/2016,3.01,33074344,150158698,
BLIC,2016Q1,0000198134,Brown,KS,02/25/2016,4.1,3698500,10302990,
BLIC,2016Q1,0000198136,Lewis,WA,03/04/2016,3.72,10770219,28107950,
BLIC,2016Q1,0000198149,Tripp,SD,03/14/2016,4.25,2994100,6431010,
BLIC,2016Q1,0000198272,Napa,CA,03/31/2016,5.55,1028420,1609920,
BLIC,2016Q1,0000198273,Napa,CA,03/31/2016,5.55,911830,1427667,
BLIC,2016Q1,0000198282,Clay,AL,03/15/2016,2.13,3674913,14880029,
BLIC,2016Q1,0000198286,Clay,AL,03/15/2016,6.61,3275754,13264482,
BLIC,2016Q1,0000198287,Clay,AL,03/15/2016,2.13,2866285,11797751,
BLIC,2016Q1,0000198288,Clay,AL,03/15/2016,6.61,2555088,10516852,
BLIC,2016Q1,0000198289,Clay,AL,03/15/2016,2.13,451991,1838745,
BLIC,2016Q1,0000198290,Clay,AL,03/15/2016,6.61,402918,1639109,
BLIC,2016Q1,0000594017,Sandy,UT,01/29/2016,5.05,592406,688969,
BLIC,2016Q1,0001207621,Coral Gables,FL,01/29/2016,2.95,632290,1453286,
BLIC,2016Q1,0007284567,Suffolk,VA,03/24/2016,2.75,88991,75000,
BLIC,2016Q1,0009488889,Yoncalla,OR,03/24/2016,4.35,140775,247666,
BLIC,2016Q1,0009490869,Williamsport,MD,03/24/2016,4.24,110515,154672,
BLIC,2016Q1,0009894278,Boston,MA,03/24/2016,2.0,377792,847433,
BLIC,2016Q1,0009901759,Nashville,TN,03/24/2016,5.5,27830,425376,
BLIC,2016Q1,0009902059,Mesa,AZ,03/24/2016,5.5,70217,167820,
BLIC,2016Q1,0009905196,Hatteras,NC,03/24/2016,6.63,1211769,700000,
BLIC,2016Q1,0009905299,Chicago,IL,03/24/2016,4.88,186793,314835,
BLIC,2016Q1,0009905727,Chicago,IL,03/24/2016,4.75,110860,194393,
BLIC,2016Q1,0010085371,Selma,CA,03/24/2016,2.0,91079,161026,
BLIC,2016Q1,0010086763,Massapequa Park,NY,03/24/2016,2.0,99344,354560,
BLIC,2016Q1,0011730917,Daytona Beach,FL,03/24/2016,3.25,46504,99811,
BLIC,2016Q1,0013026198,Eastlake,OH,03/24/2016,3.5,115955,124907,
BLIC,2016Q1,0013124623,College Point,NY,03/24/2016,4.13,518677,749337,
BLIC,2016Q1,0014603452,,SAN,03/24/2016,4.88,360551,775000,
BLIC,2016Q1,0015708295,,LA,03/24/2016,3.13,516144,887456,
BLIC,2016Q1,0015708320,Stafford Township,NJ,03/24/2016,3.0,441780,595000,
BLIC,2016Q1,0015708364,Gilroy,CA,03/24/2016,6.38,962818,1090000,
BLIC,2016Q1,0015708367,Suisun City,CA,03/24/2016,3.13,469827,430000,
BLIC,2016Q1,0015708745,Margate,FL,03/24/2016,6.38,133580,239654,
BLIC,2016Q1,0223099944,Phoenix,AZ,02/24/2016,7.13,112618,120000,
BLIC,2016Q1,0223505217,,LA,02/24/2016,5.13,223022,4142029,
BLIC,2016Q1,0223505330,Tahoe City,CA,02/24/2016,8.88,56960,640000,
BLIC,2016Q1,0223505778,,NEW,02/24/2016,4.88,36749,1425069,
BLIC,2016Q1,0223505851,S Miami,FL,02/24/2016,4.63,28697,815724,
BLIC,2016Q1,0223506046,Berkeley,CA,02/24/2016,5.25,193895,1245000,
BLIC,2016Q1,0223506273,,NEW,02/24/2016,6.38,239738,1287806,
BLIC,2016Q1,0223506333,Miami,FL,02/24/2016,4.75,60535,1298310,
BLIC,2016Q1,0223506355,Crowley Lake,CA,02/24/2016,4.75,143358,1380756,
BLIC,2016Q1,0223506489,,NEW,02/24/2016,5.5,284394,3250000,
BLIC,2016Q1,0223506963,Fort Lauderdale,FL,02/24/2016,6.25,556944,2678890,
BLIC,2016Q1,0223507125,Coral Gables,FL,02/24/2016,4.75,25157,1044089,
BLIC,2016Q1,0223507689,,SAN,02/24/2016,4.75,26241,1240562,
BLIC,2016Q1,0223507748,Napa,CA,02/24/2016,4.88,35809,895094,
BLIC,2016Q1,0223507766,Montauk,NY,02/24/2016,4.88,38489,5972086,
BLIC,2016Q1,0223508214,Remsenburg,NY,02/24/2016,4.75,69477,2582844,
BLIC,2016Q1,0223508392,Laguna Beach,CA,02/24/2016,4.75,68689,2350000,
BLIC,2016Q1,0223508578,,NEW,02/24/2016,4.75,273539,1342325,
BLIC,2016Q1,0223508964,Pasadena,CA,02/24/2016,5.0,147046,1410000,
BLIC,2016Q1,0223508976,,SAN,02/24/2016,4.88,103276,1372191,
BLIC,2016Q1,0223509017,Palos Verdes Estates,CA,02/24/2016,5.88,174175,2894170,
BLIC,2016Q1,0223509376,Malibu,CA,02/24/2016,5.5,824777,19871779,
BLIC,2016Q1,0223510322,South Pasadena,CA,02/24/2016,4.75,122152,2052905,
BLIC,2016Q1,0223510527,Miami,FL,02/24/2016,5.0,79916,1437720,
BLIC,2016Q1,0223510583,Boca Raton,FL,02/24/2016,5.63,120695,2500000,
BLIC,2016Q1,0223513049,Nantucket,MA,02/24/2016,4.63,312565,2528283,
BLIC,2016Q1,0223513316,,NEW,02/24/2016,4.63,341253,1775000,
BLIC,2016Q1,0223513640,Sugarloaf,KEY,02/24/2016,4.88,141612,2945308,
BLIC,2016Q1,0223516783,Greenwich,CT,02/24/2016,5.75,1167942,3217606,
BLIC,2016Q1,0223517391,North Miami Beach,FL,02/24/2016,4.88,125391,777408,
BLIC,2016Q1,0223955750,Royal,OAK,02/24/2016,6.49,112946,148648,
BLIC,2016Q1,0224556942,Sumter,SC,02/24/2016,10.65,53324,60924,
BLIC,2016Q1,0224758444,Truckee,CA,02/24/2016,3.0,2007453,3200000,
BLIC,2016Q1,0224940243,Sacramento,CA,02/24/2016,2.0,188146,148786,
BLIC,2016Q1,0225021185,Sellersville,PA,02/24/2016,9.3,210067,234710,
BLIC,2016Q1,0225065626,Philadelphia,PA,02/24/2016,3.63,102146,214366,
BLIC,2016Q1,0225065922,Pompano Beach,FL,02/24/2016,6.38,148414,91831,
BLIC,2016Q1,0225092691,Apollo Beach,FL,02/24/2016,2.38,298286,468268,
BLIC,2016Q1,0225092855,Astoria,NY,02/24/2016,5.88,499393,1047323,
BLIC,2016Q1,0225093080,Winnetka,IL,02/24/2016,5.5,478369,872000,
BLIC,2016Q1,0225093352,Washington,DC,02/24/2016,6.38,280693,847344,
BLIC,2016Q1,0225093408,Arlington Heights,IL,02/24/2016,2.0,313501,467298,
BLIC,2016Q1,0225094007,Eagles Mere,PA,02/24/2016,5.25,85712,170000,
BLIC,2016Q1,0225179141,Melbourne,FL,02/24/2016,3.5,77038,74000,
BLIC,2016Q1,0225179187,,LAS,02/24/2016,3.63,219692,221346,
BLIC,2016Q1,0225179421,,NEW,02/24/2016,3.0,409776,321950,
BLIC,2016Q1,0225232114,Shelter Island,NY,02/24/2016,6.88,398693,454424,
BLIC,2016Q1,0225232159,Dover,DE,02/24/2016,3.25,98498,239359,
BLIC,2016Q1,0225232199,Baltimore,MD,02/24/2016,7.75,106596,136750,
BLIC,2016Q1,0225232384,Carson,CA,02/24/2016,7.75,433148,455000,
BLIC,2016Q1,0225233120,Baldwin Park,CA,02/24/2016,3.13,318316,403000,
BLIC,2016Q1,0225307382,Carson,CA,02/24/2016,3.38,339076,402572,
BLIC,2016Q1,0225525903,,SAN,02/24/2016,3.0,162517,544000,
BLIC,2016Q1,0225535685,Durham,NC,02/24/2016,2.75,74968,107658,
BLIC,2016Q1,0225536210,Lafayette,LA,02/24/2016,7.75,131306,250368,
BLIC,2016Q1,0225536370,Denver,CO,02/24/2016,4.45,834650,1348401,
BLIC,2016Q1,0225536513,Aurora,CO,02/24/2016,5.0,201046,305275,
BLIC,2016Q1,0225536940,Charlotte,NC,02/24/2016,3.38,91643,112723,
BLIC,2016Q1,0225537184,Nashville,TN,02/24/2016,2.0,233568,374396,
BLIC,2016Q1,0225537891,Braintree,MA,02/24/2016,3.0,239298,534212,
BLIC,2016Q1,0225537976,Pembroke Pines,FL,02/24/2016,7.25,160932,299368,
