period,schedule_type,t_state,t_state_code,t_life,t_annuity,t_ah,t_other,t_total,t_deposit,b_loan_number,b_city,b_state,b_date_acquired,b_interest_rate,b_book_value,b_land_value,b_appraisal_date,ba_name,ba_state,ba_date_acquired,ba_actual_cost,ba_fair_value,ba_book_value,ba_investment_income,ba_ownership_pct,d_category,d_naic_designation,d_total_current_year,d_total_prior_year
2022Q4,ba,,,,,,,,,,,,,,,,,ARSI 2005-W4 A2D,,12/25/2022,574172,574172,369623,574172,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,ARSI 2005-W5 A2D,,12/25/2022,1163264,1163264,828825,1163264,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,ABSHE 2006-HE5 A4,,12/25/2022,70183,70183,61081,70183,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,ABSHE 2006-HE7 A4,,12/25/2022,956625,956625,634960,956625,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,AVNT 2020-REV1 C,,01/15/2022,7000000,7000000,6999147,7000000,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BCAP 2015-RR6 1A4,,12/01/2022,1247835,1247835,1179204,1247835,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BNCMT 2007-4 A4,,12/25/2022,244099,244099,189177,244099,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2006-3 5A8,,12/01/2022,52123,55994,51304,52123,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2005-7 4A3,,12/01/2022,224466,224466,220328,224466,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2005-3 1A23,,12/01/2022,56170,56170,54555,56170,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2005-4 2A1,,12/01/2022,25213,25213,23732,25213,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2006-2 2A17,,12/01/2022,5063,5341,5227,5063,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2006-1 2A1,,12/01/2022,41421,49574,46768,41421,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2006-4 A5,,12/01/2022,110502,175271,156097,110502,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2006-I 6A1,,12/20/2022,74621,72071,52722,74621,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BAFC 2004-2 3A1,,12/01/2022,218550,218550,216877,218550,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BARC 2022-NQM1 A1,,12/01/2022,469906,469906,461135,469906,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BVINV 2022-3 A19,,12/01/2022,263886,263886,257206,263886,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,07336G-BP-8 BVINV 2021-4 B3A,,12/01/2022,143230,143230,147382,143230,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BVINV 2021-5 B2,,05/27/2022,10097575,10529644,10930184,-822323,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BVINV 2021-5 B3A,,12/01/2022,89473,89473,91543,89473,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BSABS 2004-AC6 A1,,12/01/2022,367330,367331,354704,367330,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,BMARK 2021-B30 C,,02/23/2022,4355898,4750000,4749976,-394078,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-J3 A4,,12/01/2022,452004,452004,424883,452004,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-21 A10,,12/01/2022,66729,65976,55602,66729,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2007-3 A12,,12/01/2022,97602,101152,81426,97602,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-13 1A19,,12/01/2022,62460,59853,47882,62460,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-18 2A7,,11/01/2022,15798,18120,15312,15798,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-19 1A6,,11/01/2022,47587,47748,40615,47587,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-20 1A17,,10/01/2022,29774,29572,23528,29774,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CIM 2017-7 M1,,12/01/2022,46338,46338,43152,46338,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CIM 2019-INV2 A11,,12/25/2022,474665,474665,470511,474665,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2006-A7 1A12,,12/01/2022,120803,144608,105310,120803,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2007-A2 1A9,,12/01/2022,368690,438109,371845,368690,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2007-A4 1A13,,12/01/2022,119923,134788,116107,119923,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2007-A3 1A7,,12/01/2022,186943,228074,198639,186943,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CSMC 2017-HL1 A12,,12/01/2022,973632,973632,975986,973632,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COMM 2021-LBA D,,01/15/2022,11500000,11500000,11486328,11500000,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COMM 2021-LBA E,,01/15/2022,7000000,7000000,7000000,7000000,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CSMC 2007-3 2A19,,11/01/2022,331589,328277,290552,331589,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CSMC 2021-INV2 A15,,12/01/2022,714094,714094,728376,714094,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COLT 2022-7 A1,,12/01/2022,306181,306181,306179,306181,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COLT 2022-7 A2,,12/01/2022,191721,191721,191720,191721,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2005-11 AF5A,,12/01/2022,1849417,1849417,1855196,1849417,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2005-13 AF6,,12/01/2022,40877,42509,37727,40877,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2005-14 M2,,12/25/2022,4862739,4862739,3893230,4862739,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2004-2 3A4,,12/25/2022,89680,89680,86990,89680,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2004-9 MF1,,12/01/2022,636720,636720,619210,636720,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWL 2004-AB2 M3,,12/25/2022,1754588,1754588,1289623,1754588,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2004-7T1 A4,,12/01/2022,23599,23599,23470,23599,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2004-22CB 1A1,,12/01/2022,454973,454973,432225,454973,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2004-24CB 1A1,,12/01/2022,1334087,1334087,1327417,1334087,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-24 4A1,,12/20/2022,450026,450026,399398,450026,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-17 1A1,,12/25/2022,287334,287334,248185,287334,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-26CB A6,,12/01/2022,182443,184706,156044,182443,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-38 A3,,12/25/2022,246919,246919,209881,246919,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-70CB A4,,12/01/2022,76019,76189,63284,76019,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-59 1A1,,12/19/2022,334428,334429,272977,334428,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-49CB A1,,12/01/2022,187898,187898,180382,187898,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2005-62 1A1,,12/25/2022,318302,318302,249815,318302,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-10 1A11,,12/01/2022,35669,33840,26649,35669,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2006-8 1A1,,12/01/2022,65661,70739,61839,65661,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-18 A3,,12/01/2022,118633,109461,99443,118633,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-23 A1,,12/01/2022,95402,101754,90256,95402,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-28 A3,,12/01/2022,88401,98989,84388,88401,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,12669G-BA-8 CWHL 2004-HYB6 A2,,12/01/2022,121246,121247,90935,121246,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-15 A1,,12/01/2022,11116,9891,9211,11116,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-15 A5,,12/01/2022,46075,40997,36618,46075,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWHL 2005-15 A8,,12/01/2022,77553,69004,60034,77553,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CARMX 2020-2 C,,10/28/2022,3414688,3500000,3499693,-85201,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CARR 2005-NC5 M2,,12/25/2022,340510,340510,259214,340510,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CARR 2006-NC1 M1,,12/25/2022,290790,290790,199101,290790,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CHASE 2019-1 A3,,12/01/2022,1112889,1112889,1126974,1112889,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CHASE 2005-S1 1A13,,12/01/2022,36239,36239,35151,36239,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CHASE 2016-SH2 M4,,12/01/2022,221161,221161,205865,221161,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMSI 2005-4 1A6,,12/01/2022,86417,86417,82852,86417,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMLTI 2006-4 2A1A,,12/01/2022,159844,172003,151332,159844,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2006-A3 1A9,,12/01/2022,662723,741802,662985,662723,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMLTI 2006-FX1 A4,,12/01/2022,92529,92529,70033,92529,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMSI 2007-6 1A4,,12/01/2022,81753,83908,70273,81753,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMLTI 2007-AMC3 A1,,12/25/2022,1316886,1316886,1038074,1316886,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CMALT 2007-A6 1A3,,12/01/2022,733569,829969,716872,733569,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CASL 2021-A D,,05/03/2022,1643120,1786000,1785263,-142642,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COLT 2022-4 A1,,12/01/2022,319205,319205,319202,319205,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,COLT 2022-4 A3,,12/01/2022,317233,317233,314536,317233,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CAS 2022-R06 1M1,,12/25/2022,414283,414283,414283,414283,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CSFB 2005-6 1A4,,12/01/2022,12110,12110,12243,12110,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CSMC 2006-1 4A13,,12/01/2022,159707,159735,145458,159707,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2006-J4 2A9,,12/01/2022,146231,207298,144720,146231,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2006-OC8 2A3,,12/25/2022,421467,408330,240748,421467,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2006-OA12 A1B,,12/20/2022,375838,398903,289703,375838,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,CWALT 2006-OA18 A1,,12/25/2022,1576890,1576890,1364010,1576890,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-RMP1 A2,,12/25/2022,1194429,1194429,971916,1194429,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2006-OA1 A1,,12/25/2022,716746,716746,580564,716746,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-AR3 2A4,,12/25/2022,2744160,2723897,1638256,2744160,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-OA3 A1,,12/25/2022,117242,117242,100682,117242,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2006-AR3 A2,,12/25/2022,818439,789294,610660,818439,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2006-AR3 A6,,12/25/2022,275525,270161,191476,275525,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-3 1A1,,12/01/2022,848801,788127,662026,848801,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-3 2A1,,12/25/2022,334082,301939,245703,334082,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DBALT 2007-OA4 2A1,,12/25/2022,662391,662391,603604,662391,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,DMSI 2004-2 A5,,12/01/2022,462791,462791,462791,462791,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FFML 2006-FF13 A2C,,12/25/2022,555578,555578,393592,555578,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,STACR 2013-DN2 M2,,04/26/2022,10014988,9831075,10098358,-34460,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,STACR 2014-DN1 M3,,12/25/2022,465033,465033,481309,465033,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,EFMT 2022-2 A1,,12/01/2022,386799,386799,385189,386799,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,EFMT 2022-2 A3,,12/01/2022,257866,257866,253113,257866,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,EFMT 2022-3 A1,,12/01/2022,301525,301525,298216,301525,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,EFMT 2022-3 A2,,12/01/2022,150763,150763,146530,150763,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FFML 2006-FF2 A5,,12/25/2022,809888,809888,637154,809888,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FFML 2005-FFH3 M3,,12/25/2022,973091,973091,892203,973091,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FFML 2006-FF1 M1,,12/25/2022,3941987,3941987,2917070,3941987,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FFML 2006-FF11 2A3,,12/25/2022,260192,260193,188965,260192,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FHASI 2007-4 1A8,,08/01/2022,255027,254972,228598,255027,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,33851R-BE-0 FSMT 2021-10IN B3,,12/01/2022,165717,165717,170974,165717,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-11IN A18,,12/01/2022,228896,228896,228073,228896,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-3INV B3,,12/01/2022,177062,177062,177232,177062,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-4 B3,,12/01/2022,140462,140462,136308,140462,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-8INV B3,,12/01/2022,166064,166064,174402,166064,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-7 B3,,08/31/2022,5547178,7543440,7539126,-1992016,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-12 B1,,03/04/2022,12424699,13182967,13289538,-862155,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,FSMT 2021-12 B2,,03/11/2022,2939126,3295742,3252195,-314060,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,STACR 2022-DNA2 M1A,,12/25/2022,744623,744623,744623,744623,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,STACR 2022-DNA4 M1A,,12/25/2022,552493,552493,552493,552493,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,STACR 2022-DNA5 M1A,,12/25/2022,169900,169900,169900,169900,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GCAT 2022-NQM3 A3,,12/01/2022,321371,321371,308353,321371,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GCAT 2022-NQM2 A3,,12/01/2022,330690,330690,322056,330690,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2006-17 A3A,,12/25/2022,429906,429906,251939,429906,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2007-5 2A2A,,12/25/2022,347990,347990,213579,347990,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2007-5 2A3A,,12/25/2022,417586,417586,258903,417586,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAMP 2007-NC1 A2C,,12/25/2022,826886,826886,446519,826886,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2006-5 2A3,,12/25/2022,465099,465099,315686,465099,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2006-6 AF6,,12/01/2022,149822,149822,90081,149822,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2006-1 A1,,12/25/2022,426501,426501,228978,426501,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAMP 2006-HE6 A4,,12/25/2022,773389,773389,578108,773389,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2007-6 1A2,,12/25/2022,971091,971091,691902,971091,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2007-6 A4,,12/25/2022,412802,412802,328177,412802,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAMP 2006-FM3 A2D,,12/25/2022,1488614,1488615,796409,1488614,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSAA 2007-7 A4,,12/25/2022,190163,190163,171997,190163,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2020-PJ4 B3,,12/01/2022,122581,122581,122155,122581,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2020-PJ6 A4,,12/01/2022,563954,563954,569065,563954,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2021-PJ1 B3,,08/31/2022,2286652,3086135,3023689,-742698,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2020-PJ2 B2,,12/01/2022,253372,253372,260577,253372,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2021-GR2 B3,,12/01/2022,136765,136765,142274,136765,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2021-PJ6 B3,,12/01/2022,299108,299108,292429,299108,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2021-PJ10 A4,,03/07/2022,9237597,9828416,9782345,-546173,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GSMBS 2021-PJ9 A4,,12/01/2022,363279,363279,366685,363279,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GFMT 2018-2 A52,,12/01/2022,4216646,4216646,4268036,4216646,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GFMT 2019-1 A52,,12/01/2022,3299385,3299385,3252738,3299385,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,GPMF 2007-AR2 2A1,,12/25/2022,756135,755390,608561,756135,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,HASC 2006-NC1 1A,,12/25/2022,624473,624474,596372,624473,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,HINTT 2020-A C,,05/03/2022,1269746,1316589,1316417,-47834,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,HVMLT 2007-5 A1A,,12/19/2022,921954,921954,828201,921954,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,HVMLT 2007-6 2A1A,,12/19/2022,732608,732608,641490,732608,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,HOF 2022-1 A2,,12/01/2022,97681,97681,94734,97681,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,IMM 2005-5 A1,,12/25/2022,390384,390384,377940,390384,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,IMSA 2005-2 A1,,12/25/2022,987806,1001545,675143,987806,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,IMSA 2006-4 A2C,,12/25/2022,1593442,1728926,1134608,1593442,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,IMSA 2007-3 A1B,,12/25/2022,554159,718207,503643,554159,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,RAST 2004-A3 A7,,12/01/2022,73453,73453,71111,73453,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,INDX 2006-AR2 2A1,,12/25/2022,675692,675692,536542,675692,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,IMJA 2007-A1 A7,,04/01/2022,71788,68074,55748,71788,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,INDX 2006-FLX1 A1,,12/25/2022,711901,711901,630923,711901,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,46591K-AC-7 JPMMT 2019-8 A3,,12/01/2022,802189,802189,812592,802189,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2020-LTV1 B3A,,12/01/2022,137548,137548,136345,137548,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2020-2 B2A,,12/01/2022,262517,262517,269654,262517,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-12 A15,,01/18/2022,9205340,9598124,9604123,-398647,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-13 A15,,03/02/2022,9082646,9628939,9585308,-504712,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-13 B2,,12/01/2022,2359706,2485398,2516068,-150202,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-13 B3,,12/01/2022,338444,338444,338914,338444,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2005-S2 2A11,,12/01/2022,3570,3586,3411,3570,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2005-S2 2A15,,12/01/2022,114348,121507,111938,114348,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPALT 2005-S1 2A10,,10/01/2022,159407,159729,134971,159407,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2015-6 A7,,12/01/2022,396431,396431,399961,396431,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2017-1 A8,,12/01/2022,4151049,4151049,4145292,4151049,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2017-2 A7,,12/01/2022,3584934,3584934,3571546,3584934,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2018-4 A7,,12/01/2022,968923,968923,991330,968923,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2018-5 A3,,12/01/2022,1144316,1144316,1164520,1144316,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2019-1 A5,,12/01/2022,1360276,1360276,1324967,1360276,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2019-1 A10,,12/01/2022,830975,830975,817726,830975,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2018-6 1A7,,12/01/2022,1343558,1343558,1258116,1343558,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2018-8 A7,,12/01/2022,1744887,1744887,1714352,1744887,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2019-3 B2,,04/30/2022,5466113,5466113,5517358,5466113,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2019-7 A3,,12/01/2022,270680,270680,275332,270680,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2019-9 A3,,12/01/2022,759481,759481,770162,759481,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2020-4 B3,,12/01/2022,112168,112168,110183,112168,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-14 A15,,12/29/2022,4937271,6113637,6034351,-1106223,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-14 B1,,01/19/2022,5925411,5989880,6074842,-148379,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-11 A15,,12/01/2022,672022,672022,679163,672022,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-11 B2,,12/01/2022,290442,290442,295516,290442,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-11 B3,,12/01/2022,375907,375907,381696,375907,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-INV8 B3,,12/01/2022,161169,161169,159482,161169,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-15 A4,,12/01/2022,1492251,1492251,1505075,1492251,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-15 B1,,03/14/2022,4561630,5000000,5132811,-568665,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2021-LTV2 A3,,12/01/2022,758388,758388,758388,758388,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2022-2 B1,,12/01/2022,92657,92657,88154,92657,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,JPMMT 2022-2 B2,,12/01/2022,198397,198397,184364,198397,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,LXS 2005-8 2A4A,,12/01/2022,44540,44834,36260,44540,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,LXS 2005-7N 1A1A,,12/25/2022,210987,210987,187779,210987,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,LXS 2005-9N 1A1,,12/25/2022,763188,763188,659066,763188,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,LXS 2006-12N A31A,,12/25/2022,612459,612389,447684,612459,0.0,,,,
2022Q4,ba,,,,,,,,,,,,,,,,,LXS 2006-10N 1A3A,,12/25/2022,546988,466740,362307,546988,0.0,,,,
