period,schedule_type,t_state,t_state_code,t_life,t_annuity,t_ah,t_other,t_total,t_deposit,b_loan_number,b_city,b_state,b_date_acquired,b_interest_rate,b_book_value,b_land_value,b_appraisal_date,ba_name,ba_state,ba_date_acquired,ba_actual_cost,ba_fair_value,ba_book_value,ba_investment_income,ba_ownership_pct,d_category,d_naic_designation,d_total_current_year,d_total_prior_year
2024Q4,ba,,,,,,,,,,,,,,,,,". Platinum Equity Capital Partners IV, LP Beverly Hills CA Platinum Capital Partners IV,",LP,03/21/2017,3,5902500,5777771,-124729,0.105,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. PPC Fund II LP Chicago IL PPC Fund GP II,LP,04/26/2018,3,6286938,8305885,1089217,0.734,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Sandbox Insurtech Fund II, LP Chicago",IL,09/30/2022,1,1394363,1052467,-116681,8.305,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Silver Lake Partners V, LP Menlo Park",CA,06/12/2018,3,9968187,10344870,837128,0.061,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Tennenbaum Special Situations Fund IX-A, LLC Santa Monica",CA,12/30/2016,32435846,21392593,21392593,267751,92.429,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". TPG Partners IX, LP Fort Worth TX TPG GenPar IX,",LP,11/06/2023,3,4969791,5029525,219920,0.079,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Vestigo Ventures Fund II, LP Cambridge MA Vestigo Ventures",II,12/09/2021,1,3250000,3141286,-30347,4.225,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Warburg Pincus Global Growth 14, LP New York NY Warburg Pincus Global Growth 14 GP,",LP,10/17/2023,3,5032942,5419101,219420,0.058,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Creeksource LLC, Class A Wilmington",DE,03/10/2015,7,46522850,43533010,-2989839,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. II LP Sandy UT Fund II,GP,02/08/2022,1,13032276,12088596,-147933,0.862,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Invesco Core Real Estate - U.S.A., LP Atlanta GA IRI Core I,",LP,10/02/2014,1,7500000,8905135,-1915195,0.091,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Domestic, LP New York",NY,04/01/2014,1,8015725,7689104,7689104,0.797,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". JDM Partners AMZN KSFL, LLC Phoenix AZ JDM Partners",MM,07/28/2020,19867780,19879680,19879680,-2617659,26.042,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. JDM Partners Dallas/Atlanta LLC Phoenix AZ JDM Partners,MM,03/28/2019,7399073,1898018,1898018,0,62.5,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. JDM Partners Tempe Arizona Core Fund IV LLC . Phoenix AZ JDM Partners,MM,12/01/2017,30026788,23829726,23829726,0,8.45,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". JDM Partners TXFL, LLC Phoenix AZ JDM Partners",MM,07/01/2019,24481726,24615315,24615315,-2830253,18.519,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. RREEF Core Plus Industrial Fund LP Chicago IL RREEF Core Plus Industrial,GP,01/02/2018,5500000,9691584,9691584,-684856,0.368,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Vintage Real Estate Partners LP New York NY Goldman Sachs Asset Management,",LP,02/09/2016,2423437,1921284,1921284,-179503,0.826,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". CrossHarbor Strategic Debt Fund, LP Boston MA CrossHarbor SDF",GP,10/01/2021,2,22538678,20132650,-824657,5.112,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Hines Rialto Credit Partners, LP Miami FL Rialto Partners HRCP GP,",LP,09/13/2024,561115,511015,511015,-50100,4.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". MetLife Commercial Mortgage Income Fund, LP . Whippany",NJ,10/02/2017,1782822,1671536,1671536,-111285,0.283,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Pearlmark Mezzanine Realty Partners IV, LP Chicago",IL,10/28/2015,2,807220,353152,353152,4.036,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Pearlmark Mezzanine Realty Partners V, LP Chicago",IL,02/08/2021,2,5484872,5757032,245766,4.529,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Centerfield Capital Partners IV, LP Indianapolis",IN,11/21/2017,2,3730921,3600341,1228312,13.525,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Centerfield Capital Partners V, LP Indianapolis",IN,05/26/2022,2,2854711,2854711,8690,19.754,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Centre Lane Credit Partners III, LP New York",NY,09/19/2022,2527225,2097213,2097213,708890,5.924,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. SCSp Luxembourg LUX GCO II Fund A,GP,01/21/2022,2,3449402,3449402,456915,0.694,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. LP Wilmington DE Fund,GP,08/06/2021,2,14796607,15346219,1441987,7.073,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Insurance Private Credit IV LLC New York NY Goldman Sachs Asset Management,",LP,12/31/2024,75000,75000,75000,0,2.7,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. KKR Revolving Credit Partners II LP San Francisco,CA,03/15/2018,-12536,-12536,50945,0,1.028,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Oaktree Opportunities Fund XII, LP Los Angeles CA Oaktree Opportunities Fund XII GP,",LP,10/11/2024,4687500,4687500,4687500,0,0.29,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". SP Technology Payments I, LLC New York NY",SP,11/05/2021,7000000,8020895,8020895,269660,14.316,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". SP Technology Payments II, LLC New York NY SP Technology Payments",II,11/14/2022,5000000,5800391,5800391,0,7.958,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". SPC Receivables Holdings I, LLC New York NY Sound Point Capital Management,",LP,02/12/2021,2164020,1460818,1460818,-703203,16.549,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"000000-00-0 . TCP Direct Lending Fund VIII, LLC Santa Monica CA TCP Direct Lending",MM,12/30/2016,35563619,36161102,36161102,1666975,31.555,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". West Street Mezzanine Partners VIII, LP New York",NY,07/01/2022,2,2534984,2534984,390733,0.282,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Exchange Napa CA Exchange 2.B,FE,01/12/2022,9000000,7566444,9000000,0,1.8,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Farmers Exchange Capital Newark DE Farmers Insurance Exchange 2.A,FE,07/01/2014,3021592,2435083,2562678,-53157,0.628,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Farmers Exchange Capital III Newark DE Farmers Exchange Capital III 2.A,FE,12/10/2014,12236250,10362016,11962835,-33216,2.3,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Farmers Insurance Exchange Woodland Hills CA Farmers Insurance Exchange 2.A,FE,10/19/2018,2874853,2631837,2906874,15151,0.813,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,New York NY America 1.D,FE,03/07/2017,12225915,9793674,12198240,-5478,2.576,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,New York NY America 1.D,FE,01/17/2017,13417496,9875664,13377173,-10197,2.054,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,New York NY America 1.D,FE,01/06/2021,3051840,1824282,3040936,-2880,0.917,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Massachusetts Mutual Life Insurance Company . Springfield MA MassMutual Financial Group 1.D,FE,04/08/2015,21453080,16126763,21462588,1173,8.365,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Massachusetts Mutual Life Insurance Company . Springfield MA MassMutual Financial Group 1.D,FE,02/28/2019,17637875,15233981,17625097,-1634,2.188,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Massachusetts Mutual Life Insurance Company . Springfield MA MassMutual Financial Group 1.D,FE,09/24/2020,2102880,1291158,2099414,-867,0.239,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,National Life Insurance Company Montpelier VT NLV Financial Corporation 1.G,FE,07/10/2018,8391772,6974328,8378736,-2445,1.649,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Nationwide Mutual Insurance Company Columbus OH Nationwide Mutual Insurance Company 1.G,FE,07/01/2014,778182,637085,703603,-9011,0.071,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. Nationwide Mutual Insurance Company Columbus OH Nationwide Mutual Insurance Company 1.G,FE,02/28/2019,12230520,10163708,12199194,-6145,3.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,New York Life Insurance Company New York NY New York Life Insurance Company 1.C,FE,04/01/2019,29720070,22796588,29713981,-1622,2.95,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Northwestern Mutual Life Insurance Company Milwaukee WI Company 1.C,FE,10/02/2024,1646295,1535951,1644762,0,0.123,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. Northwestern Mutual Life Insurance Company Milwaukee WI Company 1.C,FE,03/15/2021,4982600,3431460,4983780,378,0.556,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Pacific Life Insurance Company Newport Beach CA Pacific Life Insurance Company 1.F,FE,05/09/2019,20409849,15813380,20348828,-6366,2.683,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,The Penn Mutual Life Insurance Company Horsham PA The Penn Mutual Life Insurance Company 1.F,FE,04/22/2021,16634085,10497795,16627944,-1627,3.3,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Western & Southern Life Insurance Company Cincinnati OH Company 1.F,FE,01/23/2019,24107350,20413558,23991084,-22521,4.6,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Western & Southern Life Insurance Company Cincinnati OH Company 1.F,FE,04/21/2021,10554005,7006244,10551556,-699,2.1,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Interest New York NY,AG,06/28/2022,4837500,8875598,4837500,0,6.953,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Note, LP - Limited Partner Interest New York NY",AG,09/22/2023,3194554,4957753,3194554,509645,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. BID III Note Issuer,LP,12/18/2023,1102585,922533,922533,-180052,1.839,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,LLC - Class C Membership Interests New York NY BOA Assets Parallel 345 GP,LP,02/21/2023,3652116,4137475,3652116,0,8.654,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Evergreen Feeder, LP - Equity Minneapolis MN III Evergreen GP,",LP,11/28/2023,10270350,12912305,10270350,600000,13.031,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. Interest Chicago IL Golub Onshore,GP,06/22/2023,16497041,16883501,16497041,1448597,20.735,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,. Interest New York,NY,09/03/2024,712061,573886,573886,6871,1.65,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Notes New York NY Goldman Sachs Asset Management,",LP,10/27/2021,2,2775000,2636250,331869,3.75,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Subordinated Notes Newark DE NB Specialty Finance Associates III,LP,11/26/2024,506250,506250,506250,0,1.607,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". (Parallel) (ICI), LP - Equity Los Angeles CA Oaktree Lending Partners GP,",LP,02/26/2024,6412500,7198563,6412500,0,8.325,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Founders Interest Miami FL Rialto Credit Opportunities GP,",LP,09/01/2022,11255210,14980831,11255210,0,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". RREF V Debt DD RNF, LP - Equity Miami FL Rialto Partners GP V - Debt,",LP,12/07/2023,1687500,1921995,1687500,32301,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,". Fund I, LP - Certificates Dallas",TX,12/19/2024,586873,586873,586873,0,5.003,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Steam MH Topco A LP - Equity New York,NY,10/29/2024,64029,64029,64029,0,1.5,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,ASF IX B LP Edinburgh GBR ASF IX,GP,12/30/2024,4986977,0,0,0,0.459,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Blue Owl GP Stakes III US Investors LP Dover DE Blue Owl GP Stakes Associates III,LP,10/28/2016,18935,0,0,0,0.397,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Genstar Capital Partners VII, LP San Francisco CA Genstar Capital VII,",LP,10/01/2015,1,39953,0,0,0.442,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Goode Partners Consumer Fund III, LP New York",NY,12/30/2015,1,122960,0,0,3.384,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Horizon Environment & Climate Solutions Partners I, LP New York",NY,06/23/2021,3,2075000,0,0,2.277,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,KKR Global Infrastructure Investors III LP New York,NY,12/03/2018,193297,0,0,0,0.096,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,NB Private Equity Impact Fund LP Dallas TX NB Private Equity Impact Fund,GP,05/24/2021,3,1100000,0,0,9.033,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,NB Select Opportunities Fund VI LP Dallas TX NB Select Opportunities VI GP,LP,10/03/2023,3,5490000,0,0,0.94,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Platinum Equity Capital Partners IV, LP Beverly Hills CA Platinum Capital Partners IV,",LP,03/21/2017,3,14106,0,0,0.105,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,PPC Fund II LP Chicago IL PPC Fund GP II,LP,04/26/2018,3,92543,0,0,0.734,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Sandbox Insurtech Fund II, LP Chicago",IL,09/30/2022,1,468977,0,0,8.305,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Silver Lake Partners V, LP Menlo Park CA Silver Lake Technology Associates V,",LP,06/12/2018,3,108295,0,0,0.061,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"TPG Partners IX, LP Fort Worth TX TPG GenPar IX,",LP,11/06/2023,3,2789524,0,0,0.079,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Vestigo Ventures Fund II, LP Cambridge MA Vestigo Ventures",II,12/09/2021,1,1000000,0,0,4.225,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Warburg Pincus Global Growth 14, LP New York NY Warburg Pincus Global Growth 14 GP,",LP,10/17/2023,3,2317500,0,0,0.058,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Creeksource LLC, Class A Wilmington",DE,03/10/2015,7,18750000,0,0,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Bridge Workforce and Affordable Housing Fund II LP Sandy UT Bridge Workforce and Affordable Housing Fund II,GP,02/08/2022,1,2197333,0,0,0.862,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"CrossHarbor Strategic Debt Fund, LP Boston MA CrossHarbor SDF",GP,10/01/2021,2,3821107,0,0,5.112,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Hines Rialto Credit Partners, LP Miami FL Rialto Partners HRCP GP,",LP,09/13/2024,561115,0,0,0,4.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Pearlmark Mezzanine Realty Partners V, LP Chicago IL Pearlmark Mezzanine Realty Partners",GP,02/08/2021,2,2279707,0,0,4.529,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"000000-00-0 Centerfield Capital Partners V, LP Indianapolis",IN,05/26/2022,2,1427900,0,0,19.754,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Centre Lane Credit Partners III, LP New York",NY,09/19/2022,199972,0,0,0,5.924,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Global Credit Opportunities II Fund A Master SCSp Luxembourg LUX GCO II Fund A,GP,01/21/2022,2,1460450,0,0,0.694,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Hercules Private Global Venture Growth Fund I LP Wilmington DE Hercules Private Global Venture Growth Fund,GP,08/06/2021,2,1995636,0,0,7.073,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Insurance Private Credit IV LLC New York NY Goldman Sachs Asset Management,",LP,12/31/2024,75000,0,0,0,2.7,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Oaktree Opportunities Fund XII, LP Los Angeles CA Oaktree Opportunities Fund XII GP,",LP,10/11/2024,1875000,2812500,0,0,0.29,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"SP Technology Payments II, LLC New York NY SP Technology Payments",II,11/14/2022,260000,0,0,0,7.958,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"West Street Mezzanine Partners VIII, LP New York NY West Street Mezzanine Partners VIII",GP,07/01/2022,2,2417792,0,0,0.282,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Northwestern Mutual Life Insurance Company Milwaukee,WI,10/02/2024,1646295,0,0,0,0.123,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"AG ABC Structured Note, LP - Limited Partner Interest New York NY",AG,06/28/2022,1181250,0,0,0,6.953,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"AG Direct Lending Fund V (Levered) Structured Note, LP - Limited Partner Interest New York NY",AG,09/22/2023,2069554,0,0,0,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,BID III Note Issuer,LP,12/18/2023,417083,0,0,0,1.839,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Blue Owl Asset Income Fund Parallel 345 Feeder LLC - Class C Membership Interests New York NY BOA Assets Parallel 345 GP,LP,02/21/2023,1972032,0,0,0,8.654,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Castlelake Asset-Based Private Credit III Evergreen Feeder, LP - Equity Minneapolis MN Castlelake Asset-Based Private Credit III Evergreen GP,",LP,11/28/2023,8413773,0,0,0,13.031,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"GDLC Feeder Fund, LP - Limited Partner Interest Chicago IL Golub Onshore",GP,06/22/2023,10843916,0,0,0,20.735,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Global Infrastructure Debt II Issuer LP - LP Interest New York NY Global Infrastructure Debt Fund II US,GP,09/03/2024,712061,0,0,0,1.65,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,NB Specialty Finance Fund III LP - Subordinated Notes Newark DE NB Specialty Finance Associates III,LP,11/26/2024,506250,0,0,0,1.607,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Oaktree Lending Partners Feeder (Unlevered) (Parallel) (ICI), LP - Equity Los Angeles CA Oaktree Lending Partners GP,",LP,02/26/2024,1125000,5287500,0,0,8.325,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"RREF V Debt DD RNF, LP - Equity Miami FL Rialto Partners GP V - Debt,",LP,12/07/2023,285000,1402500,0,0,75.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Sixth Street Private Asset Based Investment Fund I, LP - Certificates Dallas",TX,12/19/2024,586873,0,0,0,5.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Steam MH Topco A LP - Equity New York,NY,10/29/2024,37640,26389,0,0,1.5,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,ASF IX B,LP,12/30/2024,590002,590002,0,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Genstar Capital Partners VII, LP San Francisco",CA,10/01/2015,62743,62743,62743,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Goode Partners Consumer Fund III, LP New York",NY,12/30/2015,72531,72531,72531,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Kayne Private Energy Income Fund, LP Los Angeles",CA,04/01/2016,1238869,1238869,1238869,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Kinderhook Capital Fund IV, LP New York",NY,04/27/2015,93658,93658,93658,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Kinderhook Capital Fund V, LP and V-B, LP New York",NY,12/19/2017,451771,451771,184370,-267401,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Mezzanine Partners II, LP New York",NY,03/11/2013,18386,18386,18386,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,NB Select Opportunities Fund LP Dallas,TX,01/16/2018,206448,206448,206448,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Platinum Equity Capital Partners IV, LP Beverly Hills",CA,03/21/2017,1317420,1317420,1317420,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Santa Monica,CA,12/30/2016,11962617,11962617,11962617,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"TPG Partners IX, LP Fort Worth",TX,11/06/2023,80336,80336,80336,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Creeksource LLC, Class A Wilmington",DE,03/10/2015,11811204,11811204,11811204,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,II LP Sandy,UT,02/08/2022,211942,211942,211942,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Growth Domestic, LP New York",NY,04/01/2014,3234275,3234275,3234275,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"JDM Partners AMZN KSFL, LLC Phoenix",AZ,07/28/2020,27220,27220,27220,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,JDM Partners Dallas/Atlanta LLC Phoenix,AZ,03/28/2019,344636,344636,344636,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,JDM Partners Tempe Arizona Core Fund IV LLC Phoenix,AZ,12/01/2017,22865002,22865002,13432850,-9432152,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"JDM Partners TXFL, LLC Phoenix",AZ,07/01/2019,172440,172440,172440,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Prime Property Fund, LLC Atlanta",GA,03/31/2015,10165885,-2665885,-2665885,-2060354,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Ares Real Estate Secured Income Fund, LP Los Angeles",CA,02/18/2022,13594574,416044,416044,-5185086,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"CrossHarbor Strategic Debt Fund, LP Boston",MA,10/01/2021,3468802,3468802,3468802,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"MetLife Commercial Mortgage Income Fund, LP Whippany",NJ,10/02/2017,7117601,7117601,7117601,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Pearlmark Mezzanine Realty Partners IV, LP . Chicago",IL,10/28/2015,175084,175084,175084,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Pearlmark Mezzanine Realty Partners V, LP Chicago",IL,02/08/2021,316516,316516,316516,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Centerfield Capital Partners IV, LP Indianapolis",IN,11/21/2017,1222871,1222871,1222871,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Centerfield Capital Partners V, LP Indianapolis",IN,05/26/2022,69551,69551,69551,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Centre Lane Credit Partners III, LP New York",NY,09/19/2022,2374114,2374114,2374114,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,SCSp Luxembourg LUX Cash Distribution .,,01/21/2022,1612259,1612259,1612259,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,NB Specialty Finance Fund LP New York,NY,03/03/2020,1062976,16150,16150,-98411,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"NXT Capital Senior Loan Fund III, LP Chicago",IL,01/21/2015,257337,257337,39504,-217833,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Rialto Real Estate Fund V - Debt, LP Miami",FL,12/07/2023,1425000,1425000,1425000,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"SPC Receivables Holdings I, LLC New York",NY,02/12/2021,1876278,1876278,1876278,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"TCP Direct Lending Fund VIII, LLC Santa Monica",CA,12/30/2016,1969999,1969999,1969999,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"West Street Mezzanine Partners VIII, LP New York",NY,07/01/2022,876080,876080,876080,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Mutual of Omaha Insurance Company Omaha,NE,02/28/2019,7824611,-2628,-2628,-136823,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,BID III Note Issuer,LP,12/18/2023,125725,125725,125725,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,Feeder LLC - Class C Membership Interests New York,NY,02/21/2023,633474,633474,633474,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,"Evergreen Feeder, LP - Equity Minneapolis",MN,11/28/2023,3554651,3554651,3554651,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,G2 MA7184,,10/29/2024,10047437,12608549,0,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2010-20,FE,10/18/2024,5024472,5004142,2339,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2011-70,QF,10/18/2024,6924340,6946047,7442,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2011-70,TF,09/18/2024,6919403,6944359,7860,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2013-122,FB,10/11/2024,2742174,2773375,408,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2019-6,JK,10/04/2024,2692929,3023109,2057,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2020-61,HC,10/04/2024,9663858,11738222,3424,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2021-24,BC,10/04/2024,9551433,12090422,2939,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2022-182,NL,10/04/2024,8438944,10075881,5878,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2023-54,CA,10/07/2024,5935581,6039382,5284,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2023-116,QZ,11/01/2024,5365048,5097439,10880,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2024-3,EY,01/31/2024,4896094,5000000,2778,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2024-20,CB,02/13/2024,4293281,4500000,17500,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2024-30,EY,02/09/2024,9650000,10000000,38889,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2024-24,MZ,12/01/2024,1092295,1212204,1941,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2024-60,ZD,12/01/2024,2394593,2373040,4628,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,GNR 2010-161 Z,,10/01/2024,115198,115198,0,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,HUNGARY C,,06/13/2024,1462610,1480000,38418,0,0.0,,,,
2024Q4,ba,,,,,,,,,,,,,,,,,HUNGARY C,,09/05/2024,2013858,1980000,25410,0,0.0,,,,
