entity,period,state,state_code,life,annuity,ah,other,total,deposit
PICA,2021Q2,Alabama,AL,25742278,-418078,9733180,7257268,42314648,2840047
PICA,2021Q2,Alaska,AK,3288508,1595,1549466,7789583,12629152,235209
PICA,2021Q2,Arizona,AZ,35591166,1736193,14723096,112089443,1359791,0
PICA,2021Q2,Arkansas,AR,11778876,30884,5139091,15373701,32322552,1517209
PICA,2021Q2,California,CA,190448238,401417,86244209,1596824269,1873918133,1110352
PICA,2021Q2,Colorado,CO,26306813,1162476,12861981,116767918,157099188,1850595
PICA,2021Q2,Connecticut,CT,23818052,1704464,12746103,47296872,3097675,0
PICA,2021Q2,Delaware,DE,12850498,-11753,3271439,4884255,20994439,229433
PICA,2021Q2,District Of Columbia,DC,9465617,-6239,4328127,3641582,134910,0
PICA,2021Q2,Florida,FL,106320658,1337207,43350589,109052623,981530,0
PICA,2021Q2,Georgia,GA,48212323,857065,18589901,21604301,89263590,21060496
PICA,2021Q2,Hawaii,HI,5949030,33246,3533478,36635101,17908315,0
PICA,2021Q2,Idaho,ID,8048996,107996,2986683,42724483,114681,0
PICA,2021Q2,Illinois,IL,71858495,2503803,39056711,193830707,1259822,0
PICA,2021Q2,Indiana,IN,45734487,536897,14873095,13008389,7510499,0
PICA,2021Q2,Iowa,IA,15027523,158887,7017657,7236030,1905340,0
PICA,2021Q2,Kansas,KS,11726096,50986,5129387,12804584,1792814,0
PICA,2021Q2,Kentucky,KY,18325070,143844,7094160,8175301,33738375,253132
PICA,2021Q2,Louisiana,LA,39393257,141531,9981656,76607742,3368587,0
PICA,2021Q2,Maine,ME,8110246,991141,2727971,10295033,22124391,345585
PICA,2021Q2,Maryland,MD,39771009,285209,17548468,19069973,76674659,358347
PICA,2021Q2,Massachusetts,MA,50325125,686559,32356297,44058978,127426959,13
PICA,2021Q2,Michigan,MI,38278176,557030,26152214,87731460,39,0
PICA,2021Q2,Minnesota,MN,69926676,1457234,13519309,35861895,688195,0
PICA,2021Q2,Mississippi,MS,10733452,11839,5228198,3754289,19727778,1496205594
PICA,2021Q2,Missouri,MO,29841903,249076,13077477,35455785,78624241,33873
PICA,2021Q2,Montana,MT,3769441,421547,3176777,36478897,0,0
PICA,2021Q2,Nebraska,NE,8266098,46568,3150021,4029081,0,0
PICA,2021Q2,Nevada,NV,12912090,-4754,6669286,98579428,0,0
PICA,2021Q2,New Hampshire,NH,9341187,64322,3521303,6630236,19557048,1508904211
PICA,2021Q2,New Jersey,NJ,310359008,89483523,57129882,247077252,0,0
PICA,2021Q2,New Mexico,NM,12399983,207688,3483766,62437321,78528758,0
PICA,2021Q2,New York,NY,164187008,3617109,75918399,255285484,1508904211,0
PICA,2021Q2,North Carolina,NC,41569833,889432,20666765,18701485,81827515,0
PICA,2021Q2,North Dakota,ND,3476297,42115,1900557,7675267,13094236,0
PICA,2021Q2,Ohio,OH,58297643,909620,34629956,83344431,688202,0
PICA,2021Q2,Oklahoma,OK,14700276,262670,7485417,15200530,688202,0
PICA,2021Q2,Oregon,OR,12612603,50440,6725185,207681561,227069789,0
PICA,2021Q2,Pennsylvania,PA,103477189,4739538,43939217,273001785,425157729,0
PICA,2021Q2,Rhode Island,RI,5444960,53671,2029913,3690462,11219006,0
PICA,2021Q2,South Carolina,SC,26451539,103244,14441179,17944867,58940829,0
PICA,2021Q2,South Dakota,SD,2712838,50020,1064492,10978393,14805742,0
PICA,2021Q2,Tennessee,TN,42699168,441145,16497447,26624617,86262376,0
PICA,2021Q2,Texas,TX,136973169,-149064,77145847,68473646,282443598,0
PICA,2021Q2,Utah,UT,8801613,727970,4705663,52063784,66299031,0
PICA,2021Q2,Vermont,VT,3300315,500107,764090,7146550,11711063,0
PICA,2021Q2,Virginia,VA,44230076,824963,20225311,217093270,282373620,0
PICA,2021Q2,Washington,WA,49205343,267200,29301523,313784626,392558693,0
PICA,2021Q2,West Virginia,WV,8913082,419116,4162353,7733331,21227883,0
PICA,2021Q2,Wisconsin,WI,33928501,575758,11298762,23329055,69132077,0
PICA,2021Q2,Wyoming,WY,3018231,14764,1118219,8198347,12349561,0
