period,entity,bonds,mortgages,alts,cash,real_estate,total_invested,annuity_ytd,life_prem_ytd
2021Q2,PICA,102787317938.0,21575412613.0,8022448618.0,23285747343.0,42373775.0,155713300287.0,0.0,0.0
2021Q3,PICA,109605828520.0,21500586028.0,8706319261.0,39997317273.0,42373775.0,179852424857.0,0.0,0.0
2022Q1,PICA,110363282603.0,21337069133.0,9260650610.0,16869532669.0,5961522.0,157836496537.0,0.0,0.0
2022Q2,PICA,100092290376.0,21125279612.0,9272475683.0,45931351725.0,5169619.0,176426567015.0,0.0,0.0
2022Q3,PICA,100722911100.0,21125279612.0,8813040831.0,77543353818.0,31125211.0,208235710572.0,0.0,0.0
2023Q1,PICA,100676615627.0,19605571337.0,8736287982.0,2377272818.0,353091933.0,131748839697.0,2804084872.0,1000765249.0
2023Q2,PICA,101485870337.0,19550351278.0,8932222715.0,1914574072.0,329549637.0,132212568039.0,3168591086.0,2094277660.0
2023Q3,PICA,97177107148.0,19428842017.0,9390552755.0,1797017299.0,320707115.0,128114226334.0,6034253522.0,3189144995.0
2024Q2,PICA,99167780553.0,19907484622.0,9777671165.0,2170579664.0,273490965.0,131297006969.0,10609775618.0,2420911179.0
2024Q3,PICA,101502302515.0,19879569753.0,9853708182.0,3127415459.0,269506372.0,134632502281.0,17248202552.0,3589544285.0
2025Q1,PICA,93644625914.0,18354273280.0,9939759366.0,1320375665.0,253942307.0,123512976532.0,528341917.0,988258408.0
2025Q2,PICA,97596360016.0,18639286064.0,9840206613.0,1715224077.0,252091914.0,128043168684.0,1198231225.0,2167363268.0
2025Q3,PICA,97737633659.0,19377769880.0,9756784694.0,2339768420.0,249738670.0,129461695323.0,3815093585.0,3257772832.0
