entity,period,state,state_code,life,annuity,ah,other,total,deposit
AGL,2022Q4,Alabama,AL,48176922,108876461,2190041,0,819537,0
AGL,2022Q4,Alaska,AK,3590461,8785465,78764,0,12454690,0
AGL,2022Q4,Arizona,AZ,32788519,930375604,906079,0,964070202,80928639
AGL,2022Q4,Arkansas,AR,23588139,60659354,826346,0,85073839,1733846
AGL,2022Q4,California,CA,590873878,2049808503,4577141,0,51577406,0
AGL,2022Q4,Colorado,CO,48991471,193818194,1086073,0,243895738,899564
AGL,2022Q4,Connecticut,CT,39570585,175768402,408207,0,1395531,0
AGL,2022Q4,Delaware,DE,18752805,59051376,345003,0,17304480,0
AGL,2022Q4,District Of Columbia,DC,6069286,15211426,62361,0,21343073,0
AGL,2022Q4,Florida,FL,252850654,1440951918,4604337,0,1698406909,10858997
AGL,2022Q4,Georgia,GA,134330791,260576566,4186224,0,399093581,1206058
AGL,2022Q4,Hawaii,HI,18972387,74429696,151400,0,93553483,742943
AGL,2022Q4,Idaho,ID,11136873,558041717,179907,0,1131558,0
AGL,2022Q4,Illinois,IL,111702628,517159958,1597010,0,630459596,3521609
AGL,2022Q4,Indiana,IN,37955399,276435239,804025,0,315194663,1334134
AGL,2022Q4,Iowa,IA,22348989,66507329,332305,0,3066112,0
AGL,2022Q4,Kansas,KS,24007980,71816824,802447,0,96627251,941879
AGL,2022Q4,Kentucky,KY,34824332,103229632,2767541,0,140821505,1286299
AGL,2022Q4,Louisiana,LA,43408860,176368756,1412577,0,221190193,580264
AGL,2022Q4,Maine,ME,7340133,34459983,221260,0,42021376,446597
AGL,2022Q4,Maryland,MD,77656503,254749682,997788,0,1620101,0
AGL,2022Q4,Massachusetts,MA,61158698,241244914,635579,0,303039191,1519133
AGL,2022Q4,Michigan,MI,94854746,387629181,1375199,0,1502642,0
AGL,2022Q4,Minnesota,MN,167298139,181248033,552965,0,349099137,2528902
AGL,2022Q4,Mississippi,MS,22377479,59187930,1485463,0,80507,0
AGL,2022Q4,Missouri,MO,46049968,717668020,1347918,0,765065906,442217
AGL,2022Q4,Montana,MT,6121946,17026499,158831,0,0,0
AGL,2022Q4,Nebraska,NE,16381679,35916395,391397,0,52689471,500163
AGL,2022Q4,Nevada,NV,29855064,130105067,401574,0,590735,0
AGL,2022Q4,New Hampshire,NH,10546669,72872570,208227,0,822831,0
AGL,2022Q4,New Jersey,NJ,132719473,705419885,3332372,0,1731361,0
AGL,2022Q4,New Mexico,NM,11951156,36428123,348479,0,376959,0
AGL,2022Q4,New York,NY,35337442,33844839,151662,0,0,0
AGL,2022Q4,North Carolina,NC,96473888,588736454,2835996,0,2426385,0
AGL,2022Q4,North Dakota,ND,5647095,24637805,196291,0,30481191,670733
AGL,2022Q4,Ohio,OH,74568231,651477579,1944139,0,727989949,3194345
AGL,2022Q4,Oklahoma,OK,23079943,62123819,848362,0,0,0
AGL,2022Q4,Oregon,OR,20930477,95827303,734730,0,117492510,725844
AGL,2022Q4,Pennsylvania,PA,128912510,560326599,4278141,0,693517250,12585343
AGL,2022Q4,Rhode Island,RI,7352545,46824409,266058,0,54443012,134591
AGL,2022Q4,South Carolina,SC,46495854,170332262,1855444,0,218683560,989192
AGL,2022Q4,South Dakota,SD,8799564,18873942,223538,0,27897044,325720
AGL,2022Q4,Tennessee,TN,77444800,191178460,3707202,0,1082132,0
AGL,2022Q4,Texas,TX,330586235,1273035685,5584943,0,1609206863,549215010
AGL,2022Q4,Utah,UT,26383841,104918743,725405,0,132027989,3194966
AGL,2022Q4,Vermont,VT,4370941,18485434,224555,0,23080930,0
AGL,2022Q4,Virginia,VA,94227499,290037664,2479636,0,386744799,2944583
AGL,2022Q4,Washington,WA,48669364,232836145,707736,0,282213245,2503198
AGL,2022Q4,West Virginia,WV,14334098,61853925,859857,0,77047880,82578
AGL,2022Q4,Wisconsin,WI,34428198,273541322,2129539,0,2613126,0
AGL,2022Q4,Wyoming,WY,4286584,11510511,124098,0,15921193,250000
AGL,2022Q4,American Samoa,AS,3257,0,0,0,3257,0
AGL,2022Q4,Guam,GU,98027,0,1842,0,99869,0
