period,entity,bonds,mortgages,alts,cash,real_estate,total_invested,annuity_ytd,life_prem_ytd
2021Q4,AGL,107774249022.0,0.0,0.0,0.0,0.0,107774249022.0,0.0,0.0
2022Q4,AGL,109480374827.0,25425320042.0,7876501317.0,758371990.0,8696271.0,143549264447.0,14732261438.0,3273116811.0
2023Q4,AGL,112481590904.0,30007214310.0,6456743386.0,856053469.0,75462140.0,149877064209.0,17379978979.0,3266857986.0
2024Q4,AGL,117443629519.0,36441594548.0,6565616803.0,372887646.0,89045912.0,160912774428.0,20873797670.0,3331862449.0
2025Q4,AGL,126162639738.0,38314553155.0,6876777049.0,431999838.0,84750857.0,171870720637.0,21838849917.0,3861188738.0
2021Q4,USL,19862548199.0,3188986951.0,0.0,164556401.0,0.0,23216091551.0,0.0,0.0
2022Q4,USL,19052847009.0,3945800007.0,1902096775.0,71215534.0,0.0,24971959325.0,2000433394.0,257230190.0
2023Q4,USL,19453201646.0,3925253261.0,1648000038.0,247302257.0,0.0,25273757202.0,2235872747.0,252549846.0
2024Q4,USL,20350430980.0,3735966251.0,2059553412.0,26003685.0,0.0,26171954328.0,3540988112.0,251048650.0
2025Q4,USL,22114615908.0,3755820280.0,2015183923.0,29070329.0,0.0,27914690440.0,3519403117.0,248673953.0
2021Q4,VALIC,38537812149.0,6696683251.0,0.0,44816989.0,0.0,45279312389.0,0.0,0.0
2022Q4,VALIC,38274833796.0,7481148548.0,2246933911.0,267238037.0,4497217.0,48274651509.0,4091155419.0,3200458195.0
2023Q4,VALIC,36038995667.0,7415653530.0,1942290729.0,221402982.0,2815853.0,45621158761.0,4278501898.0,7518.0
2024Q4,VALIC,32867587918.0,7106919146.0,1869663690.0,30424919.0,55111.0,41874650784.0,4016666723.0,7971.0
2025Q4,VALIC,31450633294.0,6938762838.0,1498173756.0,13175932.0,522620.0,39901268440.0,3377567956.0,12582.0
