loan_number,city,state,date_acquired,interest_rate,book_value
000000000192901,Osceola,IA,12/15/2008,4.09,229315
000000000192905,Mclean,IL,12/08/2008,4.0,726961
000000000192967,La Salle,IL,12/15/2008,3.83,417945
000000000192971,Mclean,IL,11/12/2008,3.83,159319
000000000192972,Piatt,IL,10/31/2008,3.83,161617
000000000192973,Ford,IL,12/23/2008,3.83,414748
000000000192997,Humboldt,IA,01/06/2009,4.7,303283
000000000195007,Kern,CA,12/05/2011,6.4,3706786
000000000196750,Kings,CA,02/27/2014,4.6,10692111
000000000196865,Tulare,CA,02/27/2014,4.9,4042395
000000000196972,Wilkin,MN,06/06/2014,4.75,432894
000000000197213,Kings,CA,10/02/2014,4.5,7492950
000000000197356,Desoto,FL,12/03/2014,4.15,11158080
000000000198670,Jackson,MO,11/09/2016,3.58,849360
000000000198681,Scott,IL,11/17/2016,2.95,1728502
000000000198683,Hamilton,NE,01/04/2017,3.65,1052145
000000000198711,Sublette,WY,12/21/2016,3.35,1402524
000000000198716,Chicot,AR,01/24/2017,3.7,1343329
000000000198743,Weld,CO,01/12/2017,3.26,8369189
000000000198765,Lafayette,MO,11/30/2016,3.89,1655867
000000000198768,Pocahontas,IA,01/26/2017,3.52,1113374
000000000198795,Ray,MO,01/05/2017,4.1,1118935
000000000198964,Tulare,CA,06/29/2017,4.65,3293935
000000000702514,The Woodlands,TX,03/21/2013,3.6,22994948
000000000702885,Dallas,TX,12/28/2016,4.65,1400752
000000000702889,Los Angeles,CA,12/09/2016,3.36,500000
000000000702890,Brookfield,WI,01/30/2017,3.91,491055
000000000702892,Anaheim,CA,12/16/2016,3.4,500000
000000000702897,San Francisco,CA,02/08/2017,4.34,800000
000000000702901,Fargo,ND,02/01/2017,4.61,468764
126650,,BV,12/10/2019,100.0,219707
165303,,,10/31/2019,100.0,2000000
165303,,,06/30/2019,100.0,300000
196541,A* 7 Colorado Natural,GAS,05/08/2019,115.5895,809126
29444U,,AM,12/16/2019,101.792,1017920
36155W,,AH,07/06/2019,100.0,1000000
521865,,AV,05/29/2019,102.688,1026880
527298,,BD,10/25/2019,100.0,160000
629377,,BY,06/06/2019,103.125,720844
87243Q,Ab 2 Tenet Healthcare,CO,09/11/2019,103.902,1039020
90345K,,AA,10/22/2019,100.0,32280
136055,,AA,10/10/2019,100.0,104167
50076W,,AN,12/31/2019,100.0,173348
81683U,,AN,06/28/2019,100.0,5806
69322H,,AE,12/31/2019,100.0,12151
89705D,,AE,03/29/2019,100.0,680
25272K,,AU,05/14/2019,101.469,322000
88031R,,AA,12/23/2019,100.0,1
89705D,,AD,04/25/2019,100.0,28512
000000,00 0 Secured Term,LOA,07/16/2019,100.0,2500
