name,state,date_acquired,book_value,investment_income,ownership_pct
Market Originally Type and Actual Cost at Time of Additional Investment Amount of Commitment for Percentage of,MA,08/30/1996,0,0,4.59
"Bonds - U.S. States, Territories and Possessions 13063A 5G 5 CALIFORNIA STATE OF MUNITAX BND 7.550",,03/06/2020,0,0,0.0
Bonds - U.S. Political Subdivisions of States,,01/16/2020,0,0,0.0
54438C,PA,03/18/2020,0,0,0.0
Bonds - U.S. Special Revenue and Special Assessment,,01/21/2020,0,0,0.0
13077D KU 5 CALIFORNIA STATE UNIVERSITY MUNITAX BND,,02/11/2020,0,0,0.0
59259N ZH 9 METROPOLITAN TRANSPT AUTHORITY MUNITAX,,03/18/2020,0,0,0.0
60636A PP 2 MISSOURI ST HEALTH & EDL FACS MUNITAX B,,02/26/2020,0,0,0.0
73358W EK 6 PORT AUTH NY &,NJ,03/18/2020,0,0,0.0
79467B,AR,01/16/2020,0,0,0.0
91412F 7Y 7 UNIVERSITY OF CALIFORNIA MUNI BND REV,,03/18/2020,0,0,0.0
Bonds - Industrial and Miscellaneous 06035R,AS,03/26/2020,0,0,0.0
06539W BE 5 BANK_20-BN25 SUB CMBS N25-AS 2.841% 01,,01/27/2020,0,0,0.0
06540A AD 3 BANKBANK_19-BN20 SENIOR CMBS N20-A3 3,,03/18/2020,0,0,0.0
06540R AD 6 BANK BANK_17-BNK9 SENIOR CMBS NK9-A3 3,,03/31/2020,0,0,0.0
06540V BB 0 BANK_19-BNK24 SENIOR CMBS 24-A3 2.960%,,01/23/2020,0,0,0.0
06540V BE 4 COMMERCIAL MORTGAGE PASS-THROU SUB CMBS,,01/28/2020,0,0,0.0
08160K AG 9 BENCHMARK MORTGAGE TRUST BMARK SUB CMBS,,01/28/2020,0,0,0.0
08162P AX 9 DMARC_18-B1 LCFSENIORCMBS18-B1 3.666%,,03/31/2020,0,0,0.0
12512J AW 4 CD COMMERCIAL MORTGAGE TRUST C LCFSENIOR,,03/31/2020,0,0,0.0
12597D AD 7 CSAIL COMMERCIAL MORTGAGE TRUS SENIOR CM,,03/25/2020,0,0,0.0
15135B,AL,02/28/2020,0,0,0.0
17328C AD 4 CGCMT2019-C7 SENIOR CMBS T_19-C7 3.102,,03/25/2020,0,0,0.0
30161N AY 7 EXELON CORPORATION SENIOR CORP BND 4.7,,03/30/2020,0,0,0.0
68389X BY 0 ORACLE CORPORATION SENIOR CORP BND 3.8,,03/30/2020,0,0,0.0
94106B AB 7 PROGRESSIVE WASTE SOLUTIONS LT SENIOR,CO,03/18/2020,0,0,0.0
Bonds - Unaffiliated Bank Loans 58943P AQ 5 MEREDITH CORP SECURED TERM LOAN 3.489%,,02/19/2020,0,0,0.0
Bonds - U.S. Government 36202E T3 3 06/20/38,,03/01/2020.,0,0,0.0
FHLMC FGOLD 30YR GIANT 6.500% 31283H 2Q 7 12/01/31,,03/01/2020.,0,0,0.0
FHLMC FGOLD 30YR GIANT 6.500% 31283H 2R 5 09/01/32,,03/01/2020.,0,0,0.0
FHLMC FGOLD 15YR GIANT 5.000% 3128M1 AB 5 08/01/20,,03/01/2020.,0,0,0.0
FEDERAL HOME LOAN MORTGAGE 3128QS 3S 3 COR FH 10/1 1,,03/01/2020.,0,0,0.0
FEDERAL HOME LOAN MORTGAGE 3128QS 4Q 6 COR FH 10/1 1,,03/01/2020.,0,0,0.0
31292H 4K 7 FHLMC FGOLD 30YR 6.000% 12/01/33,,03/01/2020.,0,0,0.0
FEDERAL NATIONAL MORTGAGE ASSO 31371L CD 9 POOL # 25,,03/01/2020.,0,0,0.0
FEDERAL NATIONAL MORTGAGE ASSO 31371M CF 2 POOL # 25,,03/01/2020.,0,0,0.0
FEDERAL NATIONAL MORTGAGE ASSO 31403C WF 4 FNMA 30Y,,03/01/2020.,0,0,0.0
FEDERAL NATIONAL MORTGAGE ASSO 31411U HN 4 FN 10/1 1,,03/01/2020.,0,0,0.0
FEDERAL NATIONAL MORTGAGE ASSO 31414E RC 0 POOL # 96,,03/01/2020.,0,0,0.0
AES ILUMINA LLC CORP BND 6.000% 00115* AA 0 03/26,,03/31/2020.,0,0,0.0
A* CORP BND 8 ADOBE INC CORP BND 4.750%,,03/31/2020.,0,0,0.0
00724F AB 7 02/01/20,,02/01/2020.,0,0,0.0
AMERICAN AXLE & MANUFACTURING 02406P,AL,02/05/2020.,0,0,0.0
07324F AC 4 BFAT_07-B BAYV_07-B 6.831% 08/28/47,,03/01/2020.,0,0,0.0
BEAR STEARNS ASSET BACKED SECU,,03/25/2020.,0,0,0.0
12648E AJ 1 05/27/36,,03/01/2020.,0,0,0.0
CVS PASSTHROUGH TRUST SECURED,,03/10/2020.,0,0,0.0
CVS PASSTHROUGH TRUST CORP BND,,03/10/2020.,0,0,0.0
CVS CAREMARK CORP CORP BND 12674@ AA 6 4.016% 08/,,03/10/2020.,0,0,0.0
DTE ELECTRIC CO CORP BND 4.890%,,03/01/2020.,0,0,0.0
FLNG LIQUEFACTION 2 LLC FLNG 33972P AA 7 LIQUEFACTIO,,03/31/2020.,0,0,0.0
GSAA HOME EQUITY TRUST GSAA_06,,03/25/2020.,0,0,0.0
36242D PL 1 GSAA_05-5 GSR_04-14 4.349% 12/25/34,,03/01/2020.,0,0,0.0
ICAHN ENTERPRISES LP SENIOR CORP,,03/13/2020.,0,0,0.0
KT REAL ESTATE HOLDINGS LLC 50152# AC 1 SENIOR CORP,,02/24/2020.,0,0,0.0
LADDER CAPITAL FINANCE HOLDING,CO,03/25/2020.,0,0,0.0
52518R CC 8 LSSC LSSC_05-1 1.265% 09/26/45,,03/25/2020.,0,0,0.0
LEHMAN XS TRUST LXS_07-6 LXS_07-6 52524P AA 0 2.78,,03/01/2020.,0,0,0.0
MORGAN STANLEY MORTGAGE LOAN 61751J,AK,03/01/2020.,0,0,0.0
NEW CENTURY ALTERNATIVE MORTGA,,03/01/2020.,0,0,0.0
NEXTERA ENERGY OPERATING PARTN 65342Q AL 6 SENIOR,CO,02/11/2020.,0,0,0.0
RESIDENTIAL ASSET SECURITIES C 74958E,AS,03/01/2020.,0,0,0.0
REPUBLIC SERVICES INC CORP BND,,03/01/2020.,0,0,0.0
REYNOLDS GROUP ISSUER INC / RE,,02/04/2020.,0,0,0.0
SALTCHUK RESOURCES INC SENIOR 79575@,AL,03/02/2020.,0,0,0.0
SPIRITS OF ST LOUIS BASKETBALL 84860* AB 9 SENIOR,CO,03/31/2020.,0,0,0.0
STEEL DYNAMICS SENIOR CORP BND,,01/10/2020.,0,0,0.0
TENASKA ALABAMA II PARTNERS LP 88031R AA 6 SECURED C,,03/30/2020.,0,0,0.0
NASSAU AIR DEV CORP BND 6.340% P7077@ AH 7 03/31/ D,,03/30/2020.,0,0,0.0
NASSAU AIR DEV CORP BND 6.440% P7077@,AK,03/30/2020.,0,0,0.0
Bonds - Unaffilited Bank Loans 58943P AP 7 4.658% 0,,02/19/2020.,0,0,0.0
KRATON POLYMERS LLC FIXED TERM 50076W AN 3 LOAN 4,,03/10/2020.,0,0,0.0
PAE HOLDING CORP SENIOR 69322H AE 8 SECURED TERM LOA,,03/31/2020.,0,0,0.0
TALEN ENERGY SUPPLY LLC SECURED 87422L AM 2 TERM LOA,,03/31/2020.,0,0,0.0
BME0HMEN4 2014 LTD D 1 cy BNP PARIBAS R0MUWSFPU8MPRO8K5P83,,03/20/2014,0,0,0.0
BME0MAMQ8 LUXEMBOURG SARL CB 3.26% D 1 cy BNP PARIBAS R0MUWSFPU8MPRO8K5P83,,06/25/2014,0,0,0.0
SA RCV 5.08 PAY BLB6 BME0NMK42 ARQIVA PP Curren (GBP6MLIB+2,,06/29/2029,0,0,0.0
BME0MFJM0 BME0MJE96 WERELDHAVE,NV,07/01/2014,0,0,0.0
BME0PLV99 OYJ D 1 cy CITIBANK NA E57ODZWZ7FF32TWEFA76,,07/25/2014,0,0,0.0
BANK AG RCV 4.35 PAY 4.13 BRSJU9W68 PORTMAN ESTATE Curren DEUTSCHE 4.3475%[4.13,,03/05/2028,0,0,0.0
BANK AG RCV 4.35 PAY 4.13 BRSJU9W27 PORTMAN ESTATE Curren DEUTSCHE 4.3475%[4.13,,03/05/2028,0,0,0.0
BANK PLC RCV 6.30 PAY BLB6 BRSK7ZXA3 ABP ACQUISITIONS Curren BARCLAYS (GBP6MLIB+3,,04/25/2033,0,0,0.0
BANK AG RCV 4.35 PAY 4.13 BRSJU9W27 PORTMAN ESTATE Curren DEUTSCHE 4.3475%[4.13,,03/05/2028,0,0,0.0
BRSL8D130 BRSLK2WP7 FORTH PORTS LTD D 1 cy CITIBANK NA E57ODZWZ7FF32TWEFA76,,11/13/2013,0,0,0.0
BRSMDBR46 GMBH &,CO,02/21/2014,0,0,0.0
BME0PELZ8 LTD D 1 cy BNP PARIBAS R0MUWSFPU8MPRO8K5P83,,07/22/2014,0,0,0.0
INC - LT GTD RCV 3.03 PAY 2.31 Curren,,02/20/2025,0,0,0.0
BANK PLC RCV 5.58 PAY BLB6 BRSK802L9 ABP ACQUISITIONS Curren BARCLAYS (GBP6MLIB+2,,12/26/2033,0,0,0.0
BRSMDBS37 GMBH &,CO,02/21/2014,0,0,0.0
Z91ZC0FS5 CDX.NA.IG.34.V1 DB C Credit. Ice Clear US Inc 549300HWWR1D8OTS2G29,,03/20/2020,0,0,0.0
All Other Money Market Mutual Funds,,03/30/2020,0,0,0.0
