entity,period,state,loan_count,total_book_value,avg_interest_rate
BLIC,2016Q1,AA,23,11174675.0,0
BLIC,2016Q1,AB,6,1712304.0,0
BLIC,2016Q1,AC,6,1600546.0,0
BLIC,2016Q1,AD,3,64952.0,0
BLIC,2016Q1,AE,3,918636.0,0
BLIC,2016Q1,AF,3,14618141.0,0
BLIC,2016Q1,AG,2,16111686.0,0
BLIC,2016Q1,AH,2,165622.0,0
BLIC,2016Q1,AIR,1,22809.0,0
BLIC,2016Q1,AK,1,981.0,0
BLIC,2016Q1,AL,6,13226949.0,4.37
BLIC,2016Q1,AN,1,4598.0,0
BLIC,2016Q1,AND,1,419791.0,0
BLIC,2016Q1,AP,2,17500.0,0
BLIC,2016Q1,AQ,1,12500.0,0
BLIC,2016Q1,AS,1,153.0,0.0131
BLIC,2016Q1,AT,2,4698.0,0
BLIC,2016Q1,AV,2,706609.0,0
BLIC,2016Q1,AW,2,817220.0,0
BLIC,2016Q1,AX,1,40075.0,0
BLIC,2016Q1,AZ,7,31786724.0,5.0657
BLIC,2016Q1,BB,2,771101.0,0
BLIC,2016Q1,BC,1,1255333.0,0
BLIC,2016Q1,BD,1,5648.0,0
BLIC,2016Q1,BE,2,460625.0,0
BLIC,2016Q1,BP,1,85776.0,0
BLIC,2016Q1,BR,1,166637.0,0
BLIC,2016Q1,BS,1,31244.0,0
BLIC,2016Q1,BT,1,10415.0,0
BLIC,2016Q1,BV,1,45217.0,0
BLIC,2016Q1,BX,1,26744.0,0
BLIC,2016Q1,BY,1,5014.0,0
BLIC,2016Q1,BZ,1,1672.0,0
BLIC,2016Q1,CA,33,28119966.0,4.3606
BLIC,2016Q1,CAP,1,22178.0,0
BLIC,2016Q1,CO,2,1035696.0,4.725
BLIC,2016Q1,CT,1,1167942.0,5.75
BLIC,2016Q1,DC,2,5280693.0,4.31
BLIC,2016Q1,DE,1,98498.0,3.25
BLIC,2016Q1,EWA,1,302821.0,4.0
BLIC,2016Q1,FL,23,43957536.0,4.6487
BLIC,2016Q1,FOR,1,2548.0,0
BLIC,2016Q1,GA,1,33074344.0,3.01
BLIC,2016Q1,HSG,1,1015000.0,0
BLIC,2016Q1,III,1,2494.0,0
BLIC,2016Q1,IL,8,14891650.0,4.3513
BLIC,2016Q1,INC,5,3485702.0,0
BLIC,2016Q1,KAR,1,5691.0,0
BLIC,2016Q1,KEY,1,141612.0,4.88
BLIC,2016Q1,KS,1,3698500.0,4.1
BLIC,2016Q1,LA,4,1045777.0,5.1275
BLIC,2016Q1,LAS,2,523776.0,4.005
BLIC,2016Q1,LLC,1,5000.0,0
BLIC,2016Q1,LP,1,191500.0,0
BLIC,2016Q1,MA,6,38909655.0,3.4533
BLIC,2016Q1,MD,2,217111.0,5.995
BLIC,2016Q1,MI,3,816440.0,5.6233
BLIC,2016Q1,MLP,1,999127.0,0
BLIC,2016Q1,MN,2,985491.0,3.755
BLIC,2016Q1,NC,3,1378380.0,4.2533
BLIC,2016Q1,NEW,9,2535221.0,4.955
BLIC,2016Q1,NJ,4,1881728.0,4.5475
BLIC,2016Q1,NY,11,15785622.0,4.0718
BLIC,2016Q1,OAK,1,112946.0,6.49
BLIC,2016Q1,OH,2,250537.0,3.625
BLIC,2016Q1,OR,4,14711288.0,4.8425
BLIC,2016Q1,PA,4,462197.0,6.3275
BLIC,2016Q1,PH,1,220000.0,0
BLIC,2016Q1,RAC,1,6140.0,0
BLIC,2016Q1,SAN,8,30866201.0,4.635
BLIC,2016Q1,SC,6,429370.0,5.15
BLIC,2016Q1,SD,1,2994100.0,4.25
BLIC,2016Q1,TN,3,888459.0,3.46
BLIC,2016Q1,TX,6,8827627.0,5.345
BLIC,2016Q1,UOB,1,41000000.0,0
BLIC,2016Q1,UT,1,592406.0,5.05
BLIC,2016Q1,VA,3,848205.0,3.0033
BLIC,2016Q1,WA,4,14647332.0,3.3325
BLIC,2016Q1,WM,1,111500000.0,0
BLIC,2016Q2,AA,30,11168476.0,0
BLIC,2016Q2,AB,17,12146004.0,0
BLIC,2016Q2,AC,7,6769934.0,0
BLIC,2016Q2,AD,4,139393.0,0
BLIC,2016Q2,AE,5,3987563.0,0
BLIC,2016Q2,AF,3,500972.0,0
BLIC,2016Q2,AG,4,4184419.0,0
BLIC,2016Q2,AH,4,476933.0,0
BLIC,2016Q2,AIR,1,25393.0,0
BLIC,2016Q2,AJ,2,192564.0,0
BLIC,2016Q2,AK,3,3030239.0,0
BLIC,2016Q2,AL,2,13853367.0,6.07
BLIC,2016Q2,AM,3,5760171.0,0
BLIC,2016Q2,AN,2,2181089.0,0
BLIC,2016Q2,AND,1,427339.0,0
BLIC,2016Q2,ANN,1,8619878.0,7.5
BLIC,2016Q2,AP,2,17500.0,0
BLIC,2016Q2,AQ,1,12500.0,0
BLIC,2016Q2,AR,2,176133.0,5.425
BLIC,2016Q2,AS,1,2572240.0,0
BLIC,2016Q2,AT,2,4698.0,0
BLIC,2016Q2,AU,1,6711250.0,0
BLIC,2016Q2,AV,1,7313.0,0
BLIC,2016Q2,AW,2,1205022.0,0
BLIC,2016Q2,AY,1,2500.0,0
BLIC,2016Q2,AZ,29,19641524.0,4.9383
BLIC,2016Q2,BAY,5,311923.0,4.72
BLIC,2016Q2,BB,1,487078.0,0
BLIC,2016Q2,BD,2,6584304.0,0
BLIC,2016Q2,BE,2,618113.0,0
BLIC,2016Q2,BG,1,56000.0,0
BLIC,2016Q2,BP,1,87077.0,0
BLIC,2016Q2,BR,1,47920.0,0
BLIC,2016Q2,BS,1,8985.0,0
BLIC,2016Q2,BT,1,2995.0,0
BLIC,2016Q2,BV,1,45873.0,0
BLIC,2016Q2,BX,1,26942.0,0
BLIC,2016Q2,BY,1,5052.0,0
BLIC,2016Q2,BZ,1,1684.0,0
BLIC,2016Q2,CA,171,165489871.0,4.0624
BLIC,2016Q2,CG,1,100000000.0,0
BLIC,2016Q2,CI,1,115124.0,2.0
BLIC,2016Q2,CO,15,70853729.0,5.0855
BLIC,2016Q2,CT,14,3872707.0,4.3507
BLIC,2016Q2,DC,6,43862759.0,3.3442
BLIC,2016Q2,DE,5,637696.0,4.1152
BLIC,2016Q2,DEL,1,90078.0,7.116
BLIC,2016Q2,DES,1,65988.0,8.875
BLIC,2016Q2,EGG,1,216230.0,3.375
BLIC,2016Q2,EL,4,23016640.0,3.4733
BLIC,2016Q2,ELK,1,89628.0,6.0
BLIC,2016Q2,FL,144,88049199.0,4.3603
BLIC,2016Q2,FOR,1,2580.0,0
BLIC,2016Q2,GA,3,27315298.0,4.7733
BLIC,2016Q2,GH,1,100000000.0,0
BLIC,2016Q2,HD,1,11737.0,0
BLIC,2016Q2,HI,5,1094904.0,4.753
BLIC,2016Q2,HOT,1,94233.0,5.004
BLIC,2016Q2,HTS,1,90065.0,6.75
BLIC,2016Q2,IA,1,34059.0,2.004
BLIC,2016Q2,ID,6,7276036.0,4.5143
BLIC,2016Q2,III,1,2494.0,0
BLIC,2016Q2,IL,35,19388932.0,3.571
BLIC,2016Q2,IN,10,1651146.0,5.8563
BLIC,2016Q2,INC,9,8393366.0,0
BLIC,2016Q2,JAY,1,66917.0,2.004
BLIC,2016Q2,KAR,1,75285.0,0
BLIC,2016Q2,KEY,1,1346255.0,3.5
BLIC,2016Q2,KY,1,31329.0,5.125
BLIC,2016Q2,LA,12,4246738.0,4.1938
BLIC,2016Q2,LAS,3,1113249.0,4.2083
BLIC,2016Q2,LOS,16,20182176.0,4.5922
BLIC,2016Q2,LP,2,14746.0,0
BLIC,2016Q2,MA,14,16450611.0,3.8625
BLIC,2016Q2,MC,1,132957.0,2.388
BLIC,2016Q2,MD,29,32573054.0,4.7176
BLIC,2016Q2,MGM,1,47500.0,0
BLIC,2016Q2,MI,19,2041048.0,4.6774
BLIC,2016Q2,MKS,1,224359.0,0
BLIC,2016Q2,MN,9,1941767.0,4.1522
BLIC,2016Q2,MT,2,376496.0,4.4075
BLIC,2016Q2,NC,18,2488998.0,5.6442
BLIC,2016Q2,NEW,9,165707105.0,3.211
BLIC,2016Q2,NH,4,627504.0,5.2577
BLIC,2016Q2,NJ,26,7057668.0,3.4194
BLIC,2016Q2,NM,5,384964.0,7.2048
BLIC,2016Q2,NV,1,129481.0,5.25
BLIC,2016Q2,NY,51,12967880.0,3.9474
BLIC,2016Q2,OF,4,11406076.0,3.4707
BLIC,2016Q2,OH,15,7006647.0,6.0356
BLIC,2016Q2,OK,6,459109.0,5.665
BLIC,2016Q2,OLD,2,420528.0,4.375
BLIC,2016Q2,OPA,3,327142.0,4.4733
BLIC,2016Q2,OR,11,21456415.0,4.8681
BLIC,2016Q2,ORO,1,450848.0,4.5
BLIC,2016Q2,PA,29,2892425.0,5.7033
BLIC,2016Q2,PH,1,1780000.0,0
BLIC,2016Q2,PT,1,5000.0,0
BLIC,2016Q2,RAC,1,2422604.0,0
BLIC,2016Q2,RI,3,472174.0,3.75
BLIC,2016Q2,RVR,1,743066.0,6.5
BLIC,2016Q2,SAN,33,40273245.0,3.6724
BLIC,2016Q2,SC,9,1079081.0,3.3907
BLIC,2016Q2,ST,1,74791.0,5.004
BLIC,2016Q2,SUN,2,374345.0,2.5
BLIC,2016Q2,TN,15,1618230.0,6.0881
BLIC,2016Q2,TWP,1,35586.0,2.0
BLIC,2016Q2,TX,48,81784553.0,6.2862
BLIC,2016Q2,UT,6,21490123.0,4.5667
BLIC,2016Q2,VA,27,4034990.0,5.582
BLIC,2016Q2,VT,2,149002.0,5.5
BLIC,2016Q2,WA,20,19808047.0,4.594
BLIC,2016Q2,WI,1,1922015.0,4.0
BLIC,2016Q2,WV,1,51277.0,6.0
BLIC,2016Q2,ZZ,1,10186037.0,3.582
BLIC,2016Q3,AA,24,28598445.0,0
BLIC,2016Q3,AB,10,6628623.0,0
BLIC,2016Q3,AC,8,8264914.0,0
BLIC,2016Q3,AD,4,1975125.0,0
BLIC,2016Q3,AE,8,2177179.0,0
BLIC,2016Q3,AF,5,1899001.0,0
BLIC,2016Q3,AG,3,431358.0,0
