entity,period,state,state_code,life,annuity,ah,other,total,deposit
BLIC,2016Q1,Alabama,AL,10410888,12977101,122233,0,23510222,0
BLIC,2016Q1,Alaska,AK,593813,1115452,16700,0,1725965,0
BLIC,2016Q1,Arizona,AZ,8668773,33446845,606758,0,42722376,0
BLIC,2016Q1,Arkansas,AR,2925059,3701686,53278,0,6680023,0
BLIC,2016Q1,California,CA,64445898,129038260,3364879,26925,196875962,2155440
BLIC,2016Q1,Colorado,CO,7621789,16492972,534693,4826007,29475461,112506
BLIC,2016Q1,Connecticut,CT,19162031,23187367,4221505,39566,46610469,0
BLIC,2016Q1,Delaware,DE,7311443,7021522,145091,7717,14485773,1406590857
BLIC,2016Q1,District Of Columbia,DC,3212071,2267294,124482,0,5603847,0
BLIC,2016Q1,Florida,FL,50059449,128388866,5118077,1795021,185361413,2129633
BLIC,2016Q1,Georgia,GA,15752478,37201456,392539,24428,53370901,0
BLIC,2016Q1,Hawaii,HI,1710759,2597326,279301,0,4587386,0
BLIC,2016Q1,Idaho,ID,1096990,4307008,54191,0,5458189,59167
BLIC,2016Q1,Illinois,IL,39332529,48679370,1099989,108608,89220496,112506
BLIC,2016Q1,Indiana,IN,7615036,22957339,547794,0,31120169,0
BLIC,2016Q1,Iowa,IA,5111656,18344774,342566,0,23798996,0
BLIC,2016Q1,Kansas,KS,4078699,7288248,222672,0,11589619,42190
BLIC,2016Q1,Kentucky,KY,3752185,19040000,125404,0,22917589,0
BLIC,2016Q1,Louisiana,LA,8046250,28154217,108369,25444,36334280,259975
BLIC,2016Q1,Maine,ME,2289110,6295456,391806,0,8976372,0
BLIC,2016Q1,Maryland,MD,25270979,35034832,1731440,0,62037251,0
BLIC,2016Q1,Massachusetts,MA,27202189,47736524,2204392,68,77143173,0
BLIC,2016Q1,Michigan,MI,14731146,55526040,396824,269253,70923263,4067
BLIC,2016Q1,Minnesota,MN,27078431,31739765,829992,0,59648188,0
BLIC,2016Q1,Mississippi,MS,3551654,4447088,74479,99981,8173202,0
BLIC,2016Q1,Missouri,MO,9623997,31189671,401365,143629,41358662,310000
BLIC,2016Q1,Montana,MT,587522,1544122,65259,0,2196903,0
BLIC,2016Q1,Nebraska,NE,8070846,2125656,142942,0,10339444,0
BLIC,2016Q1,Nevada,NV,2755535,10441009,117539,0,13314083,0
BLIC,2016Q1,New Hampshire,NH,3447755,9760933,267979,0,13476667,0
BLIC,2016Q1,New Jersey,NJ,54891407,106274194,4025462,15248,165206311,0
BLIC,2016Q1,New Mexico,NM,2280603,7684054,83072,0,10047729,0
