loan_number,city,state,date_acquired,interest_rate,book_value
0000199469,Defiance,OH,04/26/2018,5.25,2198500
0000702974,Fort Lauderdale,FL,10/25/2017,4.11,15973
04248N,,AA,06/15/2018,100.0,26816
12626P,,AJ,04/27/2018,101.2423,2500685
23334B,,AA,04/30/2018,100.0,64000
486606,F@ 0,SER,04/26/2018,100.0,930000
634990,,AH,04/30/2018,100.0,425250
674215,,AC,05/29/2018,100.0,1000000
694669,,AA,06/15/2018,100.0,5275
71645W,,AS,06/06/2018,92.0,153640
71647N,,AA,06/06/2018,81.5,244500
72908R,,AA,06/13/2018,100.0,6977
827048,,AP,04/16/2018,100.0,560000
83416W,,AB,06/30/2018,100.0,14035
89837L,,AA,05/24/2018,101.7123,1017123
