loan_number,city,state,date_acquired,interest_rate,book_value
0000192844,Fresno,CA,02/05/2009,6.65,7761456
0000192901,Osceola,IA,12/15/2008,4.09,271087
0000192905,Mclean,IL,12/08/2008,4.0,794124
0000192967,La Salle,IL,12/15/2008,3.83,697346
0000192971,Mclean,IL,11/12/2008,3.83,268521
0000192972,Piatt,IL,10/31/2008,3.83,273332
0000192973,Ford,IL,12/23/2008,3.83,690432
0000192997,Humboldt,IA,01/06/2009,3.75,405299
0000195007,Kern,CA,12/05/2011,6.4,5787728
0000195525,Lafayette,MO,03/28/2012,4.9,806948
0000196750,Kings,CA,02/27/2014,4.6,11663891
0000196865,Tulare,CA,02/27/2014,4.9,4453253
0000196972,Wilkin,MN,06/06/2014,3.7,474559
0000197213,Kings,CA,10/02/2014,4.5,8530282
0000197356,Desoto,FL,12/03/2014,4.15,13132386
0000198670,Jackson,MO,11/09/2016,3.58,999241
0000198681,Scott,IL,11/17/2016,2.95,1849506
0000198711,Sublette,WY,12/21/2016,3.35,1496271
0000198765,Lafayette,MO,11/30/2016,3.89,1742000
0000702514,The Woodlands,TX,03/21/2013,3.6,22990707
0000702885,Dallas,TX,12/28/2016,4.65,1500001
0000702889,Los Angeles,CA,12/09/2016,3.36,500000
0000702892,Anaheim,CA,12/16/2016,3.4,500000
0000198670,Jackson,MO,11/09/2016,3.58,999233
0000198681,Scott,IL,11/17/2016,2.95,1849500
0000198711,Sublette,WY,12/21/2016,3.35,1496250
0000198765,Lafayette,MO,11/30/2016,3.89,1742000
0000702885,Dallas,TX,12/28/2016,4.65,1500001
0000702889,Los Angeles,CA,12/09/2016,3.36,500000
0000702892,Anaheim,CA,12/16/2016,3.4,500000
617726,,AF,12/11/2022,102.25,1533750
059438,,AH,10/15/2026,128.325,2566494
21988V,,AA,11/23/2021,112.0,4480000
44107T,,AU,10/15/2023,98.166,981658
718546,,AC,04/01/2022,107.423,1074231
98956P,,AA,11/30/2019,105.361,6321645
030981,,AF,07/27/2016,103.25,2065000
038521,,AM,06/15/2016,102.875,797281
121575,,AG,07/29/2016,100.0,465417
1248EP,,AS,05/07/2016,101.75,1047008
126650,,BP,12/10/2016,100.0,19532
126650,,BV,12/10/2016,100.0,184840
131347,,BY,12/19/2016,103.0,254410
136055,,AA,10/10/2016,100.0,104167
165303,,,10/30/2016,100.0,2000000
196541,A* 7 Colorado Natural,GAS,09/30/2016,100.0,50000
235851,,AH,08/15/2016,110.595,1105950
29248D,,AA,10/25/2016,100.0,788000
29252B,,AA,12/31/2016,100.0,187440
36159R,,AE,05/20/2016,103.3125,516563
410345,,AG,06/02/2016,103.188,1960572
44043V,,AD,09/30/2016,100.0,1880
471109,,AE,04/15/2016,103.063,412252
485260,,BH,02/16/2016,100.0,1607819
629377,,BJ,09/01/2016,102.75,1541250
665876,B* 8 Northern Utilities,INC,12/03/2016,100.0,3333333
737446,A* 5 Post Holdings,INC,08/05/2016,100.0,237202
761735,,AD,11/07/2016,100.0,211119
761735,,AF,11/25/2016,100.0,195962
806261,,AE,10/07/2016,103.563,1035630
81675K,,AD,12/30/2016,100.0,112903
81725T,,,05/03/2016,100.0,500000
828807,,BW,09/02/2016,100.0,5000000
88031N,,AA,12/30/2016,100.0,15231
88031R,,AA,12/30/2016,100.0,265051
90345K,,AA,10/22/2016,100.0,32280
90346W,,AA,11/15/2016,100.0,131098
98462Y,C* 9 Yamana Gold,INC,12/01/2016,100.0,523818
000000,00 0 Alliance Tire Group,BV,07/01/2016,98.3863,1147841
000000,,,12/30/2016,100.0,7528
000000,,,12/30/2016,100.0,7369
