entity,period,category,naic_designation,total_current_year,total_prior_year
JNLIC,2022Q2,BONDS,NAIC 6,0,0
JNLIC,2022Q3,BONDS,NAIC 1,1338132439,1404791018
JNLIC,2022Q3,BONDS,NAIC 2,41259634,7210069
JNLIC,2022Q3,BONDS,NAIC 3,240181801,274697011
JNLIC,2022Q3,BONDS,NAIC 4,12139460,14856985
JNLIC,2022Q3,BONDS,NAIC 5,13004468,75031168
JNLIC,2022Q3,BONDS,NAIC 6,45642402865,47651847144
JNLIC,2022Q3,BONDS,NAIC 1,0,0
JNLIC,2022Q3,BONDS,NAIC 2,61582925,82047200
JNLIC,2022Q3,BONDS,NAIC 3,0,0
JNLIC,2022Q3,BONDS,NAIC 4,0,0
JNLIC,2022Q3,BONDS,NAIC 5,0,0
JNLIC,2022Q3,BONDS,NAIC 6,0,0
JNLIC,2022Q4,U.S. Governments,NAIC 1,5681007146,5681007146
JNLIC,2022Q4,U.S. Governments,NAIC 2,0,0
JNLIC,2022Q4,U.S. Governments,NAIC 3,0,0
JNLIC,2022Q4,U.S. Governments,NAIC 4,0,0
JNLIC,2022Q4,U.S. Governments,NAIC 5,0,0
JNLIC,2022Q4,U.S. Governments,NAIC 6,0,0
JNLIC,2022Q4,All Other Governments,NAIC 1,261482805,194677136
JNLIC,2022Q4,All Other Governments,NAIC 2,445170256,429809574
JNLIC,2022Q4,All Other Governments,NAIC 3,4027513,4027513
JNLIC,2022Q4,All Other Governments,NAIC 4,0,0
JNLIC,2022Q4,All Other Governments,NAIC 5,0,0
JNLIC,2022Q4,All Other Governments,NAIC 6,735217,735217
JNLIC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,285657474,146934050
JNLIC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
JNLIC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
JNLIC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
JNLIC,2022Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,47778574,47778574
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
JNLIC,2022Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 1,868144583,746524574
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 2,768277,768277
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 3,164738,164738
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 5,1783,1783
JNLIC,2022Q4,U.S. Special Revenue & Special Assessment,NAIC 6,27834,27834
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,18683376284,8256209277
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,17442608660,8641311511
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,1078542465,365274973
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,214459862,47732651
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,26595152,18928455
JNLIC,2022Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,12679494,12018075
JNLIC,2022Q4,Hybrid Securities,NAIC 1,3616876,0
JNLIC,2022Q4,Hybrid Securities,NAIC 2,56763017,28703999
JNLIC,2022Q4,Hybrid Securities,NAIC 3,60593854,38129795
JNLIC,2022Q4,Hybrid Securities,NAIC 4,0,0
JNLIC,2022Q4,Hybrid Securities,NAIC 5,0,0
JNLIC,2022Q4,Hybrid Securities,NAIC 6,0,0
JNLIC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
JNLIC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
JNLIC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
JNLIC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
JNLIC,2022Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 1,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 2,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 3,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 4,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 5,0,0
JNLIC,2022Q4,SVO Identified Funds,NAIC 6,0,0
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 1,0,0
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 2,132660619,92355221
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 3,22354259,22158746
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 4,7179155,7179155
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 5,0,0
JNLIC,2022Q4,Unaffiliated Bank Loans,NAIC 6,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
JNLIC,2022Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
JNLIC,2022Q4,Total Bonds Current Year,NAIC 1,0,15073130757
JNLIC,2022Q4,Total Bonds Current Year,NAIC 2,0,9192948582
JNLIC,2022Q4,Total Bonds Current Year,NAIC 3,0,429755765
JNLIC,2022Q4,Total Bonds Current Year,NAIC 4,0,54911806
JNLIC,2022Q4,Total Bonds Current Year,NAIC 5,0,18930238
JNLIC,2022Q4,Total Bonds Current Year,NAIC 6,0,12781126
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 1,0,13839221611
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 2,0,10536225979
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 3,0,650533492
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 4,0,79569879
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 5,0,10699110
JNLIC,2022Q4,Total Bonds Prior Year,NAIC 6,0,16769940
JNLIC,2022Q4,Total Publicly Traded Bonds,NAIC 1,0,13839221611
JNLIC,2022Q4,Total Publicly Traded Bonds,NAIC 2,0,10536225979
JNLIC,2022Q4,Total Publicly Traded Bonds,NAIC 4,0,79569879
JNLIC,2022Q4,Total Publicly Traded Bonds,NAIC 5,0,10699110
JNLIC,2022Q4,Total Publicly Traded Bonds,NAIC 6,0,16769940
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 1,0,11201519609
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 2,0,10305503763
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 3,0,754257526
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 4,0,195127132
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 5,0,4157875
JNLIC,2022Q4,Total Privately Placed Bonds,NAIC 6,661419,661419
JNLIC,2023Q1,BONDS,NAIC 1,0,25831063742
JNLIC,2023Q1,BONDS,NAIC 2,0,18077970829
JNLIC,2023Q1,BONDS,NAIC 3,0,1165682829
JNLIC,2023Q1,BONDS,NAIC 4,0,221639017
JNLIC,2023Q1,BONDS,NAIC 5,0,26596935
JNLIC,2023Q1,BONDS,NAIC 6,0,13442545
JNLIC,2023Q1,BONDS,NAIC 1,0,0
JNLIC,2023Q1,BONDS,NAIC 2,0,73620130
JNLIC,2023Q1,BONDS,NAIC 3,0,5829000
JNLIC,2023Q1,BONDS,NAIC 4,0,0
JNLIC,2023Q1,BONDS,NAIC 5,0,0
JNLIC,2023Q1,BONDS,NAIC 6,0,0
JNLIC,2023Q2,BONDS,NAIC 1,0,25831063742
JNLIC,2023Q2,BONDS,NAIC 2,0,18077970829
JNLIC,2023Q2,BONDS,NAIC 3,0,1165682829
JNLIC,2023Q2,BONDS,NAIC 4,0,221639017
JNLIC,2023Q2,BONDS,NAIC 5,0,26596935
JNLIC,2023Q2,BONDS,NAIC 6,0,13442545
JNLIC,2023Q2,BONDS,NAIC 1,0,0
JNLIC,2023Q2,BONDS,NAIC 2,0,73620130
JNLIC,2023Q2,BONDS,NAIC 3,0,5829000
JNLIC,2023Q2,BONDS,NAIC 4,0,0
JNLIC,2023Q2,BONDS,NAIC 5,0,0
JNLIC,2023Q2,BONDS,NAIC 6,0,0
JNLIC,2023Q3,BONDS,NAIC 1,24136187274,25831063742
JNLIC,2023Q3,BONDS,NAIC 2,16393673969,18077970829
JNLIC,2023Q3,BONDS,NAIC 3,795727335,1165682829
JNLIC,2023Q3,BONDS,NAIC 4,170422479,221639017
JNLIC,2023Q3,BONDS,NAIC 5,5501695,26596935
JNLIC,2023Q3,BONDS,NAIC 6,7911099,13442545
JNLIC,2023Q3,BONDS,NAIC 1,3357140,0
JNLIC,2023Q3,BONDS,NAIC 2,103919171,73620130
JNLIC,2023Q3,BONDS,NAIC 3,47573481,5829000
JNLIC,2023Q3,BONDS,NAIC 4,0,0
JNLIC,2023Q3,BONDS,NAIC 5,0,0
JNLIC,2023Q3,BONDS,NAIC 6,520753,0
JNLIC,2023Q4,U.S. Governments,NAIC 1,5087973160,5087973159
JNLIC,2023Q4,U.S. Governments,NAIC 2,0,0
JNLIC,2023Q4,U.S. Governments,NAIC 3,0,0
JNLIC,2023Q4,U.S. Governments,NAIC 4,0,0
JNLIC,2023Q4,U.S. Governments,NAIC 5,0,0
JNLIC,2023Q4,U.S. Governments,NAIC 6,0,0
JNLIC,2023Q4,All Other Governments,NAIC 1,229177491,181565618
JNLIC,2023Q4,All Other Governments,NAIC 2,420139253,404949195
JNLIC,2023Q4,All Other Governments,NAIC 3,4025208,4025208
JNLIC,2023Q4,All Other Governments,NAIC 4,0,0
JNLIC,2023Q4,All Other Governments,NAIC 5,0,0
JNLIC,2023Q4,All Other Governments,NAIC 6,0,0
JNLIC,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,277358421,144227446
JNLIC,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
JNLIC,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
JNLIC,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
JNLIC,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,52206095,52206095
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
JNLIC,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 1,828999392,707482913
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 2,633828,633828
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 5,1694,1694
JNLIC,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,16959217278,7524029425
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,14574715532,7040986698
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,697349713,215957492
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,145485934,28776809
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,6737603,4154918
JNLIC,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,7436219,5144042
JNLIC,2023Q4,Hybrid Securities,NAIC 1,0,0
JNLIC,2023Q4,Hybrid Securities,NAIC 2,4700000,0
JNLIC,2023Q4,Hybrid Securities,NAIC 3,21754377,3754377
JNLIC,2023Q4,Hybrid Securities,NAIC 4,0,0
JNLIC,2023Q4,Hybrid Securities,NAIC 5,0,0
JNLIC,2023Q4,Hybrid Securities,NAIC 6,0,0
JNLIC,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
JNLIC,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
JNLIC,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
JNLIC,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
JNLIC,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 1,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 2,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 3,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 4,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 5,0,0
JNLIC,2023Q4,SVO Identified Funds,NAIC 6,0,0
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 1,2557516,2557516
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 2,36961067,1554239
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 3,16707230,16554299
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 4,2054834,2054834
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 5,0,0
JNLIC,2023Q4,Unaffiliated Bank Loans,NAIC 6,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
JNLIC,2023Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
JNLIC,2023Q4,Total Bonds Current Year,NAIC 1,0,13700042172
JNLIC,2023Q4,Total Bonds Current Year,NAIC 2,0,7448123960
JNLIC,2023Q4,Total Bonds Current Year,NAIC 3,0,240291376
JNLIC,2023Q4,Total Bonds Current Year,NAIC 4,0,30831643
JNLIC,2023Q4,Total Bonds Current Year,NAIC 5,0,4156612
JNLIC,2023Q4,Total Bonds Current Year,NAIC 6,0,5144042
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 1,0,15073130757
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 2,0,9192948582
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 3,0,429755765
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 4,0,54911806
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 5,0,18930238
JNLIC,2023Q4,Total Bonds Prior Year,NAIC 6,0,12781126
JNLIC,2023Q4,Total Publicly Traded Bonds,NAIC 1,0,15073130757
JNLIC,2023Q4,Total Publicly Traded Bonds,NAIC 2,0,9192948582
JNLIC,2023Q4,Total Publicly Traded Bonds,NAIC 4,0,54911806
JNLIC,2023Q4,Total Publicly Traded Bonds,NAIC 5,0,18930238
JNLIC,2023Q4,Total Publicly Traded Bonds,NAIC 6,0,12781126
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 1,0,10757932985
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 2,0,8885022247
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 3,0,735927064
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 4,0,166727211
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 5,0,7666697
JNLIC,2023Q4,Total Privately Placed Bonds,NAIC 6,0,661419
JNLIC,2024Q1,BONDS,NAIC 1,0,23437489353
JNLIC,2024Q1,BONDS,NAIC 2,0,15037149680
JNLIC,2024Q1,BONDS,NAIC 3,0,739836528
JNLIC,2024Q1,BONDS,NAIC 4,0,147540768
JNLIC,2024Q1,BONDS,NAIC 5,0,6739297
JNLIC,2024Q1,BONDS,NAIC 6,0,7436219
JNLIC,2024Q1,BONDS,NAIC 1,0,3539888
JNLIC,2024Q1,BONDS,NAIC 2,0,118760313
JNLIC,2024Q1,BONDS,NAIC 3,0,50343430
JNLIC,2024Q1,BONDS,NAIC 4,0,0
JNLIC,2024Q1,BONDS,NAIC 5,0,0
JNLIC,2024Q1,BONDS,NAIC 6,0,168422
JNLIC,2024Q2,BONDS,NAIC 1,0,23437489353
JNLIC,2024Q2,BONDS,NAIC 2,0,15037149680
JNLIC,2024Q2,BONDS,NAIC 3,0,739836528
JNLIC,2024Q2,BONDS,NAIC 4,0,147540768
JNLIC,2024Q2,BONDS,NAIC 5,0,6739297
JNLIC,2024Q2,BONDS,NAIC 6,0,7436219
JNLIC,2024Q2,BONDS,NAIC 1,0,3539888
JNLIC,2024Q2,BONDS,NAIC 2,0,118760313
JNLIC,2024Q2,BONDS,NAIC 3,0,50343430
JNLIC,2024Q2,BONDS,NAIC 4,0,0
JNLIC,2024Q2,BONDS,NAIC 5,0,0
JNLIC,2024Q2,BONDS,NAIC 6,0,168422
JNLIC,2024Q3,BONDS,NAIC 1,21232283447,23437489353
JNLIC,2024Q3,BONDS,NAIC 2,13303462750,15037149680
JNLIC,2024Q3,BONDS,NAIC 3,638113229,739836528
JNLIC,2024Q3,BONDS,NAIC 4,68022900,147540768
JNLIC,2024Q3,BONDS,NAIC 5,47216068,6739297
JNLIC,2024Q3,BONDS,NAIC 6,3431475,7436219
JNLIC,2024Q3,BONDS,NAIC 1,4307626,3539888
JNLIC,2024Q3,BONDS,NAIC 2,112743667,118760313
JNLIC,2024Q3,BONDS,NAIC 3,52351595,50343430
JNLIC,2024Q3,BONDS,NAIC 4,0,0
JNLIC,2024Q3,BONDS,NAIC 5,0,0
JNLIC,2024Q3,BONDS,NAIC 6,34702,168422
JNLIC,2024Q4,U.S. Governments,NAIC 1,4776723901,4776723901
JNLIC,2024Q4,U.S. Governments,NAIC 2,0,0
JNLIC,2024Q4,U.S. Governments,NAIC 3,0,0
JNLIC,2024Q4,U.S. Governments,NAIC 4,0,0
JNLIC,2024Q4,U.S. Governments,NAIC 5,0,0
JNLIC,2024Q4,U.S. Governments,NAIC 6,0,0
JNLIC,2024Q4,All Other Governments,NAIC 1,226728259,226728259
JNLIC,2024Q4,All Other Governments,NAIC 2,253628357,253628357
JNLIC,2024Q4,All Other Governments,NAIC 3,4022792,4022792
JNLIC,2024Q4,All Other Governments,NAIC 4,0,0
JNLIC,2024Q4,All Other Governments,NAIC 5,0,0
JNLIC,2024Q4,All Other Governments,NAIC 6,0,0
JNLIC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,246193669,129129987
JNLIC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
JNLIC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
JNLIC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
JNLIC,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,33652758,33652758
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
JNLIC,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 1,760129384,725460180
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 2,6336716,6336716
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 5,1257,1257
JNLIC,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 6,0,0
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,14694812121,10349880378
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,12854728364,8980604275
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,470923736,420302417
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,50438441,44903950
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,12695468,12695468
JNLIC,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,3653216,3653216
JNLIC,2024Q4,Hybrid Securities,NAIC 1,0,0
JNLIC,2024Q4,Hybrid Securities,NAIC 2,6200000,6200000
JNLIC,2024Q4,Hybrid Securities,NAIC 3,18000000,18000000
JNLIC,2024Q4,Hybrid Securities,NAIC 4,0,0
JNLIC,2024Q4,Hybrid Securities,NAIC 5,0,0
JNLIC,2024Q4,Hybrid Securities,NAIC 6,0,0
JNLIC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,0,0
JNLIC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,0,0
JNLIC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
JNLIC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
JNLIC,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 1,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 2,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 3,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 4,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 5,0,0
JNLIC,2024Q4,SVO Identified Funds,NAIC 6,0,0
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 1,2178240,0
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 2,24578925,1633740
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 3,7123770,7123770
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 4,425819,425819
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 5,0,0
JNLIC,2024Q4,Unaffiliated Bank Loans,NAIC 6,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
JNLIC,2024Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
JNLIC,2024Q4,Total Bonds Current Year,NAIC 1,0,16241575463
JNLIC,2024Q4,Total Bonds Current Year,NAIC 2,0,9248403088
JNLIC,2024Q4,Total Bonds Current Year,NAIC 3,0,449448979
JNLIC,2024Q4,Total Bonds Current Year,NAIC 4,0,45329769
JNLIC,2024Q4,Total Bonds Current Year,NAIC 5,0,12696725
JNLIC,2024Q4,Total Bonds Current Year,NAIC 6,0,3653216
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 1,0,13700042171
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 2,0,7448123961
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 3,0,240291377
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 4,0,30831644
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 5,0,4156613
JNLIC,2024Q4,Total Bonds Prior Year,NAIC 6,0,5144042
JNLIC,2024Q4,Total Publicly Traded Bonds,NAIC 1,0,13700042171
JNLIC,2024Q4,Total Publicly Traded Bonds,NAIC 2,0,7448123961
JNLIC,2024Q4,Total Publicly Traded Bonds,NAIC 4,0,30831644
JNLIC,2024Q4,Total Publicly Traded Bonds,NAIC 5,0,4156613
JNLIC,2024Q4,Total Publicly Traded Bonds,NAIC 6,0,5144042
JNLIC,2024Q4,Total Privately Placed Bonds,NAIC 1,0,9737447182
JNLIC,2024Q4,Total Privately Placed Bonds,NAIC 2,0,7589025719
JNLIC,2024Q4,Total Privately Placed Bonds,NAIC 3,0,499545151
JNLIC,2024Q4,Total Privately Placed Bonds,NAIC 4,0,116709124
JNLIC,2024Q4,Total Privately Placed Bonds,NAIC 5,0,2582684
