entity,period,name,state,date_acquired,actual_cost,fair_value,book_value,investment_income,ownership_pct
JNLIC,2020Q1,G2SF 3.5 2/20 C,,01/15/2020,9862168,0,0,0,0.0
JNLIC,2020Q1,G2SF 4 2/20 C,,02/20/2020,5511821,0,0,0,0.0
JNLIC,2020Q1,G2SF 4.5 2/20 C,,01/30/2020,9261943,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA5986 C,,02/04/2020,9970500,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA6041,,01/31/2020,21654552,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA6090,,02/25/2020,13456889,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA6409,,01/15/2020,2500301,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA6410,,01/15/2020,31736063,0,0,0,0.0
JNLIC,2020Q1,GINNIE MAE MA6474,,01/15/2020,42216390,0,0,0,0.0
JNLIC,2020Q1,G2SF 3 2/20,,01/17/2020,9685000,0,0,0,0.0
JNLIC,2020Q1,0599999. Subtotal - Bonds - U.S. Governments,,02/06/2020,7486444,0,0,0,0.0
JNLIC,2020Q1,REPUBLIC,OF,02/05/2020,5602344,0,0,0,0.0
JNLIC,2020Q1,REPUBLIC,OF,01/28/2020,4934672,0,0,0,0.0
JNLIC,2020Q1,EUROPEAN INVESTMENT BANK,,02/10/2020,10850000,0,0,0,0.0
JNLIC,2020Q1,INTL,BK,01/28/2020,10295878,0,0,0,0.0
JNLIC,2020Q1,STATE,OF,01/15/2020,2476715,0,0,0,0.0
JNLIC,2020Q1,REPUBLIC,OF,01/15/2020,8730665,0,0,0,0.0
JNLIC,2020Q1,Description Foreign,,01/15/2020,41583000,0,0,0,0.0
JNLIC,2020Q1,FNCL 3.5 2/20,,01/15/2020,32953969,0,0,0,0.0
JNLIC,2020Q1,FNCL 4 2/20,,03/30/2020,488000,0,0,0,0.0
JNLIC,2020Q1,FNCL 4.5 2/20,,01/16/2020,17401987,0,0,0,0.0
JNLIC,2020Q1,AFLAC,,01/22/2020,41473698,0,0,0,0.0
JNLIC,2020Q1,AT&T,,01/22/2020,29000000,0,0,0,0.0
JNLIC,2020Q1,AT&T,,03/09/2020,488000,0,0,0,0.0
JNLIC,2020Q1,ABBVIE,,01/17/2020,1511680,0,0,0,0.0
JNLIC,2020Q1,ADOBE INC,,03/13/2020,10786200,0,0,0,0.0
JNLIC,2020Q1,AMAZON.COM INC,,01/07/2020,658961,0,0,0,0.0
JNLIC,2020Q1,ALBERTSONS COS,,03/16/2020,28601250,0,0,0,0.0
JNLIC,2020Q1,ALBERTSONS COS,,02/25/2020,1751021,0,0,0,0.0
JNLIC,2020Q1,ALBERTSONS COS,,01/16/2020,38924468,0,0,0,0.0
JNLIC,2020Q1,ARCONIC,,03/16/2020,237322,0,0,0,0.0
JNLIC,2020Q1,ALTRIA GROUP,,03/27/2020,25800650,0,0,0,0.0
JNLIC,2020Q1,ALTRIA GROUP,,02/03/2020,3335528,0,0,0,0.0
JNLIC,2020Q1,ALTRIA GROUP,,03/05/2020,41827181,0,0,0,0.0
JNLIC,2020Q1,AMAZON,,01/31/2020,1070740,0,0,0,0.0
JNLIC,2020Q1,AMXCA 2019-1 A,,03/04/2020,1077200,0,0,0,0.0
JNLIC,2020Q1,AMERICAN FINANCIAL GROUP,,01/23/2020,18541140,0,0,0,0.0
JNLIC,2020Q1,AMERICAN TOWER,,03/30/2020,39064593,0,0,0,0.0
JNLIC,2020Q1,AMGEN,,01/23/2020,1669000,0,0,0,0.0
JNLIC,2020Q1,AMGEN,,01/16/2020,14467578,0,0,0,0.0
JNLIC,2020Q1,031162-CU-2 AMGEN,,01/16/2020,508400,0,0,0,0.0
JNLIC,2020Q1,ANALOG DEVICES,,02/10/2020,2116900,0,0,0,0.0
JNLIC,2020Q1,ANHEUSER-BUSCH,,03/02/2020,3418845,0,0,0,0.0
JNLIC,2020Q1,ANHEUSER-BUSCH INBEV,,03/16/2020,5500859,0,0,0,0.0
JNLIC,2020Q1,APPLE,,03/26/2020,6325572,0,0,0,0.0
JNLIC,2020Q1,Description Foreign,,03/25/2020,10000000,0,0,0,0.0
JNLIC,2020Q1,BMARK 2019-B14 A5,,03/04/2020,27367650,0,0,0,0.0
JNLIC,2020Q1,BERKSHIRE HATHAWAY,,01/31/2020,541458,0,0,0,0.0
JNLIC,2020Q1,BERKSHIRE HATHAWAY FINANCE,,01/17/2020,21582618,0,0,0,0.0
JNLIC,2020Q1,BOEING,,01/16/2020,1172460,0,0,0,0.0
JNLIC,2020Q1,BROADCOM,,01/16/2020,1077000,0,0,0,0.0
JNLIC,2020Q1,BURLINGTON NORTHERN SANTA,FE,01/15/2020,11073200,0,0,0,0.0
JNLIC,2020Q1,BURLINGTON NORTHERN SANTA,FE,03/04/2020,10125800,0,0,0,0.0
JNLIC,2020Q1,VIACOMCBS,,03/04/2020,1845000,0,0,0,0.0
JNLIC,2020Q1,CCO HOLDINGS,,03/04/2020,502261,0,0,0,0.0
JNLIC,2020Q1,CIGNA,,03/09/2020,1045042,0,0,0,0.0
JNLIC,2020Q1,CIGNA,,03/26/2020,10133200,0,0,0,0.0
JNLIC,2020Q1,CSX,,01/16/2020,21688200,0,0,0,0.0
JNLIC,2020Q1,CVS,,03/26/2020,670501,0,0,0,0.0
JNLIC,2020Q1,CVS,,02/03/2020,5000000,0,0,0,0.0
JNLIC,2020Q1,COLORADO SCHOOL,OF,03/19/2020,44300589,0,0,0,0.0
JNLIC,2020Q1,DUKE ENERGY DUKE ENERGY CAROLINAS,,01/22/2020,62513438,0,0,0,0.0
JNLIC,2020Q1,COMET 2017-A4 A4,,03/17/2020,2026360,0,0,0,0.0
JNLIC,2020Q1,CARGO AIRCRAFT MANA,,03/06/2020,2806758,0,0,0,0.0
JNLIC,2020Q1,CGMS 2019-2A A1,,02/13/2020,27887391,0,0,0,0.0
JNLIC,2020Q1,CARRIER GLOBAL,,02/13/2020,12731000,0,0,0,0.0
JNLIC,2020Q1,CARRIER GLOBAL,,03/25/2020,24000000,0,0,0,0.0
JNLIC,2020Q1,CARRIER GLOBAL,,03/25/2020,5783203,0,0,0,0.0
JNLIC,2020Q1,CEDF 2018-7A A1,,01/23/2020,6936800,0,0,0,0.0
JNLIC,2020Q1,CEDF 2019-10A A,,01/23/2020,5821155,0,0,0,0.0
JNLIC,2020Q1,CENTENE,,01/22/2020,3206500,0,0,0,0.0
JNLIC,2020Q1,CENTENE,,02/05/2020,3762500,0,0,0,0.0
JNLIC,2020Q1,CENTENE,,02/27/2020,1112000,0,0,0,0.0
JNLIC,2020Q1,CHARTER COMMUNICATIONS,,03/16/2020,2856345,0,0,0,0.0
JNLIC,2020Q1,CHAIT 2020-A1 A1,,01/16/2020,9958400,0,0,0,0.0
JNLIC,2020Q1,CITIGROUP,,02/04/2020,1826388,0,0,0,0.0
JNLIC,2020Q1,CITIGROUP,,03/23/2020,1462000,0,0,0,0.0
JNLIC,2020Q1,CCCIT 2017-A8 A8,,03/20/2020,25233802,0,0,0,0.0
JNLIC,2020Q1,CGCMT 2020-GC46 A,,03/20/2020,9935800,0,0,0,0.0
JNLIC,2020Q1,COCA-COLA ENTERPRISES,,03/20/2020,64987650,0,0,0,0.0
JNLIC,2020Q1,COCA-COLA ENTERPRISES,,03/05/2020,47839200,0,0,0,0.0
JNLIC,2020Q1,20030N-CL-3 COCA-COLA ENTERPRISES,,01/16/2020,10995246,0,0,0,0.0
JNLIC,2020Q1,COLORADO INT GAS,,03/24/2020,2110448,0,0,0,0.0
JNLIC,2020Q1,COMCAST,,03/24/2020,14347560,0,0,0,0.0
JNLIC,2020Q1,COMCAST,,02/18/2020,10520632,0,0,0,0.0
JNLIC,2020Q1,COMMONWEALTH EDISON,,03/26/2020,4292191,0,0,0,0.0
JNLIC,2020Q1,CONSOLIDATED EDISON OF,NY,03/13/2020,633776,0,0,0,0.0
JNLIC,2020Q1,CONSOLIDATED EDISON OF,NY,03/31/2020,5337800,0,0,0,0.0
JNLIC,2020Q1,CROWN CASTLE INTERNATIONAL,,03/25/2020,2777285,0,0,0,0.0
JNLIC,2020Q1,DLL 2018-ST2 A3,,03/25/2020,19972800,0,0,0,0.0
JNLIC,2020Q1,Description Foreign,,03/04/2020,2000000,0,0,0,0.0
JNLIC,2020Q1,JOHN DEERE CAPITAL,,03/12/2020,600000,0,0,0,0.0
JNLIC,2020Q1,DEFT 2018-1 A3,,02/28/2020,28695688,0,0,0,0.0
JNLIC,2020Q1,DELL INTERNATIONAL,,02/28/2020,1838360,0,0,0,0.0
JNLIC,2020Q1,DIAMONDBACK ENERGY,,03/25/2020,4979800,0,0,0,0.0
JNLIC,2020Q1,DRSLF 2018-57A A,,03/02/2020,795483,0,0,0,0.0
JNLIC,2020Q1,EQT,,03/27/2020,2082380,0,0,0,0.0
JNLIC,2020Q1,ECOLAB,,02/24/2020,450000,0,0,0,0.0
JNLIC,2020Q1,EDWARDS LIFESCIENCES,,01/16/2020,35154159,0,0,0,0.0
JNLIC,2020Q1,ENERGY TRANSFER PARTNERS,,03/12/2020,151649,0,0,0,0.0
JNLIC,2020Q1,ENTERGY NEW ORLEANS,,01/16/2020,12836000,0,0,0,0.0
JNLIC,2020Q1,ENTERPRISE PRODUCTS OPERATING,,01/30/2020,913656,0,0,0,0.0
JNLIC,2020Q1,ENTERPRISE PRODUCTS OPERATING,,02/04/2020,1189687,0,0,0,0.0
JNLIC,2020Q1,ESSEX PORTFOLIO,,03/30/2020,18500000,0,0,0,0.0
JNLIC,2020Q1,EXELON,,01/28/2020,537255,0,0,0,0.0
JNLIC,2020Q1,FIFTH THIRD BANK,,03/25/2020,14691545,0,0,0,0.0
JNLIC,2020Q1,FLORIDA POWER & LIGHT,,03/25/2020,11457220,0,0,0,0.0
JNLIC,2020Q1,FORDO 2018-A A3,,03/25/2020,12809558,0,0,0,0.0
JNLIC,2020Q1,FORDO 2019-B A2A,,01/27/2020,20000000,0,0,0,0.0
JNLIC,2020Q1,FORDO,,03/17/2020,327626,0,0,0,0.0
JNLIC,2020Q1,FREEPORT-MCMORAN,,01/17/2020,24982250,0,0,0,0.0
JNLIC,2020Q1,GFORT 2019-1 A,,03/30/2020,12701032,0,0,0,0.0
JNLIC,2020Q1,GSMS 2015-GC32 A3,,03/23/2020,6006120,0,0,0,0.0
JNLIC,2020Q1,GSMS 2015-590M A,,03/26/2020,14345898,0,0,0,0.0
JNLIC,2020Q1,GSMS 2017-GS6 A3,,01/10/2020,7393727,0,0,0,0.0
JNLIC,2020Q1,GMCAR GMCAR 2017-3A A3,,02/10/2020,3090450,0,0,0,0.0
JNLIC,2020Q1,GSMS 2020-GC45,,03/23/2020,1443750,0,0,0,0.0
JNLIC,2020Q1,GMALT 2020-1 A2A,,03/23/2020,20073438,0,0,0,0.0
JNLIC,2020Q1,GENERAL DYNAMICS,,03/23/2020,2329766,0,0,0,0.0
JNLIC,2020Q1,GENERAL DYNAMICS,,03/12/2020,5125000,0,0,0,0.0
JNLIC,2020Q1,GENERAL DYNAMICS,,03/11/2020,7807813,0,0,0,0.0
JNLIC,2020Q1,GENERAL ELECTRIC PERPETUAL,,03/31/2020,3444859,0,0,0,0.0
JNLIC,2020Q1,GENERAL ELECTRIC,,01/29/2020,15449970,0,0,0,0.0
JNLIC,2020Q1,GENERAL MILLS,,01/08/2020,1999916,0,0,0,0.0
JNLIC,2020Q1,GENERAL MOTORS,,01/16/2020,19911000,0,0,0,0.0
JNLIC,2020Q1,38141G-WQ-3 GOLDMAN SACHS GROUP,,01/16/2020,33641980,0,0,0,0.0
JNLIC,2020Q1,GOLDMAN SACHS GROUP,,03/13/2020,559770,0,0,0,0.0
JNLIC,2020Q1,GOLDMAN SACHS GROUP,,02/04/2020,2050480,0,0,0,0.0
JNLIC,2020Q1,GALC 2020-1 A2,,01/16/2020,11976000,0,0,0,0.0
JNLIC,2020Q1,GALC 2020-1 A3,,02/11/2020,10696000,0,0,0,0.0
JNLIC,2020Q1,GUARDIAN LIFE INSUR,,03/06/2020,10190670,0,0,0,0.0
JNLIC,2020Q1,HRPK 2020-1A A,,03/04/2020,1069830,0,0,0,0.0
JNLIC,2020Q1,HRPK 2020-1A B1,,03/10/2020,1038160,0,0,0,0.0
JNLIC,2020Q1,HEALTHCARE REALTY TRUST,,01/06/2020,4216170,0,0,0,0.0
JNLIC,2020Q1,HERO 2020-1A A,,03/27/2020,7357667,0,0,0,0.0
JNLIC,2020Q1,HOME DEPOT,,03/26/2020,34000000,0,0,0,0.0
JNLIC,2020Q1,Description Foreign,,03/26/2020,49000000,0,0,0,0.0
JNLIC,2020Q1,HOME DEPOT,,03/31/2020,811624,0,0,0,0.0
JNLIC,2020Q1,HUNTINGTON INGALLS,,03/20/2020,19499220,0,0,0,0.0
JNLIC,2020Q1,INTEL,,03/20/2020,9988900,0,0,0,0.0
JNLIC,2020Q1,INTEL,,03/31/2020,48899550,0,0,0,0.0
JNLIC,2020Q1,INTERPUBLIC GROUP,,02/03/2020,30066981,0,0,0,0.0
JNLIC,2020Q1,FACEBOOK,,01/24/2020,905000,0,0,0,0.0
JNLIC,2020Q1,JABIL CIRCUIT,,01/16/2020,50000000,0,0,0,0.0
JNLIC,2020Q1,JPMBB 2014-C26,,01/16/2020,17743319,0,0,0,0.0
JNLIC,2020Q1,JPMORGAN CHASE,,01/16/2020,4032031,0,0,0,0.0
JNLIC,2020Q1,JPMORGAN CHASE,,02/24/2020,34680172,0,0,0,0.0
JNLIC,2020Q1,JPMORGAN CHASE,,01/24/2020,2936533,0,0,0,0.0
