loan_number,city,state,date_acquired,interest_rate,book_value
30359,Goodyear,AZ,04/24/2025,6.074,10625000
30355,Santa Monica,CA,05/01/2025,6.174,6000000
30356,Los Angeles,CA,05/01/2025,6.024,35000000
30365,Garden Grove,CA,06/06/2025,5.7,6500000
30350,Navarre,FL,04/17/2025,6.14,5000000
30366,Weston,FL,06/06/2025,6.05,9000000
30372,St. Johns,FL,06/18/2025,6.365,6500000
30354,Taunton,MA,04/03/2025,6.074,26000000
30357,Kansas City,MO,06/05/2025,9.32,2521041
30352,New York,NY,04/03/2025,6.15,8150000
30361,The Bronx,NY,05/22/2025,5.92,3500000
30363,Riverhead,NY,06/18/2025,6.04,4200000
30347,Portland,OR,05/23/2025,6.53,7300000
30349,Houston,TX,04/15/2025,6.42,6900000
30353,Austin,TX,05/08/2025,8.174,3400000
30367,Euless,TX,06/11/2025,5.85,7500000
