entity,period,state,loan_count,total_book_value,avg_interest_rate
VRIAC,2019Q3,AL,2,1680874.0,4.82
VRIAC,2019Q3,AZ,1,500000.0,4.73
VRIAC,2019Q3,CO,1,456866.0,4.61
VRIAC,2019Q3,FL,2,10141384.0,4.21
VRIAC,2019Q3,NJ,1,8609079.0,5.1
VRIAC,2021Q4,ANN,2,68787861.0,4.625
VRIAC,2021Q4,AZ,14,93387672.0,4.4757
VRIAC,2021Q4,CA,39,309870689.0,4.1278
VRIAC,2021Q4,CO,9,45834108.0,4.4533
VRIAC,2021Q4,CT,2,13927971.0,6.425
VRIAC,2021Q4,DC,5,27383507.0,4.66
VRIAC,2021Q4,DE,3,6859636.0,4.24
VRIAC,2021Q4,EL,15,12635997.0,5.44
VRIAC,2021Q4,FL,57,306460845.0,4.1713
VRIAC,2021Q4,FT,3,8620357.0,4.3433
VRIAC,2021Q4,GA,12,97638587.0,4.4492
VRIAC,2021Q4,HI,1,9086792.0,3.75
VRIAC,2021Q4,ID,1,1878648.0,3.75
VRIAC,2021Q4,IL,6,34760517.0,4.0717
VRIAC,2021Q4,IN,4,18966919.0,4.155
VRIAC,2021Q4,KS,2,9904884.0,4.24
VRIAC,2021Q4,KY,4,56560855.0,3.955
VRIAC,2021Q4,LA,1,1922619.0,3.85
VRIAC,2021Q4,LAS,3,10767990.0,5.5
VRIAC,2021Q4,LOS,8,33749233.0,3.905
VRIAC,2021Q4,MA,1,21222674.0,5.15
VRIAC,2021Q4,MC,1,6871667.0,4.55
VRIAC,2021Q4,MD,5,26440676.0,4.942
VRIAC,2021Q4,MI,3,13316772.0,4.0133
VRIAC,2021Q4,MN,2,10952299.0,3.9
VRIAC,2021Q4,MS,1,5310194.0,4.12
VRIAC,2021Q4,NC,10,82727361.0,4.3785
VRIAC,2021Q4,NE,1,4590000.0,3.46
VRIAC,2021Q4,NEW,7,38867531.0,4.26
VRIAC,2021Q4,NJ,10,39631543.0,4.58
VRIAC,2021Q4,NM,1,1454939.0,9.75
VRIAC,2021Q4,NY,6,45658703.0,3.4433
VRIAC,2021Q4,OF,1,24523902.0,3.9
VRIAC,2021Q4,OH,8,79666069.0,4.09
VRIAC,2021Q4,OR,2,13510414.0,4.49
VRIAC,2021Q4,PA,19,75348940.0,4.4011
VRIAC,2021Q4,RYE,1,4632366.0,3.61
VRIAC,2021Q4,SAN,18,50735285.0,4.5117
VRIAC,2021Q4,SC,6,18478595.0,3.825
VRIAC,2021Q4,ST,2,42906311.0,3.575
VRIAC,2021Q4,TX,24,219869798.0,4.7896
VRIAC,2021Q4,UT,8,472951512.0,4.6437
VRIAC,2021Q4,VA,5,71807102.0,4.06
VRIAC,2021Q4,WA,9,45403437.0,3.9944
VRIAC,2021Q4,WI,6,54690090.0,4.3767
VRIAC,2023Q2,FL,1,5300000.0,6.37
VRIAC,2023Q2,GA,2,7496026.0,6.895
VRIAC,2023Q2,MN,1,14600000.0,5.76
VRIAC,2023Q2,TX,3,99325000.0,6.0367
VRIAC,2023Q2,VA,1,3400000.0,5.29
VRIAC,2023Q4,AL,2,10558104.0,4.52
VRIAC,2023Q4,ANN,2,15445219.0,3.835
VRIAC,2023Q4,AZ,22,117584571.0,5.1627
VRIAC,2023Q4,CA,78,550791608.0,4.5541
VRIAC,2023Q4,CO,16,106417209.0,5.9421
VRIAC,2023Q4,CT,12,39647700.0,5.1438
VRIAC,2023Q4,DC,5,49052617.0,5.4254
VRIAC,2023Q4,DE,6,52760760.0,3.5867
VRIAC,2023Q4,EL,3,2254064.0,4.9967
VRIAC,2023Q4,FL,94,367125340.0,4.4917
VRIAC,2023Q4,FT,2,16006216.0,5.4965
VRIAC,2023Q4,GA,16,114469732.0,5.3584
VRIAC,2023Q4,HI,2,44846904.0,3.45
VRIAC,2023Q4,HOT,1,721399.0,4.05
VRIAC,2023Q4,ID,1,2656493.0,4.37
