name,state,date_acquired,book_value,investment_income,ownership_pct
The Guardian Life Insurance Company of America The Guardian Life Insurance Company of New York NY America 1.D,FE,12/05/2017,5531016,-5761,0.777
CHARLOTTE,NC,07/01/2021,3000000,3000000,100.0
New York Life Insurance Company New York NY New York Life Insurance Company 1.C,FE,04/01/2019,2356790,-65,0.235
CITIGROUP INC,,05/26/2021,2280762,60450,0.0
ALLSTATE CORP,,05/12/2021,2112500,77269,0.0
INTERCONTINENTALEXCHANGE,,03/15/2021,2043400,184877,0.0
CITIGROUP INC,,05/26/2021,2004849,361683,0.0
Teachers Insurance & Annuity Association of Teachers Insurance & Annuity America New York NY Association of America 1.D,FE,05/04/2020,1997440,54,0.16
HILLSBOROUGH CNTY,FL,07/19/2021,1958420,2000000,100.0
PEPSICO INC,,06/14/2021,1891050,39396,0.0
SYSCO CORPORATION,,03/09/2021,1832860,38219,0.0
OWENS CORNING,,03/15/2021,1792080,-165825,0.0
CHARTER COMM OPT LLC/CAP,,04/05/2021,1748280,-113391,0.0
MOLSON COORS BEVERAGE,,06/23/2021,1604860,35408,0.0
APOLLO MANAGEMENT HOLDIN,,06/02/2021,1520625,41165,0.0
UNIV OF OKLAHOMA,OK,07/01/2021,1500000,1500000,100.0
WASHINGTON,DC,06/14/2021,1500000,1500000,100.0
NORTHERN BORDER PIPELINE,,09/15/2021,1496461,1500000,0.0
VIATRIS INC,,04/05/2021,1496100,44781,0.0
ORACLE CORP,,03/31/2021,1423065,128071,0.0
REINSURANCE GRP OF AMER,,01/11/2021,1395000,10806,0.0
CVS HEALTH CORP,,03/31/2021,1332330,-104486,0.0
BBCMS 2018-RRI C,,06/15/2021,1263827,1271775,0.0
JDM Partners Tempe Arizona Core Fund IV LLC Phoenix,AZ,12/01/2017,1193964,-1331,0.275
National Life Insurance Company Montpelier VT NLV Financial Corporation 1.G,FE,07/09/2019,1083248,-1554,0.2
The Guardian Life Insurance Company of America The Guardian Life Insurance Company of New York NY America 1.D,FE,04/17/2019,1066373,-511,0.222
ORACLE CORP,,03/25/2021,1063760,19940,0.0
WELLS FARGO & COMPANY,,05/26/2021,1056110,174122,0.0
ABBVIE INC,,12/14/2021,1050130,196913,0.0
Western & Southern Life Insurance Western & Southern Life Insurance Company Cincinnati OH Company 1.F,FE,02/27/2019,1044668,-814,0.2
VIACOMCBS INC,,04/05/2021,1035365,53348,0.0
KIMCO REALTY CORP,,03/09/2021,1031300,-25969,0.0
SIMON PROPERTY GROUP LP,,01/14/2021,1027410,41889,0.0
TOWER HEALTH,,03/03/2021,1016360,-191047,0.0
CCCIT 2017-A6 A6,,03/29/2021,1012070,730,0.0
VODAFONE GROUP PLC C,,05/12/2021,1006480,85483,0.0
NFMOT 2018-1A A1,,02/15/2021,1002031,1000000,0.0
TCW 2019-1A B C,,02/16/2021,1000500,1000000,0.0
Farmers Exchange Capital III Newark DE Farmers Exchange Capital III 2.A,FE,10/01/2014,1000000,0,0.2
The Savings Bank Mutual Life Insurance Company The Savings Bank Mutual Life Insurance of Massachusetts Woburn MA Company of Massachusetts 2.B,FE,07/21/2017,1000000,0,1.745
WASHINGTON,DC,06/14/2021,1000000,1000000,100.0
CHAMBERLAIN GRP INC SER D,,11/02/2021,1000000,1000000,104.549
SIGNATURE BANK NEW YORK,,04/19/2021,1000000,1000000,100.0
UNION BANKSHARES CORP,,12/15/2021,1000000,1000000,100.0
VITOL FINANCE LIMITED C,,07/28/2021,1000000,1000000,0.0
RPM INTERNATIONAL INC,,05/12/2021,999970,39950,0.0
STEAM 2018-1 A2,,02/25/2021,999965,29,107.13
CARRIER GLOBAL CORP,,03/08/2021,999960,-24600,0.0
AESOP 2016-1A C,,06/20/2021,999616,1000000,0.0
KKR GROUP FINAN,CO,12/27/2021,999450,51906,0.0
WFCM 2020-SOP B,,06/15/2021,998871,1000000,0.0
HYATT HOTELS CORP,,12/09/2021,998660,85950,0.0
ACRES 2021-FL1 A C,,05/07/2021,997500,-2500,0.0
Northwestern Mutual Life Insurance Northwestern Mutual Life Insurance Company Milwaukee WI Company 1.C,FE,03/15/2021,996537,17,0.111
KANSAS CITY SOUTHERN,,03/25/2021,995020,61922,0.0
WLAKE 2018-1A E,,08/15/2021,994375,1000000,0.0
Mutual of Omaha Insurance Company Omaha NE Mutual of Omaha Insurance Company 1.G,FE,03/01/2019,993172,94,0.333
CHARTER COMM OPT LLC/CAP,,06/23/2021,991820,13650,0.0
Year's Change in Exchange Book/ Interest/ US TREASURY N/B,,11/15/2021,990846,990000,0.0
BROOKFIELD FINANCE LLC,,10/07/2021,990580,31634,0.0
PINNACLE BANK,TN,07/30/2021,990230,1000000,100.0
SVHE 2006-2 M2,,12/28/2021,989375,-1586,0.0
CARGILL INC,,10/07/2021,988650,81906,0.0
VOLKSWAGEN GROUP AMERICA,,11/12/2021,987873,1000000,0.0
BOEING,CO,03/31/2021,962480,-34009,0.0
