name,state,date_acquired,book_value,investment_income,ownership_pct
Description Par Value Actual Cost Value (Decrease) Accretion Recognized (11+12-13) Value Date Disposal on Disposal Disposal US TREASURY N/B,,04/30/2023,8210586,8250000,0.0
The Guardian Life Insurance Company of America The Guardian Life Insurance Company of New York NY America 1.D,FE,12/05/2017,5518796,-6219,0.777
New York Life Insurance Company New York NY New York Life Insurance Company 1.C,FE,04/01/2019,2356651,-71,0.235
JOHNSON CONTROLS INTL PL C,,02/27/2023,2032060,42383,0.0
TEXAS ST A & M UNIV REVENUE,,05/15/2023,2000000,2000000,100.0
Teachers Insurance & Annuity Association of Teachers Insurance & Annuity . America New York NY Association of America 1.D,FE,05/04/2020,1997553,57,0.16
"96928*-FG-7 SEG US 95, LLC (WALGREENS)",,04/15/2023,1320526,1320526,0.0
HOWMET AEROSPACE INC,,11/30/2023,1156660,1936,100.785
. JDM Partners Tempe Arizona Core Fund IV LLC . Phoenix,AZ,12/01/2017,1143098,-89443,0.275
TAMPA ELECTRIC,CO,02/28/2023,1119650,-24664,0.0
REPUBLIC SERVICES INC,,02/27/2023,1080448,8849,0.0
National Life Insurance Company Montpelier VT NLV Financial Corporation 1.G,FE,07/09/2019,1079916,-1705,0.2
The Guardian Life Insurance Company of America The Guardian Life Insurance Company of New York NY America 1.D,FE,04/17/2019,1065280,-559,0.222
FIRST REPUBLIC BANK,,11/20/2023,1043430,-1022988,0.0
Western & Southern Life Insurance Western & Southern Life Insurance Company Cincinnati OH Company 1.F,FE,02/27/2019,1042918,-896,0.2
GOLDMAN SACHS GROUP INC,,04/12/2023,1035570,-19730,0.0
ROCKWELL AUTOMATION,,03/23/2023,1016820,104519,0.0
MORGAN STANLEY DOM HOLD,,07/28/2023,1009220,-4957,100.676
MORGAN STANLEY,,04/20/2023,1005580,1000000,0.0
Farmers Exchange Capital III Newark DE Farmers Exchange Capital III 2.A,FE,10/01/2014,1000000,0,0.2
The Savings Bank Mutual Life Insurance Company The Savings Bank Mutual Life Insurance of Massachusetts Woburn MA Company of Massachusetts 2.B,FE,07/21/2017,1000000,0,1.745
FIRST FINANCIAL BANCORP,,01/25/2023,1000000,-35000,0.0
GNRT 3A BR C,,12/20/2023,1000000,1000000,0.0
KKR 2022-43A B1 C,,12/22/2023,1000000,1000000,100.0
LCM 38A A1B C,,09/07/2023,1000000,1000000,100.0
VOYA 2022-3A B C,,10/20/2023,1000000,1000000,0.0
(Bonds) Book/ Current Other- Book/ Change in Foreign and Paid for ACHV 2023-1PL A,,01/24/2023,1000000,4,0.0
"SOVRAN SELF STORAGE, INC.",,07/20/2023,999000,1000000,100.0
GILEAD SCIENCES INC,,02/27/2023,997730,30073,0.0
Northwestern Mutual Life Insurance . Northwestern Mutual Life Insurance Company Milwaukee WI Company 1.C,FE,03/15/2021,996680,73,0.111
PACIFIC NATIONAL FINANCE C,,04/07/2023,994850,1000000,0.0
JFIN 2015-2A CR C,,09/14/2023,994700,1000000,100.0
Mutual of Omaha Insurance Company Omaha NE Mutual of Omaha Insurance Company 1.G,FE,03/01/2019,993374,103,0.333
GUYS 2017-1A A2,,11/30/2023,987500,987500,0.0
LOUISVILLE & JEFFERSON CNTY,KY,10/01/2023,974120,1000000,100.0
LOUISVILLE & JEFFERSON CNTY,KY,10/01/2023,965810,1000000,100.0
PASADENA,CA,03/30/2023,960840,39342,0.0
FREMF 2017-K724 B,,11/01/2023,944381,1000000,0.0
MARRIOTT INTERNATIONAL,,04/21/2023,778950,9031,0.0
BASIN ELECTRIC PWR COOP,,02/28/2023,510535,-96429,0.0
UNION PACIFIC CORP,,03/27/2023,497810,44365,0.0
BFNS 2022-1A A C,,01/23/2023,486250,-13786,0.0
SRFC 2022-2A C,,12/20/2023,476908,476961,0.0
BAMLL 2015-200P F,,12/22/2023,452363,-30459,0.0
Massachusetts Mutual Life Insurance Company . Springfield MA MassMutual Financial Group 1.D,FE,04/10/2015,300000,0,0.116
E14.1 92929Q-AQ-0 WASTE MNGMT HOLDINGS,,06/22/2023,264478,9661,0.0
GOLDMAN SACHS FINANCIAL SQUARE,,12/28/2023,240747,0,0.0
JFIN 2017-2A,AR,12/20/2023,189339,193519,0.0
WASHINGTON ST BIOMEDICAL RESEA,,07/01/2023,180000,180000,0.0
GNR 2023-47 JA,,12/01/2023,167122,167331,0.0
FNR 2022-87 BD,,12/01/2023,162736,162939,0.0
FHR 5274 JA,,12/01/2023,142203,143233,0.0
SEACO 2014-1A A2 C,,03/08/2023,142083,-2707,0.0
ABFC 2006-OPT1 A3C1,,12/25/2023,140407,151741,0.0
SAIL 2005-HE1 M2,,12/25/2023,138447,143144,0.0
FNR 2022-82 KA,,12/01/2023,134557,134958,0.0
EDF DANVERS II (KOHLS),,12/01/2023,133195,133188,0.0
POPLR 2005-3 M1,,12/01/2023,131745,132740,0.0
CASL 2019-A A1,,12/25/2023,131513,132152,0.0
BX 2021-RISE B,,11/15/2023,119783,124450,0.0
AHOLD LEASE SERIES 2001-,,09/28/2023,111995,96340,0.0
IMM 2004-8 2A1,,12/25/2023,108871,111093,0.0
FNR 2022-76 D,,12/01/2023,98837,100089,0.0
VERUS 2022-3 A3,,12/01/2023,97819,99404,0.0
SASC 2005-OPT1 A3,,12/25/2023,97507,182257,0.0
LBMLT 2002-5 M1,,12/25/2023,97442,103666,0.0
POPLR 2006-B M1,,12/25/2023,97283,102000,0.0
GREAT RIVER ENERGY,,07/01/2023,96604,96604,0.0
TPMT 2022-1 A1,,12/01/2023,96092,100336,0.0
MSAIC 2023-1A A,,12/20/2023,94820,95100,0.0
VERUS 2022-6 A1,,12/01/2023,91939,92796,0.0
SLMA 2004-A A3,,12/15/2023,90718,96960,0.0
CIMARRON CTR LLC (WALMART),,12/01/2023,89920,89920,0.0
NRZT 2017-3A B3,,12/01/2023,88389,84253,0.0
BX 2021-RISE C,,09/15/2023,82967,82967,0.0
ALASKA AIRLINES 2020 TR,,08/15/2023,78388,78388,0.0
GNR 2023-43 AB,,12/01/2023,78133,78354,0.0
GOOD 2022-3CS A,,12/22/2023,75114,75146,0.0
