loan_number,city,state,date_acquired,interest_rate,book_value
135021,Cf Crofton,MD,07/01/2004,5.85,895529
1448,Charlotte,NC,12/11/2007,6.2,4393054
1561,Bloomington,MN,09/28/2007,5.85,741259
1673,Spokane,WA,06/19/2012,4.05,3704629
1705,Concord,CA,11/07/2013,4.5,10939092
1709,Verona,WI,10/23/2013,4.33,7166589
1727,Jacksonville,FL,10/27/2014,4.15,1719251
1728,Cf Meridian,ID,05/28/2014,4.58,17609112
1729,Pasadena,MD,11/03/2014,4.59,5102218
1730,Cf Madison,WI,05/22/2014,4.56,16414043
1736,Pleasant Hill,CA,11/24/2014,4.01,8981509
1748,Lutherville-Timonium,MD,12/12/2014,4.0,15405885
1750,Milwaukee,WI,01/28/2015,4.0,11689673
1755,Indian Trail,NC,03/06/2015,4.0,5415252
1763,Los Angeles,CA,08/26/2015,3.99,5519532
1764,Fishers,IN,08/05/2015,4.05,16176102
1768,Cerritos,CA,10/15/2015,4.16,6000000
1769,Camarillo,CA,10/29/2015,4.2,5221758
1770,Cockeysville,MD,12/10/2015,4.0,15383718
1781,Mequon,WI,12/15/2016,3.73,4496483
1787,Cf Anaheim,CA,12/13/2016,3.61,4800000
1788,Cf Anaheim,CA,12/13/2016,3.61,2500000
1789,Cf Placentia,CA,01/24/2017,3.61,1800000
1791,Gaithersburg,MD,02/07/2017,4.41,14590355
1798,Cf Roseville,CA,08/01/2017,4.22,8544590
1802,Temecula,CA,09/07/2017,4.0,4498081
1803,Cf Concord,NC,08/30/2017,3.97,10379079
1804,Lincoln,CA,12/21/2017,4.33,8956096
1805,Baltimore,MD,06/07/2018,4.15,3912082
1806,Baltimore,MD,06/07/2018,4.15,3623485
1807,Cf Chula Vista,CA,05/01/2018,4.0,2827590
1808,Denver,CO,06/19/2018,4.28,3333803
1809,Columbia,SC,03/29/2018,3.89,14675252
1815,Cf Melville,NY,07/31/2018,4.33,3143326
1816,Cf Virginia Beach,VA,08/29/2018,4.3,18537859
1817,Arvada,CO,02/26/2019,4.47,4206276
1821,Mesa,AZ,08/08/2018,4.31,4414644
1823,Skokie,IL,10/04/2018,4.33,7848310
1829,Bronx,NY,01/15/2019,4.51,3098924
1831,Evansville,IN,01/15/2019,6.22,1689467
1833,Dallas,TX,01/15/2019,6.46,1238964
1835,Fountain Valley,CA,03/07/2019,4.56,7350000
1839,Meridian,ID,09/06/2019,4.0,11239748
1840,Greenfield,WI,02/26/2020,3.42,7464391
1841,City Of Industry,CA,12/05/2019,3.5,5875000
1843,Cf Chattanooga,TN,10/31/2019,3.35,24959613
1844,Buford,GA,11/21/2019,3.5,6637583
1846,Hacienda Heights,CA,01/09/2020,3.25,2283840
1847,Highlands Ranch,CO,12/19/2019,3.5,2380635
1850,Madison,WI,03/04/2020,3.64,9794521
1851,Tucson,AZ,02/27/2020,3.68,5371164
1852,Doraville,GA,04/14/2020,3.3,7076545
1857,Elgin,IL,12/01/2020,3.0,3605000
1858,Plainfield,IN,04/14/2021,3.5,20000000
1859,Anaheim,CA,04/15/2021,3.0,10200000
1860,Corona,CA,04/15/2021,3.0,1850000
1861,San Diego,CA,04/15/2021,3.0,900000
1862,Santa Ana,CA,05/18/2021,3.0,7350000
1863,Spokane Valley,WA,05/19/2021,3.38,12129622
1864,Sewickley,PA,05/27/2021,3.0,7500000
1865,Lake Forest,CA,12/15/2021,3.5,4643588
1866,Menifee,CA,09/01/2021,3.15,5969818
1867,Greenwood Village,CO,07/21/2021,3.43,5782960
1869,Kennesaw,GA,10/06/2021,3.0,10735988
1870,Mokena,IL,11/23/2021,2.86,3400000
