name,state,date_acquired,book_value,investment_income,ownership_pct
LNC SHORT TERM CASH MNGT ACCT,,12/31/2021,3654842656,0,0.0
"VGH2 1,305 62,355,029 Stoxx 50",VA,03/18/2022,1273443,1878445,0.0
"March 22 Ultra US T- WNH2 250 25,000,000 Bonds",VA,03/22/2022,783300,753125,0.0
"March 22 5 YR T-Notes CBT (CME Group) FVH2 2,800 280,000,000",VA,03/31/2022,679685,8435000,0.0
"QCF2 650 16,878,053",VA,01/21/2022,490387,508451,0.0
"BPH2 395 33,011,189",VA,03/14/2022,393467,994462,0.0
"ECH2 375 53,155,625 Currency",VA,03/14/2022,293594,1601313,0.0
"March 22 XPI ASX SPI XPH2 230 30,470,700 200",VA,03/17/2022,243709,917930,0.0
"ADH2 370 26,697,661",VA,03/14/2022,230939,804267,0.0
"TUH2 1,600 320,000,000",VA,03/31/2022,136760,9640000,0.0
"CME (CME Group) LCZ7XYGSLJUHFXXNXD88 4,699.5880 4,699.5880 RTH2 675 75,765,685",VA,03/18/2022,71185,2282441,0.0
"FVH2 30 3,000,000",VA,03/31/2022,2111,90375,0.0
January 22 OMXS30,IND,12/27/2021,0,0,0.0
March 22 5 YR T-Notes,,12/29/2021,0,0,0.0
March 22 BP Currency,,12/31/2021,0,0,0.0
March 22 DJ Euro,,12/31/2021,0,0,0.0
"ZH2 390 37,998,355 March 22 FTSE 100",VA,03/18/2022,0,0,0.0
"USH2 495 49,500,000 March 22 US T-Bonds",VA,03/22/2022,0,0,0.0
DREYFUS TREASURY SEC CASH MGMT,,12/31/2021,0,0,0.01
BLACKROCK LIQUIDITY FDS,,12/31/2021,0,0,0.01
NORTHERN INSTITUTIONAL TREAS,,12/31/2021,0,0,0.026
"March 22 Russell Mini RTH2 110 12,362,228",VA,03/18/2022,-26828,372412,0.0
"March 22 10 YR T- TYH2 500 50,000,000 Notes",VA,03/22/2022,-144525,1506250,0.0
"March 22 JPN YEN (351,140) JYH2 455 49,748,225 Currency",VA,03/14/2022,-278350,1498665,0.0
"March 22 S&P Mini ESH2 840 200,191,375 Index",VA,03/18/2022,-334375,6030765,0.0
"March 22 S&P Mini ESH2 490 115,139,907 Index",VA,03/18/2022,-1443343,3468590,0.0
"March 22 S&P Mid 400 FAH2 3,780 1,048,578,565",VA,03/18/2022,-24072035,31588428,0.0
