entity,period,state,state_code,life,annuity,ah,other,total,deposit
LLANY,2021Q4,Alabama,AL,7951,67616,31328,0,106895,0
LLANY,2021Q4,Alaska,AK,12352,4512,0,0,16864,0
LLANY,2021Q4,Arizona,AZ,408902,182699,74675,0,666276,0
LLANY,2021Q4,Arkansas,AR,5003,199690,46133,0,250826,0
LLANY,2021Q4,California,CA,1169809,4112756,748557,0,6031122,0
LLANY,2021Q4,Colorado,CO,207406,4982617,78660,0,5268683,0
LLANY,2021Q4,Connecticut,CT,2200681,6084387,1108416,0,9393484,0
LLANY,2021Q4,Delaware,DE,3988191,585393,67016,0,4640600,0
LLANY,2021Q4,District Of Columbia,DC,114733,523219,54243,0,692195,0
LLANY,2021Q4,Florida,FL,5632614,8831856,388696,0,14853166,0
LLANY,2021Q4,Georgia,GA,660260,1111757,193852,0,1965869,0
LLANY,2021Q4,Hawaii,HI,12583,43504,16563,0,72650,0
LLANY,2021Q4,Idaho,ID,1289,24376,15327,0,40992,0
LLANY,2021Q4,Illinois,IL,1213168,2406843,634765,0,4254776,0
LLANY,2021Q4,Indiana,IN,25871,142681,93426,0,261978,0
LLANY,2021Q4,Iowa,IA,914809,21106,79084,0,1014999,0
LLANY,2021Q4,Kansas,KS,65023,30417,13639,0,109079,0
LLANY,2021Q4,Kentucky,KY,35326,183888,62289,0,281503,0
LLANY,2021Q4,Louisiana,LA,21066,63779,40241,0,125086,0
LLANY,2021Q4,Maine,ME,238387,20560,3547,0,262494,0
LLANY,2021Q4,Maryland,MD,771163,709642,514158,0,1994963,0
LLANY,2021Q4,Massachusetts,MA,1465091,803350,603989,0,2872430,0
LLANY,2021Q4,Michigan,MI,11976322,149250,184948,0,12310520,0
LLANY,2021Q4,Minnesota,MN,24246940,731436,74936,0,25053312,0
LLANY,2021Q4,Mississippi,MS,204,8523,0,0,8727,0
LLANY,2021Q4,Missouri,MO,419779,1140236,58466,0,1618481,0
LLANY,2021Q4,Montana,MT,7274,21413,641,0,29328,0
LLANY,2021Q4,Nebraska,NE,14193,14939,39701,0,68833,0
LLANY,2021Q4,Nevada,NV,146240,2311023,18381,0,2475644,0
LLANY,2021Q4,New Hampshire,NH,233729,136050,31095,0,400874,0
LLANY,2021Q4,New Jersey,NJ,5314692,27027654,948311,0,33290657,0
LLANY,2021Q4,New Mexico,NM,22419,116253,11226,0,149898,0
LLANY,2021Q4,New York,NY,218431085,652578506,85314220,0,956323811,0
LLANY,2021Q4,North Carolina,NC,2013719,1964656,2770673,0,6749048,0
LLANY,2021Q4,North Dakota,ND,1002,0,0,0,1002,0
LLANY,2021Q4,Ohio,OH,1083561,347297,501299,0,1932157,0
LLANY,2021Q4,Oklahoma,OK,244793,263959,18097,0,526849,0
LLANY,2021Q4,Oregon,OR,125068,330907,28451,0,484426,0
LLANY,2021Q4,Pennsylvania,PA,1538571,5587310,913296,0,8039177,0
LLANY,2021Q4,Rhode Island,RI,231219,127626,2726,0,361571,0
LLANY,2021Q4,South Carolina,SC,543886,843763,37802,0,1425451,0
LLANY,2021Q4,South Dakota,SD,1457641,8520,0,0,1466161,0
LLANY,2021Q4,Tennessee,TN,121735,158268,149394,0,429397,0
LLANY,2021Q4,Texas,TX,5810742,1452828,1122099,0,8385669,0
LLANY,2021Q4,Utah,UT,2888218,74079,1431770,0,4394067,0
LLANY,2021Q4,Vermont,VT,337455,120712,1335,0,459502,0
LLANY,2021Q4,Virginia,VA,389083,1401493,148301,0,1938877,0
LLANY,2021Q4,Washington,WA,369946,930522,83142,0,1383610,0
LLANY,2021Q4,West Virginia,WV,5977,2779,7718,0,16474,0
LLANY,2021Q4,Wisconsin,WI,72491,345359,81743,0,499593,0
LLANY,2021Q4,Wyoming,WY,57180,20700,588,0,78468,0
LLANY,2021Q4,Puerto Rico,PR,86983,888,0,0,87871,0
LLANY,2021Q4,Alabama,AL,7951,67616,31272,0,106839,0
LLANY,2021Q4,Alaska,AK,12352,4512,0,0,16864,0
LLANY,2021Q4,Arizona,AZ,408902,182699,74526,0,666127,0
LLANY,2021Q4,Arkansas,AR,5003,199690,46119,0,250812,0
LLANY,2021Q4,California,CA,1169809,4112756,723843,0,6006408,0
LLANY,2021Q4,Colorado,CO,207406,4982617,77762,0,5267785,0
LLANY,2021Q4,Connecticut,CT,2200681,6084387,1062259,0,9347327,0
LLANY,2021Q4,Delaware,DE,3988191,585393,66887,0,4640471,0
LLANY,2021Q4,District Of Columbia,DC,114733,523219,53486,0,691438,0
LLANY,2021Q4,Florida,FL,5632614,8831856,359066,0,14823536,0
LLANY,2021Q4,Georgia,GA,660260,1111757,188694,0,1960711,0
