name,state,date_acquired,book_value,investment_income,ownership_pct
"Bonds - Parent, Subsidiaries and Affiliates - Issuer Obligations LNC SHORT TERM CASH MNGT ACCT",,12/31/2019.,1135803470,0,0.0
"ESH0 2,335 377,230,925 March 20 S&P 500 Mini",VA,03/31/2020.,2337650,3592575,0.0
CUSIP Description Code Date Acquired Rate of Interest Maturity Date 09248U 71 8 BLACKROCK LIQUIDITY FDS,,11/01/2019,1320593,0,2.11
"RTYH0 1,180 98,565,400 March 20 Russell Emini CME",VA,03/31/2020.,369010,552053,0.0
"Hedging Other 122,000,781 March 20 10 YR T-Notes",VA,03/31/2020.,260205,567822,0.0
"BPH0 370 30,737,750 March 20 Foreign Currency AUD",VA,03/31/2020.,252664,888000,0.0
March 20 FOreign CUrrency,VA,03/31/2020.,246750,423000,0.0
"Z_H0 260 25,829,160 March 20 FTSE 100",VA,03/31/2020.,187242,1159024,0.0
"JYH0 230 26,580,813 March 20 Foreign Currency YEN",VA,03/31/2020.,120146,494500,0.0
"TYH0 950 29,652,344 March 20 5 YR T-Notes",VA,03/31/2020.,92675,92675,0.0
"March 20 Dow Jones Euro Stoxx Equity/In VGH0 710 29,719,151 50",VA,03/31/2020.,60514,2078017,0.0
"TPH0 160 25,337,939 March 20 TOPIX",VA,03/31/2020.,33120,706694,0.0
"MESH0 145 8,121,450 March 20 Mini MSCI Future",VA,03/31/2020.,12511,360352,0.0
"Hedged Item Current Year end (b) TUH0 200 43,100,000 March 20 2 YR T-Notes",VA,03/31/2020.,7800,40140,0.0
Common Stocks - Mutual Funds,,12/27/2019.,0,0,0.0
Annual Statement for the year 2019 of the The Lincoln National Life Insurance Company,,12/27/2019.,0,0,0.0
"53500Q 65 0 Lincoln Var Ins Prods Trust US AGGR GROW 1,062.230 11,407 10.739 11,407 10,651 516 1,252 1,252",,12/27/2019.,0,0,0.0
"53500Q 73 4 Lincoln Var Ins Prods Trust ISHARES TR U 10,562.900 131,413 12.441 131,413 106,456 2,969 19,807 19,807",,12/27/2019.,0,0,0.0
"53500Q 74 2 Lincoln Var Ins Prods Trust ISHARES GLB 10,583.140 131,358 12.412 131,358 106,696 3,223 20,421 20,421",,12/27/2019.,0,0,0.0
"53500Q 75 9 Lincoln Var Ins Prods Trust ISHARES FI A 10,832.340 113,046 10.436 113,046 108,449 3,456 6,434 6,434",,12/27/2019.,0,0,0.0
"FAH0 5,080 1,048,918,400 March 20 S&P MID 400",VA,03/31/2020.,0,-16786812,0.0
All Other Money Market Mutual Funds 09248U 70 0 BLACKROCK LIQUIDITY FDS FDFND-INSTL,,12/30/2019,0,0,2.1
38141W 27 3 GOLDMAN SACHS FINL INSTL MMF GOVT-FS,,12/31/2019,0,0,2.1
"FVH0 250 19,488,281 March 20 US T-Bonds",VA,03/31/2020.,-23438,-23438,0.0
"XPH0 70 8,122,742 March 20 XPI ASX SPI 200",VA,03/31/2020.,-50690,371558,0.0
"January 21 OMXS30 IND Equity/In QCF1 365 6,894,646 FUTURE",VA,01/31/2021.,-61875,587249,0.0
"RTYH0 1,090 91,047,700 March 20 Russell Emini CME",VA,03/31/2020.,-1201725,509947,0.0
"WNH0 330 59,946,563 March 20 Ultra US T-Bonds",VA,03/31/2020.,-1807245,-1807245,0.0
"MESH0 1,435 80,374,350 March 20 Mini MSCI Future",VA,03/31/2020.,-2091240,3566244,0.0
