entity,period,state,loan_count,total_book_value,avg_interest_rate
MLIC,2023Q1,AL,1,7325000.0,8.25
MLIC,2023Q1,AZ,6,2204526.0,7.2117
MLIC,2023Q1,CA,46,64965160.0,6.4835
MLIC,2023Q1,CO,3,22518493.0,6.92
MLIC,2023Q1,CT,2,423689.0,8.38
MLIC,2023Q1,DB,7,2661777.0,1.5714
MLIC,2023Q1,EL,2,11156670.0,4.96
MLIC,2023Q1,FL,31,70930070.0,7.14
MLIC,2023Q1,GA,4,25672106.0,7.0
MLIC,2023Q1,IA,2,15730104.0,5.015
MLIC,2023Q1,ID,2,1303704.0,6.315
MLIC,2023Q1,IL,14,61635695.0,7.7329
MLIC,2023Q1,IN,2,3163730.0,6.91
MLIC,2023Q1,INN,1,364843.0,9.0
MLIC,2023Q1,KS,1,146057.0,2.43
MLIC,2023Q1,LA,1,1176167.0,8.13
MLIC,2023Q1,LAS,1,130751.0,5.63
MLIC,2023Q1,LOS,11,9921318.0,7.7282
MLIC,2023Q1,MA,6,110431234.0,5.9033
MLIC,2023Q1,MD,5,807336.0,7.478
MLIC,2023Q1,MO,1,740000.0,6.3
MLIC,2023Q1,MS,1,4940246.0,6.0
MLIC,2023Q1,NC,8,3063100.0,7.4575
MLIC,2023Q1,NE,4,10770505.0,6.3625
MLIC,2023Q1,NEW,7,26502234.0,6.3314
MLIC,2023Q1,NJ,14,22305903.0,7.2164
MLIC,2023Q1,NOT,1,5444347.0,3.72
MLIC,2023Q1,NV,1,471583.0,8.25
MLIC,2023Q1,NY,4,1333136.0,7.25
MLIC,2023Q1,OAK,1,524816.0,4.75
MLIC,2023Q1,OH,6,733576.0,8.0833
MLIC,2023Q1,OR,3,33558063.0,5.0633
MLIC,2023Q1,PA,2,460987.0,8.5
MLIC,2023Q1,SAN,5,24521039.0,5.87
MLIC,2023Q1,SC,5,867133.0,4.802
MLIC,2023Q1,SD,3,18614485.0,6.27
MLIC,2023Q1,ST,1,586962.0,8.9
MLIC,2023Q1,TN,8,5440859.0,7.0225
MLIC,2023Q1,TX,22,34860341.0,7.1732
MLIC,2023Q1,US,10,452373566.0,4.523
MLIC,2023Q1,UT,1,196459.0,5.0
MLIC,2023Q1,VA,5,26001632.0,6.56
MLIC,2023Q1,WA,10,60773537.0,6.775
MLIC,2023Q1,WY,1,200000.0,4.64
MLIC,2023Q3,AK,1,41685.0,4.13
MLIC,2023Q3,AR,1,1320000.0,6.15
MLIC,2023Q3,AZ,3,428496.0,4.7933
MLIC,2023Q3,CA,52,149609387.0,5.0394
MLIC,2023Q3,CO,3,990534.0,4.46
MLIC,2023Q3,CT,1,354311.0,3.25
MLIC,2023Q3,DB,6,1805250.0,1.0
MLIC,2023Q3,DC,1,248597.0,3.5
MLIC,2023Q3,DE,1,170651.0,4.13
MLIC,2023Q3,EL,2,233144.0,7.235
MLIC,2023Q3,END,1,1717899.0,7.61
MLIC,2023Q3,FAR,1,469986.0,4.13
MLIC,2023Q3,FL,37,98436838.0,5.5027
MLIC,2023Q3,FT,1,146248.0,4.75
MLIC,2023Q3,GA,4,19261654.0,8.245
MLIC,2023Q3,HI,1,107101.0,7.75
MLIC,2023Q3,IA,5,3286970.0,5.566
MLIC,2023Q3,ID,2,333925.0,5.785
MLIC,2023Q3,IL,12,10387624.0,5.1592
MLIC,2023Q3,IN,4,14971795.0,5.7
MLIC,2023Q3,KS,1,712968.0,2.43
MLIC,2023Q3,KY,2,340655.0,4.125
MLIC,2023Q3,LA,2,276706.0,5.565
