name,state,date_acquired,book_value,investment_income,ownership_pct
"ACCION VENTURE LAB FUND II, LP Washington",DC,12/12/2023,0,0,1.74
ADVENT INTERNATIONAL GPE X-A SCSP Boston,MA,04/28/2022,0,0,0.06
ADVENT INTERNATIONAL GPE X-D SCSP Boston,MA,04/28/2022,0,0,0.22
"AH American Dynamism Fund I, L.P. Menlo Park",CA,04/12/2024,0,0,0.11
"APOLLO IMPACT MISSION FUND, L.P. New York",NY,07/08/2021,0,0,0.65
"APOLLO INFRASTRUCTURE OPPORTUNITIES FUND II, L.P. New York",NY,06/01/2021,0,0,1.7
"Accel Growth Fund VII, L.P. Palo Alto",CA,12/18/2024,0,0,0.13
"Accel India VII, L.P. Bangalore",IND,03/01/2022,0,0,0.08
"Accel India VIII, L.P. Bangalore",IND,12/18/2024,0,0,0.08
Accel Leaders 4 L.P. Palo Alto,CA,06/15/2022,0,0,0.08
Accel London VII L.P. London,GBR,06/15/2021,0,0,0.11
"Accel London VIII, L.P. London",GBR,05/01/2024,0,0,0.16
"Accel XIV, L.P. Palo Alto",CA,03/01/2019,0,0,0.16
"Accel XVI, L.P. Palo Alto",CA,12/08/2023,0,0,0.23
"Accomplice Fund IV, L.P. Boston",MA,04/11/2022,0,0,1.1
"Airtree Ventures Core Fund V Partnership, LP Sydney",AUS,05/29/2025,0,0,0.69
"Airtree Ventures Opportunity Fund V Partnership, LP Sydney",AUS,05/29/2025,0,0,1.15
Altor Fund V (No. 1) AB Stockholm,SWE,12/17/2018,0,0,0.11
Altor Fund VI (No. 1) AB Stockholm,SWE,09/30/2022,0,0,0.49
"American Industrial Partners Capital Fund VII, L.P. New York",NY,03/26/2019,0,0,0.09
"Andreessen Horowitz Fund IX - AI Applications, L.P. Menlo Park",CA,04/12/2024,0,0,0.06
"Andreessen Horowitz Fund IX - AI Infrastructure, L.P. Menlo Park",CA,04/12/2024,0,0,0.06
"Andreessen Horowitz Fund VIII, L.P. Menlo Park",CA,11/30/2021,0,0,0.09
"Andreessen Horowitz LSV Fund III, L.P. Menlo Park",CA,11/30/2021,0,0,0.09
"Andreessen Horowitz LSV Fund IV, L.P. Menlo Park",CA,04/12/2024,0,0,0.06
"Anthemis Venture Fund III LP St. Peter Port, Guernsey",GBR,01/09/2024,0,0,2.74
"Arbor Venture Fund III, L.P. Singapore",SGP,06/24/2021,0,0,0.69
"Arctos Sports Partners Fund II, LP New York",NY,05/03/2022,0,0,0.1
"Arlington Capital Partners V, L.P. Chevy Chase",MD,04/29/2019,0,0,0.54
"Arlington Capital Partners VI, L.P. Chevy Chase",MD,05/01/2022,0,0,0.1
Arsenal Capital Partners Growth LP New York,NY,10/21/2021,0,0,0.41
Arsenal Capital Partners VI LP New York,NY,10/21/2021,0,0,0.13
"Astro Co-Invest, L.P. Houston",TX,04/25/2025,0,0,0.1
"Audax Mezzanine Fund III, L.P. New York",NY,12/10/2009,0,0,0.63
"Audax Private Equity Fund VII-A, L.P. Boston",MA,04/15/2022,0,0,0.11
"BDCM Opportunity Fund III, L.P. Greenwich",CT,11/06/2009,0,0,0.49
"BGH Capital Offshore Fund I, L.P. Melbourne",AUS,05/15/2018,0,0,0.59
"BLUE VISTA ACCELERATOR FUND, L.P. Chicago",IL,06/23/2023,0,0,4.46
"BVP Forge Institutional, L.P. Larchmont",NY,06/24/2022,0,0,0.15
"Battery Ventures Select Fund II, L.P. Boston",MA,05/01/2022,0,0,0.2
"Battery Ventures XIV, L.P. Boston",MA,05/01/2022,0,0,0.16
Bennett Holdings LP Toronto,CAN,05/20/2021,0,0,0.36
"Bessemer Venture Partners Century Fund II, L.P. Larchmont",NY,02/19/2021,0,0,0.2
"Bessemer Venture Partners XI Institutional, L.P. Larchmont",NY,02/19/2021,0,0,0.14
"Bessemer Venture Partners XII Institutional, L.P. Larchmont",NY,07/01/2022,0,0,0.12
"BharCap Partners II, L.P. Greenwich",CT,10/15/2024,0,0,0.64
Blackstar Stability Distressed Debt Fund Washington,DC,04/26/2023,0,0,3.58
"STATEMENT AS OF SEPTEMBER 30, 2025 OF THE METROPOLITAN TOWER LIFE INSURANCE COMPANY B.V.) Rotterdam",NLD,06/18/2021,0,0,0.77
Blue Revolution Fund L.P. Cork,IRL,09/19/2024,0,0,1.54
Blue Sea Capital Fund II LP Palm Beach,FL,02/04/2019,0,0,0.77
"Blue Sea Capital Fund III, LP Palm Beach",FL,07/29/2022,0,0,0.58
"Bond III, L.P. San Francisco",CA,04/01/2022,0,0,0.18
Bridgepoint Development Capital IV London,GBR,03/27/2020,0,0,0.19
"CARLYLE EUROPE TECHNOLOGY PARTNERS V - EU, S.C.Sp. London",GBR,03/17/2022,0,0,0.11
"CHRYSCAPITAL IX, LLC Mumbai",IND,06/03/2022,0,0,0.2
"CRV XIX, L.P. Palo Alto",CA,01/27/2022,0,0,0.31
"CRV XX, LP Palo Alto",CA,07/18/2025,0,0,0.47
"CSC ADS Holdings, L.P. Miami",FL,07/12/2021,0,0,0.75
"Carlyle Europe Technology Partners IV, S.C.Sp London",GBR,11/29/2018,0,0,0.17
Citation Glow Co-Invest LP Baton Rouge,LA,06/12/2025,0,0,0.1
"Clearlake Opportunities Partners II, L.P Los Angeles",CA,05/31/2019,0,0,0.35
"Concrete Rose Fund II, L.P. Menlo Park",CA,01/06/2023,0,0,1.84
"Construct Capital II, L.P. Washington",DC,06/01/2022,0,0,1.58
"Cortec Group Fund VII, L.P. New York",NY,09/16/2019,0,0,0.56
"Cortec Group Fund VIII, L.P. New York",NY,03/01/2023,0,0,0.17
Court Square Capital Partners IV New York,NY,07/03/2018,0,0,0.17
"Defy Partners II, L.P. Palo Alto",CA,03/28/2019,0,0,0.84
Eight Cinven Fund (NO.1) L.P. London,GBR,07/05/2022,0,0,0.1
Endless V A LP Leeds,GBR,10/16/2020,0,0,0.65
Equistone Partners Europe Fund VI SCSp London,GBR,03/08/2018,0,0,0.17
FCDE Independent Fund II FPCI Paris,FRA,07/02/2022,0,0,1.62
"FPV Fund II, L.P. San Francisco",CA,04/03/2025,0,0,0.42
"Fifth Wall Ventures II, L.P. Los Angeles",CA,10/15/2018,0,0,0.67
"FirstMark Capital OF IV, L.P. New York",NY,04/15/2022,0,0,0.33
"FirstMark Capital V, L.P. New York",NY,12/13/2019,0,0,0.74
"FirstMark Capital VI, L.P. New York",NY,04/15/2022,0,0,0.33
"Foundation Capital X, L.P. San Francisco",CA,06/07/2021,0,0,0.35
"Foundation Capital XI, L.P. Palo Alto",CA,03/31/2023,0,0,0.26
"Francisco Partners Agility III, L.P. San Francisco",CA,04/28/2022,0,0,0.17
"Francisco Partners VI, L.P. San Francisco",CA,04/03/2020,0,0,0.08
"Francisco Partners VII, L.P. San Francisco",CA,04/28/2022,0,0,0.08
GGV Capital VIII L.P. Menlo Park,CA,10/29/2020,0,0,0.18
GGV Capital VIII Plus L.P. Menlo Park,CA,10/29/2020,0,0,0.17
"GGV Discovery III, L.P. Menlo Park",CA,10/29/2020,0,0,0.17
"General Atlantic Investment Partners 2025, L.P. New York",NY,09/12/2025,0,0,0.06
"General Atlantic Investment Partners 2025, L.P. - T1G New York",NY,09/12/2025,0,0,7.5
"Genstar Capital Partners IX, L.P. San Francisco",CA,02/19/2019,0,0,0.08
"Genstar X Opportunities Fund I, L.P. San Francisco",CA,03/18/2021,0,0,0.07
"Glasswing Ventures II, L.P. Boston",MA,04/15/2021,0,0,1.14
"Glendower Capital Strategic Partnership 2021 (B), LP New York",NY,06/28/2021,0,0,2.25
"Glenwood Korea Private Equity Fund III, L.P. Seoul",KOR,06/06/2025,0,0,0.49
"Global Infrastructure Partners III-A/B, L.P. New York",NY,12/16/2015,0,0,0.1
"Global Infrastructure Partners IV, L.P. New York",NY,07/01/2019,0,0,0.1
"Graham Partners VI, L.P. Philadelphia",PA,05/03/2023,0,0,0.15
"STATEMENT AS OF SEPTEMBER 30, 2025 OF THE METROPOLITAN TOWER LIFE INSURANCE COMPANY Great Hill Equity Partners IX, L.P. Boston",MA,07/10/2025,0,0,0.15
"Great Hill Equity Partners VII, L.P. Boston",MA,06/26/2019,0,0,0.2
"Great Hill Equity Partners VIII, L.P. Boston",MA,01/31/2022,0,0,0.23
"Green Equity Investors IX, L.P. Los Angeles",CA,04/15/2022,0,0,0.08
"Green Equity Investors VII, L.P. Los Angeles",CA,02/16/2016,0,0,0.15
HX One L.P. Salt Lake City,UT,03/28/2025,0,0,0.25
Hg Genesis 10 A L.P. London,GBR,04/14/2022,0,0,0.05
Hg Genesis 11 A L.P. London,GBR,07/08/2025,0,0,0.09
Hg Genesis 9 L.P. London,GBR,02/07/2020,0,0,0.06
Hg Mercury 4 A L.P. London,GBR,01/12/2023,0,0,0.25
Hg Mercury 5 A L.P. London,GBR,07/08/2025,0,0,0.35
Hg Saturn 2 A L.P. London,GBR,02/07/2020,0,0,0.07
"Hony Capital Fund VIII (Cayman), L.P. Beijing",CHN,09/24/2015,0,0,0.11
"IMPACT DEVELOPERS FUND, LP New York",NY,07/17/2023,0,0,1.72
INDEX ORIGIN II (JERSEY) L.P. London,GBR,11/17/2022,0,0,0.18
"INDEX VENTURES GROWTH VI (JERSEY), L.P. London",GBR,06/07/2021,0,0,0.14
"Index Ventures XII (Jersey), L.P. London",GBR,07/01/2024,0,0,0.2
Inflexion Buyout Fund V Limited Partnership London,GBR,04/09/2018,0,0,0.28
Inflexion Enterprise Fund V London,GBR,04/04/2019,0,0,0.22
Inflexion Partnership Capital Fund II Limited Partnership London,GBR,04/09/2018,0,0,0.37
Inflexion Partnership Capital Fund III (No.1) Limited Partnership London,GBR,05/16/2023,0,0,0.05
Inflexion Supplemental Fund V London,GBR,04/04/2019,0,0,0.32
"Invictus Growth Fund I, L.P. San Francisco",CA,09/23/2021,0,0,0.79
"Jade Equity Investors, L.P. Los Angeles",CA,10/14/2019,0,0,0.52
KKR Dislocation Opportunities (Domestic) Fund L.P. New York,NY,04/09/2020,0,0,1.55
KKR Opportunities (Domestic) Fund II SCSp New York,NY,10/29/2021,0,0,1.41
"LSC V, L.P. Shanghai",CHN,09/09/2021,0,0,0.16
"Lightspeed Venture Partners Select III, L.P. Menlo Park",CA,03/28/2018,0,0,0.23
"Lightspeed Venture Partners Select IV, L.P. Menlo Park",CA,02/28/2020,0,0,0.1
"Lightspeed Venture Partners Select V, L.P. Menlo Park",CA,02/28/2022,0,0,0.11
"Lightspeed Venture Partners Select VI, L.P. Menlo Park",CA,03/27/2025,0,0,0.23
"Lightspeed Venture Partners XIII, L.P. Menlo Park",CA,02/28/2020,0,0,0.1
"Lightspeed Venture Partners XIV-A (Inception), L.P. Menlo Park",CA,02/28/2022,0,0,0.14
"Lightspeed Venture Partners XIV-B (Ignite), L.P. Menlo Park",CA,02/28/2022,0,0,0.14
"Lightspeed Venture Partners XV-A (Inception), L.P. Menlo Park",CA,03/31/2025,0,0,0.17
"Lightspeed Venture Partners XV-B (Ignite), L.P. Menlo Park",CA,03/31/2025,0,0,0.17
"Linzor Capital Partners II, L.P. Santiago",CHL,07/23/2010,0,0,1.27
"Linzor Capital Partners III, L.P. Santiago",CHL,02/26/2015,0,0,0.98
MED Platform II SLP Lyon,FRA,12/10/2021,0,0,0.16
MED Rise Lyon,FRA,03/29/2024,0,0,0.35
MEDICXI V LP London,GBR,09/18/2025,0,0,0.71
Medicxi III LP London,GBR,04/09/2019,0,0,0.92
"Menlo Inflection III L.P. (F.K.A. Menlo Special Opportunities Fund III, L.P) Menlo Park",CA,08/02/2022,0,0,0.2
"Menlo Ventures XVI, L.P. Menlo Park",CA,02/27/2023,0,0,0.37
Meritech Capital Partners VIII L.P. Palo Alto,CA,07/01/2022,0,0,0.23
Meritech Capital Sidecar III L.P. Palo Alto,CA,07/01/2022,0,0,0.7
Meritech Franchise Fund L.P. Palo Alto,CA,05/06/2021,0,0,0.34
"STATEMENT AS OF SEPTEMBER 30, 2025 OF THE METROPOLITAN TOWER LIFE INSURANCE COMPANY Moelis Asset Catalyst (Master) Fund I, LP New York",NY,05/16/2024,0,0,4.44
"Mosaic General Fund I, L.P. (fka Mastry Fund I, L.P.) San Francisco",CA,10/14/2021,0,0,2.44
"Mountaingate Capital Fund II, L.P. Denver",CO,05/20/2021,0,0,0.67
"Mountaingate Capital Fund III, L.P. Denver",CO,12/12/2024,0,0,1.78
"Nautic Partners XI, L.P. Providence",RI,06/20/2024,0,0,0.12
OWL Co-Invest Opportunity LP Detroit,MI,12/28/2023,0,0,0.71
"Olympus Growth Fund VII, L.P. Stamford",CT,11/20/2017,0,0,0.25
"One Equity Partners IX, L.P. New York",NY,12/06/2024,0,0,0.53
PAI Partners VIII-1 SCSp Paris,FRA,11/30/2021,0,0,0.1
"Patria - Private Equity Fund VI, L.P. Sao Paulo",BRA,12/18/2017,0,0,0.29
Permira VIII - 1 SCSp London,GBR,12/14/2021,0,0,0.06
"Polish Enterprise Fund VIII, L.P. Warsaw POL Enterprise Investors",,09/08/2017,0,0,0.7
Primavera Capital Fund IV L.P. Hong Kong,CHN,05/20/2021,0,0,0.11
"Public Pension Capital, LLC New York",NY,07/10/2014,0,0,0.2
"Quona Accion Inclusion Fund III, L.P. Washington",DC,07/28/2021,0,0,1.09
RESILIENCEVC FUND I LP Washington,DC,11/14/2024,0,0,3.16
Revelstoke Holdings I LP Toronto,CAN,09/22/2021,0,0,0.13
"Riverstone Global Energy and Power Fund VI, L.P. New York",NY,10/31/2014,0,0,0.32
