loan_number,city,state,date_acquired,interest_rate,book_value
0000200377,Napa,CA,05/17/2022,5.66,1100000
0000201256,Palm Beach,FL,12/22/2020,6.42,129290
0000201787,Adair,KY,08/31/2021,7.25,692403
0000201880,Glenn,CA,07/28/2021,6.33,855000
0000202991,Santa Barbara,CA,07/18/2023,6.53,1347000
0000203069,Alcorn,MS,09/21/2023,9.3,350000
0000203573,Bristol,MA,07/25/2025,6.44,1529507
0000203734,Refugio,TX,08/29/2025,5.62,996624
0000203755,York,NE,09/04/2025,5.6,5300000
0000203766,Howard,IN,09/03/2025,5.6,999480
0000202212,Mississippi,AR,12/21/2021,7.25,425000
0000202380,Fresno,CA,05/20/2022,5.87,51429
9900164195,Temple,TX,07/17/2025,8.125,137759
9900164200,Snohomish,WA,07/17/2025,7.75,630153
9900164212,Miami,FL,07/17/2025,7.125,373883
9900164217,Bloomfield Hills,MI,07/17/2025,7.25,657433
9900164219,San Clemente,CA,07/17/2025,6.875,2071317
9900164227,Norwalk,CT,07/17/2025,8.5,244178
9900164246,Poway,CA,07/17/2025,7.625,2854747
9900164249,Slidell,LA,07/17/2025,7.999,1013977
9900164250,Phoenix,AZ,07/17/2025,8.125,792720
9900164252,Punta Gorda,FL,07/17/2025,7.875,412084
9900164281,Nampa,ID,07/17/2025,6.75,287498
9900164412,Harrison,TN,07/17/2025,6.625,203238
9900164453,Chester,VA,07/17/2025,8.25,253335
9900164456,Big Bear City,CA,07/17/2025,7.625,453838
9900164460,Chula Vista,CA,07/17/2025,7.25,244721
9900164464,San Diego,CA,07/17/2025,6.5,954895
9900164465,Rancho Santa Fe,CA,07/17/2025,6.75,803055
9900164470,Miami,FL,07/17/2025,7.125,276437
9900164472,Kissimmee,FL,07/17/2025,9.0,189726
9900164484,Camden,NJ,07/17/2025,8.5,104501
9900164486,Los Angeles,CA,07/17/2025,7.0,499039
9900164500,Solsberry,IN,07/17/2025,8.875,248276
9900164503,Homeland,CA,07/17/2025,6.625,342740
9900164523,Tracy,CA,07/17/2025,7.75,660480
9900164524,Prescott,AZ,07/17/2025,7.875,496446
9900164527,Los Angeles,CA,07/17/2025,8.375,917893
9900164531,Dorrington,CA,07/17/2025,8.75,602582
9900164539,Colorado Springs,CO,07/17/2025,6.75,365942
9900164554,Boise,ID,07/17/2025,8.5,291181
9900164558,Albuquerque,NM,07/17/2025,7.75,250479
9900164570,Monsey,NY,07/17/2025,8.75,523674
9900164574,New York,NY,07/17/2025,8.25,172898
9900164575,Brigantine,NJ,07/17/2025,8.5,1137979
9900164578,New Rochelle,NY,07/17/2025,8.99,422375
9900164581,Elizabeth,NJ,07/17/2025,6.0,233773
9900164617,Fort Worth,TX,07/22/2025,6.999,253611
9900164636,El Sobrante,CA,07/22/2025,7.75,128514
9900164637,Grantsville,UT,07/22/2025,7.999,440197
9900164640,Charleston,SC,07/22/2025,7.5,160728
9900164687,Redondo Beach,CA,07/22/2025,7.375,1599240
9900164727,Simi Valley,CA,07/22/2025,7.75,843054
9900164752,New York,NY,07/22/2025,7.25,2406265
9900164825,Silver Spring,MD,07/23/2025,7.25,336333
9900164857,Cleveland,OH,07/23/2025,8.375,128239
9900164882,Hartford,CT,07/23/2025,7.125,302098
9900164911,Apache Junction,AZ,07/23/2025,6.625,368096
9900165061,Fall City,WA,07/23/2025,7.25,720588
9900165072,Gardena,CA,07/23/2025,7.125,786761
9900165115,Ocala,FL,07/23/2025,7.875,150119
9900165154,Santa Barbara,CA,07/23/2025,7.5,325399
9900165166,Greensboro,NC,07/23/2025,7.375,157647
9900165186,Erlanger,KY,07/23/2025,7.375,150395
9900165233,Utica,NY,07/23/2025,7.5,115820
9900165243,San Bruno,CA,07/23/2025,7.0,1009880
9900165251,San Antonio,TX,07/23/2025,8.0,157640
9900165311,Cincinnati,OH,07/23/2025,8.625,142529
9900165319,Ocean City,MD,07/25/2025,7.25,468281
9900165354,Sherman,TX,07/25/2025,7.625,143565
9900165375,Texas City,TX,07/25/2025,7.25,161072
9900165638,Norristown,PA,07/25/2025,8.375,210329
9900165644,Oregon City,OR,07/25/2025,8.75,334250
9900165651,Solvang,CA,07/25/2025,7.375,715284
9900165668,Santa Rosa,CA,07/25/2025,7.125,1171367
9900165670,Oak Forest,IL,07/25/2025,7.5,255061
9900165681,San Gabriel,CA,07/25/2025,6.75,1441396
9900165794,Midland,TX,08/04/2025,7.625,237962
9900165806,Surfside,FL,08/04/2025,6.999,332808
9900165819,Miami,FL,08/04/2025,7.125,1219309
9900165828,New Braunfels,TX,08/04/2025,7.875,373460
9900165938,Pearl City,HI,08/15/2025,7.75,158638
9900165951,Grass Valley,CA,08/15/2025,8.75,487988
9900165968,Mabank,TX,08/15/2025,10.125,351621
9900165989,Odenton,MD,08/15/2025,7.125,958995
9900166016,Honolulu,HI,08/15/2025,7.375,300802
9900166045,Houston,TX,08/15/2025,10.125,241639
9900166079,Fort Myers,FL,08/15/2025,8.375,252740
9900166119,Clovis,CA,08/15/2025,7.25,1118313
9900166124,Pomona,CA,08/18/2025,8.95,588500
9900166130,Alexandria,VA,08/18/2025,8.25,552500
9900166154,Los Angeles,CA,08/18/2025,9.75,607024
9900166188,Antioch,CA,08/18/2025,8.75,477170
9900166212,Los Angeles,CA,08/18/2025,8.25,1059478
9900166254,San Jose,CA,08/18/2025,8.85,1215938
9900166305,Bethel Island,CA,08/18/2025,9.6,793497
9900166321,Easton,PA,08/25/2025,8.25,213607
9900166345,Cleveland,OH,08/25/2025,8.125,109611
9900166388,Chattanooga,TN,08/25/2025,8.375,118804
9900166447,Vista,CA,08/25/2025,6.875,1334997
9900166787,South Bend,IN,08/25/2025,6.875,104472
9900166807,Salem,MA,08/25/2025,7.375,852999
9900166834,Center Line,MI,08/26/2025,7.875,76090
9900166855,Wickliffe,OH,08/26/2025,7.875,101339
9900166894,Glendale Heights,IL,08/26/2025,7.25,100377
9900166924,Lansdale,PA,08/26/2025,6.999,1031020
9900166946,Colorado Springs,CO,08/26/2025,6.499,199757
9900167018,Scranton,PA,08/26/2025,7.875,166689
9900167053,New Albany,OH,08/26/2025,6.75,257330
9900167068,Indianapolis,IN,08/26/2025,7.25,184347
9900167095,Wellington,FL,08/26/2025,6.75,999645
9900167189,Spring Valley,CA,08/26/2025,7.0,354705
9900167211,Tulsa,OK,08/26/2025,7.625,189100
9900167226,Newport Beach,CA,08/26/2025,7.875,3001724
9900167248,Elk Grove,CA,08/26/2025,6.75,150329
9900167265,Naperville,IL,08/26/2025,7.25,228858
9900167268,Ambler,PA,08/26/2025,6.625,754233
9900167271,Buckeye,AZ,08/26/2025,7.625,345585
9900167273,Dallas,TX,08/26/2025,8.375,775017
9900167275,Cincinnati,OH,08/26/2025,8.5,248601
9900167277,Lebanon,TN,08/26/2025,7.375,272785
9900167280,Ypsilanti,MI,08/26/2025,8.75,305917
9900167282,Chula Vista,CA,08/26/2025,8.875,748376
9900167284,Fulshear,TX,08/26/2025,7.125,497774
9900167288,Louisville,KY,08/26/2025,9.375,93467
9900167290,Los Angeles,CA,08/26/2025,8.125,744362
9900167292,Orange,TX,08/26/2025,7.5,115269
9900167302,Winton,CA,08/26/2025,11.25,267625
9900167305,Banning,CA,08/26/2025,8.95,300600
9900167307,Benbrook,TX,08/26/2025,10.19,343838
9900167309,Hatboro,PA,08/26/2025,12.49,296502
9900167311,Turlock,CA,08/26/2025,9.75,442500
9900167313,Loveland,CO,08/26/2025,10.45,394400
9900167315,Worthington,OH,08/26/2025,10.95,371485
9900167319,Pittsboro,NC,08/26/2025,9.99,376250
9900167321,Virginia Beach,VA,08/26/2025,9.95,270000
9900167329,Parker,CO,08/26/2025,10.25,500500
9900167331,Paso Robles,CA,08/26/2025,10.45,280200
9900167333,Stockton,CA,08/26/2025,9.95,278800
9900167336,Palm Springs,FL,08/26/2025,11.24,252000
9900167338,North Highlands,CA,08/26/2025,10.45,274500
9900167341,Los Angeles,CA,08/26/2025,10.95,440100
9900167343,Charlotte,NC,08/26/2025,11.49,320600
9900167347,Victorville,CA,08/26/2025,10.45,288000
9900167349,Fredericksburg,VA,08/26/2025,11.25,308400
9900167352,Fayetteville,NC,08/26/2025,9.99,341400
9900167355,Portland,OR,08/26/2025,11.25,417575
9900167357,Lodi,CA,08/26/2025,8.45,490450
9900167359,Cherry Hill Township,NJ,08/26/2025,9.25,339538
9900167366,Las Vegas,NV,08/26/2025,12.45,325500
