entity,period,state,state_code,life,annuity,ah,other,total,deposit
MLIC,2023Q1,Alabama,AL,28348767,1055226,24806651,0,54210644,0
MLIC,2023Q1,Alaska,AK,3292846,54520,4637168,34220,8018754,0
MLIC,2023Q1,Arizona,AZ,35530592,878864,49639234,268827216,354875906,0
MLIC,2023Q1,Arkansas,AR,12696809,278143,9433936,447232,22856120,0
MLIC,2023Q1,California,CA,305128216,6624893,281073042,28490937,621317088,4078380
MLIC,2023Q1,Colorado,CO,27190231,877592,32945538,6400775,67414136,0
MLIC,2023Q1,Connecticut,CT,45261572,3752649,29620029,6307895,84942145,0
MLIC,2023Q1,Delaware,DE,20034036,3275634,12209794,88198521,123717985,11520623285
MLIC,2023Q1,District Of Columbia,DC,6500257,120876,15802798,2481125,24905056,0
MLIC,2023Q1,Florida,FL,131423700,6495231,174298082,5748522,317965535,0
MLIC,2023Q1,Georgia,GA,88742772,1805229,97430646,98736008,286714655,0
MLIC,2023Q1,Hawaii,HI,4591538,224407,4939613,0,9755558,0
MLIC,2023Q1,Idaho,ID,4135030,18738,5199666,0,9353434,500000
MLIC,2023Q1,Illinois,IL,131008439,2003920,113500196,1699878,248212433,2000000
MLIC,2023Q1,Indiana,IN,50560604,5235176,30556273,3525666,89877719,0
MLIC,2023Q1,Iowa,IA,10229149,50078,12424196,0,22703423,0
MLIC,2023Q1,Kansas,KS,13329718,148919,14044254,0,27522891,0
MLIC,2023Q1,Kentucky,KY,30959997,796608,16969624,11952301,60678530,0
MLIC,2023Q1,Louisiana,LA,33753084,1505523,29254400,107092,64620099,0
MLIC,2023Q1,Maine,ME,6341853,713374,4673423,0,11728650,0
MLIC,2023Q1,Maryland,MD,60090110,2654303,49653741,9253745,121651899,0
MLIC,2023Q1,Massachusetts,MA,84158808,4855138,75368548,7151427,171533921,0
MLIC,2023Q1,Michigan,MI,174074241,1407042,47593391,274159,223348833,0
MLIC,2023Q1,Minnesota,MN,35377124,665310,30320645,0,66363079,0
MLIC,2023Q1,Mississippi,MS,15597379,711873,13560510,423843,30293605,0
MLIC,2023Q1,Missouri,MO,44555912,1225816,41286621,2703980,89772329,0
MLIC,2023Q1,Montana,MT,2409206,70682,2917922,0,5397810,0
MLIC,2023Q1,Nebraska,NE,7240254,141168,12599725,4291848,24272995,0
MLIC,2023Q1,Nevada,NV,11323494,127808,17707592,3848,29162742,0
MLIC,2023Q1,New Hampshire,NH,10376427,991231,8271985,31395,19671038,0
MLIC,2023Q1,New Jersey,NJ,109715263,10107030,99876849,15185313,234884455,-12736
MLIC,2023Q1,New Mexico,NM,9247563,271648,9850263,870979,20240453,0
MLIC,2023Q1,New York,NY,317046955,21240771,209241563,102686074,650215363,6885575368
MLIC,2023Q1,North Carolina,NC,75486401,897082,90695372,55000,167133855,0
MLIC,2023Q1,North Dakota,ND,2874203,4318,5078412,0,7956933,0
MLIC,2023Q1,Ohio,OH,111258902,2930149,80731390,257218,195177659,0
MLIC,2023Q1,Oklahoma,OK,17835661,500446,19405584,0,37741691,0
MLIC,2023Q1,Oregon,OR,15306037,109913,21171471,0,36587421,0
MLIC,2023Q1,Pennsylvania,PA,88552026,4963083,96058732,6445902,196019743,0
MLIC,2023Q1,Rhode Island,RI,6536375,1124748,4492852,394713,12548688,0
MLIC,2023Q1,South Carolina,SC,43023727,467344,25402594,0,68893665,0
MLIC,2023Q1,South Dakota,SD,3851255,33429,4459822,0,8344506,0
MLIC,2023Q1,Tennessee,TN,56312093,2109056,40910183,25303050,124634382,0
MLIC,2023Q1,Texas,TX,187834618,3424753,251447274,6815517,449522162,0
MLIC,2023Q1,Utah,UT,15159738,39332,19746560,0,34945630,0
MLIC,2023Q1,Vermont,VT,3917793,211660,2840560,0,6970013,0
MLIC,2023Q1,Virginia,VA,57815021,1454607,75707719,1028794,136006141,0
MLIC,2023Q1,Washington,WA,48226385,635117,44436044,22275,93319821,0
MLIC,2023Q1,West Virginia,WV,23472756,182175,7921810,472339,32049080,0
MLIC,2023Q1,Wisconsin,WI,28204770,1697464,23805420,3283761,56991415,0
MLIC,2023Q1,Wyoming,WY,3928819,43370,1445376,0,5417565,0
