entity,period,loan_number,city,state,date_acquired,interest_rate,book_value,land_value,appraisal_date
MLIC,2023Q1,0000199900,Madera,CA,12/13/2016,7.54,500000,8588957,
MLIC,2023Q1,0000200211,Tehama,CA,03/31/2017,7.03,123375,3282162,
MLIC,2023Q1,0000200358,Lewis,WA,11/27/2018,6.36,13000000,337025729,
MLIC,2023Q1,0000200743,Wheeler,GA,12/31/2018,6.05,14000000,165601828,
MLIC,2023Q1,0000201256,Walla Walla,WA,12/28/2018,6.78,5000000,56080283,
MLIC,2023Q1,0000201325,Fresno,CA,08/15/2019,6.78,5000000,32043344,
MLIC,2023Q1,0000201503,Fresno,CA,08/02/2019,7.56,420000,5837712,
MLIC,2023Q1,0000201640,Napa,CA,07/31/2019,6.64,5000000,111522530,
MLIC,2023Q1,0000201862,Fresno,CA,09/13/2019,9.58,5513143,3231241,
MLIC,2023Q1,0000201880,Putnam,IL,08/16/2019,8.08,3461538,6696956,
MLIC,2023Q1,0000202013,Presidio,TX,06/30/2020,6.36,280000,6554713,
MLIC,2023Q1,0000202130,Douglas,WA,05/06/2020,6.33,2500000,31746032,
MLIC,2023Q1,0000202380,Palm Beach,FL,12/22/2020,6.91,443787,40587169,
MLIC,2023Q1,0000202554,Miami-Dade,FL,10/28/2020,8.6,7531237,84081242,
MLIC,2023Q1,0000202649,Bosque,TX,09/18/2020,6.37,200000,603865,
MLIC,2023Q1,0000202677,Alcorn,MS,01/21/2021,6.0,4940246,26460296,
MLIC,2023Q1,0000202702,Scotts Bluff,NE,11/06/2020,8.1,5878379,6711012,
MLIC,2023Q1,0000202780,Weld,CO,12/16/2020,6.25,21375000,151190476,
MLIC,2023Q1,0000202801,Jerauld,SD,01/06/2021,6.66,10193716,9900657,
MLIC,2023Q1,0000202833,Duval,FL,02/11/2021,6.16,9068699,34115224,
MLIC,2023Q1,0000202841,Madera,CA,10/14/2021,3.64,441500,11279227,
MLIC,2023Q1,0000202856,Madera,CA,10/14/2021,6.76,832813,24208921,
MLIC,2023Q1,0000202868,Glenn,CA,07/28/2021,6.53,746635,24035148,
MLIC,2023Q1,0000202881,Boone,IN,06/30/2021,7.67,1665458,21142096,
MLIC,2023Q1,0000202888,Sumter,AL,08/10/2021,8.25,7325000,69695528,
MLIC,2023Q1,0000202889,Douglas,OR,03/31/2023,5.29,25000000,102082483,
MLIC,2023Q1,0000202892,Saline,NE,01/17/2023,5.8,1480500,4461168,
MLIC,2023Q1,0000202897,Dickinson,IA,02/17/2023,5.51,15728890,27458693,
MLIC,2023Q1,0000202919,Fillmore,NE,03/06/2023,5.9,1528000,3857612,
MLIC,2023Q1,0000202925,Morgan,IL,02/27/2023,6.05,1849421,3733602,
MLIC,2023Q1,0000202930,Carroll,IN,03/20/2023,6.15,1498272,2905288,
MLIC,2023Q1,0000202933,Ford,IL,03/31/2023,5.9,600000,1796945,
MLIC,2023Q1,0000202935,Minnehaha,SD,03/28/2023,5.75,1110000,2287716,
MLIC,2023Q1,0000202939,Dawson,NE,03/15/2023,5.65,1883626,5135455,
MLIC,2023Q1,0000202949,Henry,IL,03/29/2023,6.2,1690000,2823726,
MLIC,2023Q1,0000202950,Linn,MO,03/24/2023,6.3,740000,1350119,
MLIC,2023Q1,0000201639,Jerauld,SD,01/06/2021,6.4,7310769,8702799,
MLIC,2023Q1,0000202520,Houston,GA,03/31/2022,6.1,9705882,5932981,
MLIC,2023Q1,0000199992,Fremont,WY,06/04/2019,4.64,200000,450000,
MLIC,2023Q1,0000202612,Dekalb,IL,06/10/2022,7.06,1625,654000,
MLIC,2023Q1,0000202620,Davis,IA,06/30/2022,4.52,1214,2764557,
