entity,period,name,state,date_acquired,book_value,investment_income,ownership_pct
PICA,2021Q2,Accel Growth Fund V L.P. - PICA Palo Alto,CA,03/11/2019,0.0,0,0.35
PICA,2021Q2,Accel Leaders 3 L.P. - PICA Palo Alto,CA,02/17/2021,0.0,0,0.261
PICA,2021Q2,"Accel-KKR Capital Partners VI, LP - PICA Menlo Park Accel-KKR Holdings GP, LLC",,02/10/2021,0.0,0,0.826
PICA,2021Q2,"BMU Investment Manager - Mezzanine Management Central Europe 280,000 0 Accession",,06/30/2021,0.0,0,0.65
PICA,2021Q2,"DC Accion Frontier Inclusion Fund GP, L.L.C. (General 2,400,000 0 Accion Frontie",MA,11/16/2015,0.0,0,3.254
PICA,2021Q2,"ACP Nycom Holdings, LLC - PICA New York",NY,06/30/2021,0.0,0,4.348
PICA,2021Q2,"Altaris Health Partners V, L.P. - PICA New York",NY,04/22/2021,0.0,0,2.302
PICA,2021Q2,"American Industrial Partners Capital Fund VII, L.P. - PICA New York",NY,10/30/2019,0.0,0,3.152
PICA,2021Q2,"American Securities Partners VIII, L.P. - PICA New York",NJ,03/28/2019,0.0,0,2.326
PICA,2021Q2,"Andreessen Horowitz LsV Fund I, LP - PICA Menlo Park",NJ,05/09/2019,0.0,0,1.084
PICA,2021Q2,Apax X USD L.P. - PICA St Peter Port,CA,11/10/2020,0.0,0,0.667
PICA,2021Q2,"Ares US Real Estate Opportunity Fund III, L.P. - PICA Los Angeles",MD,04/15/2021,0.0,0,0.0
PICA,2021Q2,"Arlington Capital Partners IV, L.P. - PICA Chevy Chase",MD,12/19/2016,0.0,0,0.5
PICA,2021Q2,"Arlington Capital Partners V, L.P. - PICA Chevy Chase",IL,08/26/2019,0.0,0,0.0
PICA,2021Q2,"ATI Holding Company, LLC - PICA 4 Bannockburn",FL,06/29/2021,0.0,0,0.411
PICA,2021Q2,"Birch Hill Equity Partners (Global) VI, LP - PICA Toronto",CA,12/17/2020,0.0,0,0.16
PICA,2021Q2,Blackstone BioMed Life Science Real Estate L.P. - PICA New York,NY,11/17/2020,0.0,0,0.45
PICA,2021Q2,Blackstone BioMed Life Science Real Estate L.P. - PICA 3 New York,NY,05/14/2021,0.0,0,0.267
PICA,2021Q2,E03 New York,CA,09/23/2019,0.0,0,1.333
PICA,2021Q2,Palo Alto,MA,09/29/2017,0.0,0,5.6
PICA,2021Q2,Boston,CA,07/20/2020,0.0,0,2.0
PICA,2021Q2,Menlo Park,DE,01/05/2021,0.0,0,0.057
PICA,2021Q2,Wilmington,GBR,12/19/2018,0.0,0,51.25
PICA,2021Q2,New York,CYM,05/21/2015,0.0,0,5.299
PICA,2021Q2,New York,NY,05/03/2021,0.0,0,5.54
PICA,2021Q2,Brooklyn,NY,03/30/2018,0.0,0,0.187
PICA,2021Q2,Jersey,NJ,12/04/2018,0.0,0,0.027
PICA,2021Q2,Washington,WA,12/13/2013,0.0,0,0.029
PICA,2021Q2,Short Hills,LUX,04/22/2014,0.0,0,0.1
PICA,2021Q2,Blackstone Real Estate Partners Europe VI SCSp - PICA Luxembourg,GBR,02/05/2021,0.0,0,0.418
PICA,2021Q2,"Brentwood Associates Private Equity VI, LP - PICA Stockholm EQT VIII (GP) SCS",,08/10/2018,0.0,0,0.03
PICA,2021Q2,"SVO 172,901 0 Commitment E03.1 000000-00-0 Equistone Partners Europe Fund VI D S",VI,07/18/2018,0.0,0,5.2
PICA,2021Q2,"Francisco Partners Agility II, L.P. - PICA San Francisco",CA,09/17/2020,0.0,0,2.044
PICA,2021Q2,"Francisco Partners VI, L.P. - PICA San Francisco",NC,01/26/2021,0.0,0,1.166
PICA,2021Q2,Frontier Fund V-A LP - PICA Charlotte,NY,11/21/2017,0.0,0,2.917
PICA,2021Q2,"General Atlantic Investment Partners 2019, L.P. - PICA New York",CA,01/14/2020,0.0,0,0.918
PICA,2021Q2,"Genstar Capital Partners IX, L.P. - PICA San Francisco",CA,07/03/2019,0.0,0,0.8
PICA,2021Q2,"Genstar Capital Partners VIII, L.P. - PICA San Francisco",CA,04/28/2017,0.0,0,2.843
PICA,2021Q2,Genstar IX Opportunities Fund I - PICA San Francisco,CA,07/08/2019,0.0,0,1.633
PICA,2021Q2,"Genstar VIII Opportunities Fund I, L. P. - PICA San Francisco",CA,10/05/2017,0.0,0,2.97
PICA,2021Q2,"Georgian Partners Growth Fund (International) IV, LP - PICA Toronto",CA,06/20/2018,0.0,0,2.53
PICA,2021Q2,Georgian Partners Growth Fund (International) V - PICA Toronto,NY,03/09/2020,0.0,0,2.0
PICA,2021Q2,"Global Infrastructure Partners IV-A/B, L.P. - PICA New York",LUX,09/12/2019,0.0,0,0.7
PICA,2021Q2,"GreenOak Europe Core Plus Logistics, SCSp - PICA Senningerberg",NY,07/28/2020,0.0,0,4.839
