entity,period,state,loan_count,total_book_value,avg_interest_rate
PICA,2021Q2,AL,1,3000000.0,2.72
PICA,2021Q2,AR,2,5513280.0,2.725
PICA,2021Q2,AZ,3,61932706.0,2.5923
PICA,2021Q2,CA,6,632897009.0,3.0233
PICA,2021Q2,FL,1,1200000.0,3.07
PICA,2021Q2,IA,1,1369934.0,2.75
PICA,2021Q2,MN,1,4980620.0,3.26
PICA,2021Q2,MO,1,36530000.0,3.47
PICA,2021Q2,MS,1,27575882.0,2.65
PICA,2021Q2,OR,1,90361375.0,3.7
PICA,2021Q2,WA,1,150221630.0,3.3
PICA,2021Q3,AUS,2,18065063.0,4.9
PICA,2021Q3,AZ,3,40424469.0,3.5333
PICA,2021Q3,CA,15,420740593.0,3.2407
PICA,2021Q3,CO,2,40260371.0,5.345
PICA,2021Q3,DC,1,79814300.0,3.21
PICA,2021Q3,DEL,1,14876404.0,3.58
PICA,2021Q3,DEU,1,27247226.0,0.76
PICA,2021Q3,FL,4,81997184.0,2.5975
PICA,2021Q3,MI,1,317123.0,4.65
PICA,2021Q3,MO,2,745820.0,3.21
PICA,2021Q3,NE,1,221245.0,4.26
PICA,2021Q3,OR,2,4761265.0,3.635
PICA,2021Q3,SD,2,7913173.0,3.81
PICA,2021Q3,VA,2,2012207537.0,4.43
PICA,2022Q1,AL,4,40281750.0,2.557
PICA,2022Q1,AR,2,11739847.0,3.21
PICA,2022Q1,BAY,1,24100000.0,2.25
PICA,2022Q1,CA,9,10435524.0,4.2689
PICA,2022Q1,ESP,1,17418707.0,1.415
PICA,2022Q1,FL,1,10210257.0,3.19
PICA,2022Q1,GA,7,86909630.0,2.7614
PICA,2022Q1,GBR,1,1513700.0,3.128
PICA,2022Q1,MS,1,989741.0,3.7
PICA,2022Q1,NC,2,7458219.0,3.714
PICA,2022Q1,NEW,1,297603231.0,3.65
PICA,2022Q1,NJ,1,11900000.0,4.43
PICA,2022Q1,NY,1,5613511659.0,4.82
PICA,2022Q1,PA,1,5613511659.0,3.257
PICA,2022Q2,AL,1,2299530.0,2.62
PICA,2022Q2,AR,3,4781981.0,2.85
PICA,2022Q2,AUS,2,21239390.0,3.585
PICA,2022Q2,AZ,1,1400000.0,4.63
PICA,2022Q2,CA,12,130108780.0,3.8592
PICA,2022Q2,CO,1,2316414.0,2.45
PICA,2022Q2,DES,1,24000000.0,3.976
PICA,2022Q2,FE,1,15648288.0,2.73
PICA,2022Q2,FL,1,25386680.0,3.426
PICA,2022Q2,GA,3,48794285.0,3.298
PICA,2022Q2,IA,4,31212171.0,3.79
PICA,2022Q2,LAS,1,58732800.0,4.56
PICA,2022Q2,LOS,1,1680463.0,3.44
PICA,2022Q2,MN,1,2159030.0,3.25
PICA,2022Q2,OR,2,3525539.0,4.408
PICA,2022Q2,PA,1,2855000.0,3.75
PICA,2022Q2,SAN,2,54336341.0,4.4
PICA,2022Q2,SD,1,1751345.0,3.35
PICA,2022Q2,TX,5,1622294013.0,3.854
PICA,2022Q2,WA,1,29005000.0,4.78
PICA,2022Q3,AUS,1,16281468.0,3.5
PICA,2022Q3,CA,3,65785824.0,3.99
PICA,2022Q3,FL,1,31160000.0,5.47
PICA,2022Q3,GBR,1,250984.0,4.72
PICA,2022Q3,IA,1,33000000.0,5.19
PICA,2022Q3,IL,1,574660013.0,4.16
PICA,2022Q3,OF,1,18876394.0,3.7
PICA,2022Q3,WA,1,94243298.0,5.2
PICA,2023Q1,CA,4,28568605.0,5.7275
PICA,2023Q1,CO,1,61766.0,3.91
PICA,2023Q1,IA,1,650000.0,6.8
PICA,2023Q1,ID,1,7750000.0,6.92
PICA,2023Q1,NSI,1,85653.0,4.75
PICA,2023Q1,SH,1,681379.0,4.4655
PICA,2023Q1,TX,1,3733223.0,5.73
PICA,2023Q1,WA,1,6500000.0,6.45
PICA,2023Q2,AR,1,2227500.0,5.21
PICA,2023Q2,IL,5,47028000.0,5.218
PICA,2023Q2,LOS,1,38690500.0,5.0
PICA,2023Q2,MD,6,62436501.0,5.2583
PICA,2023Q2,NJ,1,51500000.0,5.51
PICA,2023Q2,THE,1,5913000.0,7.95
PICA,2023Q2,WA,1,22642061.0,6.46
PICA,2023Q3,AZ,1,14710000.0,5.12
PICA,2023Q3,CA,8,96895400.0,5.7263
PICA,2023Q3,CO,1,20400000.0,5.31
PICA,2023Q3,DNK,1,12988265.0,5.56
PICA,2023Q3,FIN,1,12240109.0,5.72
PICA,2023Q3,GA,1,21853500.0,6.08
PICA,2023Q3,ID,1,14350943.0,5.11
PICA,2023Q3,LOS,1,57305000.0,5.95
PICA,2023Q3,MA,1,33774750.0,6.35
PICA,2023Q3,NC,1,24058918.0,8.079
PICA,2023Q3,NJ,2,5440000.0,5.54
PICA,2023Q3,OF,1,49270228.0,4.03
PICA,2023Q3,SWE,1,2024261.0,6.0
PICA,2024Q2,AR,1,4127000.0,6.5
PICA,2024Q2,CA,7,136912825.0,5.6786
PICA,2024Q2,DEU,1,20183742.0,4.45
PICA,2024Q2,FL,3,59126400.0,6.0
PICA,2024Q2,GA,3,3232851.0,3.65
PICA,2024Q2,GBR,1,11411011.0,6.33
PICA,2024Q2,IL,2,44065179.0,7.25
PICA,2024Q2,LA,1,7000000.0,5.45
PICA,2024Q2,MA,2,24916535.0,3.805
PICA,2024Q2,MD,1,4837500.0,6.37
PICA,2024Q2,MO,1,4400000.0,5.61
PICA,2024Q2,NC,1,1131062.0,3.86
PICA,2024Q2,NEW,1,4771645.0,3.28
PICA,2024Q2,NLD,1,11321600.0,5.07
PICA,2024Q2,NY,3,67953500.0,8.8633
PICA,2024Q2,OF,1,61200000.0,5.12
PICA,2024Q2,OR,1,550476.0,7.11
PICA,2024Q2,TX,1,934355.0,3.86
PICA,2024Q2,UT,1,5264986.0,4.14
PICA,2024Q2,VA,1,46212500.0,6.38
PICA,2024Q2,WA,3,77478378.0,5.5933
PICA,2024Q3,BAY,1,8300000.0,7.32
PICA,2024Q3,CA,4,12608000.0,5.985
PICA,2024Q3,CO,2,8826125.0,5.435
PICA,2024Q3,FE,1,14200000.0,5.97
PICA,2024Q3,FL,2,17987500.0,5.81
PICA,2024Q3,ID,1,2935420.0,4.8
PICA,2024Q3,LA,1,14019840.0,7.33
PICA,2024Q3,MS,1,1936625.0,6.54
PICA,2024Q3,NC,1,2025000.0,5.71
PICA,2024Q3,NEW,1,48340000.0,5.77
PICA,2024Q3,NJ,2,19108553.0,10.495
PICA,2024Q3,OR,2,37252358.0,6.42
PICA,2024Q3,PA,1,6989500.0,6.33
PICA,2024Q3,SAN,1,16981140.0,6.46
PICA,2024Q3,TX,2,19123414.0,7.136
PICA,2024Q3,WA,2,33442500.0,7.009
PICA,2024Q3,WI,1,9625500.0,6.39
PICA,2025Q1,AZ,1,8140763.0,13.8
PICA,2025Q1,CA,4,24834700.0,6.822
PICA,2025Q1,DES,1,3762887.0,5.06
PICA,2025Q1,GA,2,44774284.0,6.241
PICA,2025Q1,GBR,1,13574534.0,5.91
PICA,2025Q1,IL,1,2200000.0,6.1
PICA,2025Q1,IN,2,11374244.0,5.065
PICA,2025Q1,KS,1,6877152.0,5.07
PICA,2025Q1,KY,1,1750000.0,6.01
PICA,2025Q1,LA,1,4413660.0,5.06
PICA,2025Q1,MA,1,5230000.0,5.74
PICA,2025Q1,MI,5,48098093.0,5.402
PICA,2025Q1,MN,1,9400000.0,5.9
PICA,2025Q1,MS,1,3000000.0,5.8
PICA,2025Q1,NE,2,11006236.0,5.365
PICA,2025Q1,NJ,1,27500000.0,5.922
PICA,2025Q1,NLD,1,32684473.0,4.566
PICA,2025Q1,OH,2,37025354.0,5.67
PICA,2025Q1,OR,1,3350000.0,5.56
PICA,2025Q1,SC,1,3595361.0,5.06
PICA,2025Q1,TN,1,12906000.0,5.9
PICA,2025Q1,TX,1,9127500.0,7.072
PICA,2025Q1,WA,1,25661014.0,5.07
PICA,2025Q2,AR,2,8500000.0,5.835
PICA,2025Q2,AZ,1,254000.0,6.11
PICA,2025Q2,CA,4,217836500.0,5.9
PICA,2025Q2,CO,1,61766.0,3.91
PICA,2025Q2,DES,1,39644160.0,5.86
PICA,2025Q2,IA,1,2000000.0,6.11
PICA,2025Q2,ID,1,4200000.0,5.07
PICA,2025Q2,IL,2,48886500.0,7.1135
PICA,2025Q2,IN,1,50712500.0,5.99
PICA,2025Q2,NJ,2,64828510.0,5.495
PICA,2025Q2,NSI,1,85653.0,4.75
PICA,2025Q2,NY,2,171765155.0,6.3155
PICA,2025Q2,SAN,1,44000000.0,6.611
PICA,2025Q2,TX,2,45840500.0,6.27
PICA,2025Q2,VA,1,41369000.0,5.41
PICA,2025Q2,WI,1,26560500.0,5.62
PICA,2025Q3,AUS,1,11871000.0,4.89
PICA,2025Q3,BEL,2,43924528.0,4.0915
PICA,2025Q3,CA,8,148300326.0,6.7531
PICA,2025Q3,CAN,1,9459100.0,6.819
PICA,2025Q3,CO,1,61766.0,3.91
PICA,2025Q3,CTL,1,507846.0,0
PICA,2025Q3,DC,2,82415000.0,5.625
PICA,2025Q3,FL,7,284782000.0,6.144
PICA,2025Q3,GBR,1,17258240.0,6.026
PICA,2025Q3,ID,1,1398000.0,4.89
PICA,2025Q3,IN,1,26535400.0,5.55
PICA,2025Q3,KY,1,38000000.0,6.31
PICA,2025Q3,MA,2,26595500.0,5.305
PICA,2025Q3,MD,1,1856498.0,6.61
PICA,2025Q3,NC,1,15905000.0,5.27
PICA,2025Q3,NJ,3,25895500.0,6.0233
PICA,2025Q3,NSI,1,85653.0,4.75
PICA,2025Q3,SAN,1,5512480.0,5.56
PICA,2025Q3,TX,1,4640000.0,5.22
PICA,2025Q3,VA,1,1900000.0,5.91
PICA,2025Q3,WA,1,25433500.0,5.33
