loan_number,city,state,date_acquired,interest_rate,book_value
717612582,Dumas,AR,04/10/2025,5.76,4500000
717612583,Marked Tree,AR,05/09/2025,5.91,4000000
717612581,Dateland,AZ,04/30/2025,6.11,254000
717612594,Spencer,IA,04/23/2025,6.11,2000000
717612613,Hamer,ID,06/30/2025,5.07,4200000
717612595,Baytown,TX,05/23/2025,5.9,35655500
717612598,Plainview,TX,04/03/2025,6.64,10185000
706111833,Carlsbad,CA,04/03/2025,5.95,7626000
706111826,Chino,CA,04/09/2025,5.99,23444000
706111846,Garden Grove,CA,05/16/2025,6.08,25000000
706111662,Rancho Cucamonga,CA,05/22/2025,5.58,161766500
706111875,San Francisco,CA,05/16/2025,6.611,44000000
706111822,Deer Park,IL,05/02/2025,6.666,17886500
706111864,Des Plaines,IL,06/06/2025,5.86,39644160
706111854,Evanston,IL,05/22/2025,7.561,31000000
706111827,Bloomington,IN,04/03/2025,5.99,50712500
706111847,Belleville,NJ,06/24/2025,5.56,29093010
706111874,Edgewater,NJ,06/27/2025,5.43,35735500
706111838,Bronx,NY,05/16/2025,7.461,116439655
706111862,Melville,NY,06/26/2025,5.17,55325500
706111840,Arlington,VA,05/15/2025,5.41,41369000
706111876,Madison,WI,06/05/2025,5.62,26560500
121092CM,,,04/30/2012,2.7725,1042187
121093CM,,,04/30/2012,2.7725,839539
121094CM,,,10/18/2010,3.5488,2755438
121095CM,,,10/18/2010,3.5488,2515835
121096CM,,,10/18/2010,3.5488,2515835
121097CM,,,10/18/2010,3.5488,2156430
121098CM,,,10/18/2010,3.5488,2036628
121099CM,,,05/23/2013,4.6616,1290753
121100CM,,,05/23/2013,4.6616,1290753
121101CM,,,05/23/2013,4.6616,1843933
121102CM,,,05/23/2013,4.6616,950149
121105CM,,,03/02/2010,4.4321,42375195
121106CM,,,03/02/2010,4.4321,40713423
121107CM,,,08/12/2011,3.3338,9877306
121108CM,,,08/12/2011,3.3338,9877306
121109CM,,,05/23/2013,4.6616,6803845
121110CM,,,05/23/2013,4.6616,6087651
121111CM,,,05/23/2013,4.6616,4476214
121112CM,,,05/23/2013,4.6616,8236234
121113CM,,,05/23/2013,4.6616,1232547
125659CM,,,10/28/2011,4.6616,1135086
125660CM,,,08/22/2016,3.8865,8125211
147378CM,,,01/14/2022,4.4321,3029806
147379CM,,,01/14/2022,4.4321,7877495
147380CM,,,01/14/2022,4.4321,7877495
147381CM,,,01/14/2022,4.4321,4090238
147382CM,,,01/14/2022,4.4321,4090238
147383CM,,,01/14/2022,4.4321,3332786
147384CM,,,10/31/2011,4.6616,7691205
147385CM,,,10/31/2011,4.6616,8011671
147386CM,,,10/31/2011,4.6616,8524418
147387CM,,,10/31/2011,4.6616,8524418
147388CM,,,10/31/2011,4.6616,3044435
147389CM,,,10/31/2011,4.6616,2820108
147390CM,,,10/31/2011,4.6616,2948295
147391CM,,,10/31/2011,4.6616,3044435
147392CM,,,10/31/2011,4.6616,2756015
147393CM,,,10/31/2011,4.6616,2756015
147394CM,,,10/31/2011,4.6616,2627828
147395CM,,,10/31/2011,4.6616,2627828
147396CM,,,10/31/2011,4.6616,2115081
91036CM,,,03/30/2010,4.4913,18478723
91125CM,,,04/16/2010,4.4563,21889894
92884CM,,,08/25/2010,3.0953,2948274
93185CM,,,09/17/2010,4.6616,9540616
93188CM,,,09/17/2010,3.5388,6257959
93394CM,,,10/18/2010,3.3738,8543790
93543CM,,,11/15/2010,3.9613,3078253
93545LM,,,11/15/2010,3.9613,4339224
93546CM,,,11/15/2010,3.7688,16493205
93548CM,,,11/15/2010,3.8863,16774482
95102CM,,,05/20/2011,4.0513,2431478
95133CM,,,05/25/2011,4.0288,1156989
95289CM,,,06/15/2011,3.9313,5960915
95367CM,,,06/22/2011,3.9288,860122
146421PR,- Receive: 887389E@9 - Timken,CO,09/01/2021,3.91,61766
146452PR,- Receive: N5946*Aa9 -,NSI,09/01/2021,4.75,85653
