loan_number,city,state,date_acquired,interest_rate,book_value
717612363,Willcox,AZ,07/28/2023,5.12,14710000
717612362,Canby,CA,09/07/2023,5.56,2450000
717612391,Hollister,CA,09/29/2023,6.12,1285000
717612408,Salinas,CA,09/05/2023,6.22,929150
717612366,Hamer,ID,09/11/2023,5.11,14350943
706111523,American Canyon,CA,07/06/2023,5.02,5000000
706111526,American Canyon,CA,07/06/2023,5.02,5000000
706111580,Calabasas,CA,09/05/2023,5.33,19980000
706111369,City Of Industry,CA,07/27/2023,4.03,49270228
706111559,Huntington Beach,CA,08/31/2023,6.93,38188750
706111556,Los Angeles,CA,09/05/2023,5.95,57305000
706111569,Torrance,CA,08/31/2023,5.61,24062500
706111557,Centennial,CO,08/31/2023,5.31,20400000
754000465,Virum,DNK,07/14/2023,5.56,12988265
750000467,Helsinki,FIN,07/14/2023,5.72,12240109
706111551,Smyrna,GA,07/27/2023,6.08,21853500
706111561,Boston,MA,09/27/2023,6.35,33774750
706111593,Raleigh,NC,09/08/2023,8.079,24058918
706111595,Newark,NJ,08/28/2023,4.75,3440000
706111596,Pennsauken,NJ,09/18/2023,6.33,2000000
753000466,Bromma,SWE,07/14/2023,6.0,2024261
