loan_number,city,state,date_acquired,interest_rate,book_value
717612322,Napa,CA,02/21/2023,5.6,4000000
717612317,Wasco,CA,03/08/2023,6.55,5674605
717612334,Spencer,IA,02/03/2023,6.8,650000
717612269,Rexburg,ID,03/01/2023,6.92,7750000
717612305,Royal City,WA,01/05/2023,6.45,6500000
706111504,Aptos,CA,02/23/2023,5.48,16514000
706111508,Montebello,CA,03/28/2023,5.28,2380000
706111501,Houston,TX,03/28/2023,5.73,3733223
Liability,,,06/03/2022,4108.54,393800
Liability,,,11/15/2022,3991.73,11174
Liability,,,12/15/2022,3895.75,19416
121097CM,,,10/18/2010,3.5488,2156430
121098CM,,,10/18/2010,3.5488,2036628
121099CM,,,05/23/2013,3.107,1290753
121100CM,,,05/23/2013,3.107,1290753
121101CM,,,05/23/2013,3.107,1843933
121102CM,,,05/23/2013,3.107,950149
121105CM,,,03/02/2010,4.4321,42375195
121106CM,,,03/02/2010,4.4321,40713423
121107CM,,,08/12/2011,3.3338,9877306
121108CM,,,08/12/2011,3.3338,9877306
121109CM,,,05/23/2013,3.107,6803845
121110CM,,,05/23/2013,3.107,6087651
121111CM,,,05/23/2013,3.107,4476214
121112CM,,,05/23/2013,3.107,8236234
147382CM,,,01/14/2022,4.4321,4090238
147383CM,,,01/14/2022,4.4321,3332786
147384CM,,,10/31/2011,2.923,7691205
147385CM,,,10/31/2011,2.923,8011671
147386CM,,,10/31/2011,2.923,8524418
147387CM,,,10/31/2011,2.923,8524418
147388CM,,,10/31/2011,2.923,3044435
147389CM,,,10/31/2011,2.923,2820108
147390CM,,,10/31/2011,2.923,2948295
147391CM,,,10/31/2011,2.923,3044435
147392CM,,,10/31/2011,2.923,2756015
147393CM,,,10/31/2011,2.923,2756015
147394CM,,,10/31/2011,2.923,2627828
147395CM,,,10/31/2011,2.923,2627828
CORPORATE,,,05/15/2007,5.3956,6
138416PR,,,06/28/2021,3.9882,4197187
145907PR,- Receive: G7738@Aa3 -,SH,09/01/2021,4.4655,681379
146421PR,- Receive: 887389E@9 - Timken,CO,09/01/2021,3.91,61766
146452PR,- Receive: N5946*Aa9 -,NSI,09/01/2021,4.75,85653
150170PR,,,02/01/2022,4.8175,130140
