loan_number,city,state,date_acquired,interest_rate,book_value
Collar,168-S&P500 Life Hedge N/A Equity/Index,BBI,10/20/2023,0.0,1417
Collar,168-S&P500 Life Hedge N/A Equity/Index,BBI,10/20/2023,0.0,1417
Collar,168-S&P500 Life Hedge N/A Equity/Index,BBI,10/20/2023,0.0,1417
Collar,169-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,1128
Collar,169-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,1128
Collar,169-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,1128
Collar,170-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,2282
Collar,170-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,2282
Collar,170-S&P500 Life Hedge N/A Equity/Index,BPA,11/17/2023,0.0,2282
Collar,,,12/15/2023,0.0,1056
Collar,,,12/15/2023,0.0,1056
Collar,,,12/15/2023,0.0,1056
Collar,172-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,2060
Collar,172-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,2060
Collar,172-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,2060
Collar,173-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,232
Collar,173-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,232
Collar,173-S&P500 Life Hedge N/A Equity/Index,BBI,01/19/2024,0.0,232
Collar,,,01/19/2024,0.0,181
Collar,,,01/19/2024,0.0,181
Collar,,,01/19/2024,0.0,181
Collar,,,01/19/2024,0.0,181
Collar,,,01/19/2024,0.0,181
Collar,,,01/19/2024,0.0,181
Collar,175-S&P500 Life Hedge N/A Equity/Index,BBI,02/16/2024,0.0,1382
Collar,175-S&P500 Life Hedge N/A Equity/Index,BBI,02/16/2024,0.0,1382
Collar,175-S&P500 Life Hedge N/A Equity/Index,BBI,02/16/2024,0.0,1382
Collar,,,03/15/2024,0.0,1886
Collar,,,03/15/2024,0.0,1886
Collar,,,03/15/2024,0.0,1886
Collar,,,03/15/2024,0.0,127
Collar,,,03/15/2024,0.0,127
Collar,,,03/15/2024,0.0,127
Collar,,,03/15/2024,0.0,7034
Collar,,,03/15/2024,0.0,7034
Collar,,,03/15/2024,0.0,7034
Collar,,,04/19/2024,0.0,112
Collar,,,04/19/2024,0.0,112
Collar,,,04/19/2024,0.0,112
Collar,,,04/19/2024,0.0,112
Collar,,,04/19/2024,0.0,112
Collar,,,04/19/2024,0.0,112
Collar,180-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,1243
Collar,180-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,1243
Collar,180-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,1243
Collar,181-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,119
Collar,181-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,119
Collar,181-S&P500 Life Hedge N/A Equity/Index,WFC,04/19/2024,0.0,119
Collar,,,05/17/2024,0.0,804
Collar,,,05/17/2024,0.0,804
Collar,,,05/17/2024,0.0,804
Collar,,,05/17/2024,0.0,191
Collar,,,05/17/2024,0.0,191
Collar,,,05/17/2024,0.0,191
Collar,,,05/17/2024,0.0,228
Collar,,,05/17/2024,0.0,228
Collar,,,05/17/2024,0.0,228
Collar,,,05/17/2024,0.0,228
Collar,,,05/17/2024,0.0,228
Collar,,,05/17/2024,0.0,228
Collar,185-S&P500 Life Hedge N/A Equity/Index,BBI,05/17/2024,0.0,113
Collar,185-S&P500 Life Hedge N/A Equity/Index,BBI,05/17/2024,0.0,113
Collar,186-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,1100
Collar,186-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,1100
Collar,186-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,1100
Collar,187-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,110
Collar,187-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,110
Collar,187-S&P500 Life Hedge N/A Equity/Index,WFC,06/21/2024,0.0,110
Collar,188-S&P500 Life Hedge N/A Equity/Index,BBI,07/19/2024,0.0,844
Collar,188-S&P500 Life Hedge N/A Equity/Index,BBI,07/19/2024,0.0,844
Collar,188-S&P500 Life Hedge N/A Equity/Index,BBI,07/19/2024,0.0,844
Collar,189-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,915
Collar,189-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,915
Collar,189-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,915
Collar,190-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,115
Collar,190-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,115
Collar,190-S&P500 Life Hedge N/A Equity/Index,WFC,08/16/2024,0.0,115
Collar,,,09/20/2024,0.0,92
Collar,,,09/20/2024,0.0,92
Collar,,,09/20/2024,0.0,92
Collar,,,09/20/2024,0.0,92
Collar,,,09/20/2024,0.0,92
Collar,,,09/20/2024,0.0,92
Collar,192-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,867
Collar,192-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,867
Collar,192-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,867
Collar,193-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,250
Collar,193-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,250
Collar,193-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,250
Collar,194-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,122
Collar,194-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,122
Collar,194-S&P500 Life Hedge N/A Equity/Index,BOA,09/20/2024,0.0,122
Collar,001-S&P500,VA,08/15/2024,0.0,128
Collar,001-S&P500,VA,08/15/2024,0.0,128
Collar,001-S&P500,VA,08/15/2024,0.0,128
