name,state,date_acquired,book_value,investment_income,ownership_pct
Admini- Date Type Actual Cost Additional for AESF VI B L.P. SCOTLAND AESF,VI,10/19/2016,0,0,7.42
"ALTARIS HEALTH PARTNERS V, L.P. DOVER",DE,12/19/2019,0,0,2.06
"AMERICAN SECURITIES PARTNERS VIII, L.P. WILMINGTON",DE,02/23/2018,0,0,0.33
"APOLLO INVESTMENT FUND IX, L.P. WILMINGTON",DE,05/15/2017,0,0,0.28
"APOLLO INVESTMENT FUND VIII, LP WILMINGTON",DE,02/05/2014,0,0,0.16
"APOLLO INVESTMENT FUND X, L.P. WILMINGTON",DE,08/03/2022,0,0,0.5
"ARDIAN PRIVATE DEBT IV S.C.S., SICAV-RAIF LUXEMBOURG",LUX,11/16/2017,0,0,1.41
"ARES CLIMATE INFRASTRUCTURE PARTNERS, L.P. WILMINGTON",DE,09/04/2020,0,0,2.47
ARSENAL CAPITAL PARTNERS GROWTH LP WILMINGTON,DE,11/01/2021,0,0,1.19
ASF VI B L.P. SCOTLAND ASF,VI,12/27/2013,0,0,4.56
ASF VII B L.P. SCOTLAND ASF VII GP LIMITED,,05/21/2015,0,0,0.63
ASF VIII B L.P. SCOTLAND ASF VIII GP LIMITED,,09/21/2018,0,0,1.26
"AVP DIVERSIFIED II S.L.P. Paris, FR AXA Venture Partners S.A.S.",,09/30/2021,0,0,3.7
AXA EARLY SECONDARY FUND V B L.P. AXA EARLY SECONDARY FUND V B L.P.,GBR,09/12/2012,0,0,48.29
"BLACKROCK IMPACT OPPORTUNITIES FUND, L.P. WILMINGTON",DE,10/07/2022,0,0,1.68
"BONACCORD CAPITAL PARTNERS I, L.P. WILMINGTON",DE,06/15/2021,0,0,4.73
"E03 000000-00-0 BONACCORD CAPITAL PARTNERS II, L.P. CAYMAN ISLAND BONACCORD CAPITAL COMPANY II, LLC",,07/01/2023,0,0,2.5
"BROOKFIELD GLOBAL TRANSITION FUND B, L.P. WILMINGTON",DE,05/13/2022,0,0,0.19
"CRESTLINE OPPORTUNITY FUND IV ONSHORE T, L.P. DOVER",DE,10/31/2019,0,0,2.0
"CRESTLINE OPPORTUNITY FUND V ONSHORE T/STE, L.P. DOVER",DE,01/01/2023,0,0,1.25
CVI CLEAN ENERGY FUND A II LP WILMINGTON,DE,01/06/2023,0,0,1.5
"GCM GROSVENOR PRIVATE EQUITY STRATEGIES 2007 SERIES, L.P. NEW YORK",NY,05/22/2007,0,0,99.16
"GCM GROSVENOR SECONDARY OPPORTUNITY FUND, L.P. WILMINGTON",DE,03/18/2015,0,0,14.97
"GENERAL ATLANTIC PARTNERS, L.P. (2016) NEW YORK",NY,05/20/2016,0,0,0.21
"GENERAL ATLANTIC SERVICE COMPANY, L.P. GENERAL ATLANTIC SERVICE COMPANY, L.P. (2021) (2021) GENERAL ATLANTIC LLC",,03/19/2021,0,0,0.06
"GREEN EQUITY INVESTORS IX, L.P. WILMINGTON",DE,03/01/2022,0,0,0.19
"GREEN EQUITY INVESTORS VII, L.P. WILMINGTON",DE,03/15/2016,0,0,0.6
"GREEN EQUITY INVESTORS VIII, L.P. DOVER",DE,10/09/2019,0,0,0.44
"HARVEST PARTNERS IX, LP WILMINGTON",DE,12/17/2021,0,0,0.53
"IRONWOOD CAPITAL PARTNERS V FEEDER, L.P. WILMINGTON",DE,09/30/2021,0,0,25.75
"KOHLBERG INVESTORS VIII, L.P. WILMINGTON",DE,11/28/2016,0,0,4.22
"NEW MOUNTAIN PARTNERS VI, L.P. WILMINGTON",DE,04/09/2020,0,0,0.51
"NGP NATURAL RESOURCES XI, L.P. WILMINGTON",DE,06/30/2014,0,0,0.31
PRIMAVERA CAPITAL FUND III L.P. HONG KONG,HKG,06/27/2018,0,0,0.44
"WCAS XIII, L.P. WILMINGTON",DE,12/20/2018,0,0,0.69
AB ABBOTT PE CO-INVEST 2020 FUND L.P. WILMINGTON,DE,11/05/2020,0,0,97.26
ABACUS MULTI-FAMILY PARTNERS V LP DOVER,DE,02/13/2020,0,0,2.4
"Abacus Multi-Family Partners VI, L.P. DOVER DE AMFP",VI,10/06/2022,0,0,1.5
