loan_number,city,state,date_acquired,interest_rate,book_value
2020103,Chicago,IL,05/26/2017,3.858,442165
2021184,San Diego,CA,05/26/2017,3.674,854272
2009794,Portland,OR,05/26/2017,3.785,451355
2006148,Falls Church,VA,05/26/2017,3.838,515162
2021776,Nashville,TN,05/26/2017,3.947,434469
2022244,Arlington Heights,IL,05/26/2017,3.67,584363
2008367,Las Vegas,NV,05/26/2017,4.423,591660
2022214,La Verne,CA,05/26/2017,4.0,502418
2021964,Nine Mile Falls,WA,05/26/2017,4.053,512967
2022304,Daniel Island,SC,05/26/2017,4.11,431473
2007505,Lincolnwood,IL,05/26/2017,4.033,510839
2007903,Dallas,TX,05/26/2017,3.878,522965
2018777,Louisville,CO,05/26/2017,3.652,468351
2023913,San Antonio,TX,05/26/2017,3.773,422264
2013741,Los Angeles,CA,05/26/2017,3.799,512091
2023610,Bryn Mawr,PA,05/26/2017,3.57,570383
2026295,Holly Springs,NC,05/26/2017,3.696,385289
2009546,Brooklyn,NY,05/26/2017,3.821,548303
2020189,San Francisco,CA,05/26/2017,3.73,822384
2006445,Corte Madera,CA,05/26/2017,4.098,689826
2007573,Alexandria,VA,05/26/2017,3.835,798807
2007587,Bethesda,MD,05/26/2017,3.814,686200
2023108,Austin,TX,05/26/2017,4.276,646179
2024566,Oakland,CA,05/26/2017,3.464,416545
2021778,Hayward,CA,05/26/2017,3.71,580283
2020177,Carlsbad,CA,05/26/2017,3.756,476545
2007615,Annapolis,MD,05/26/2017,3.605,339100
2023090,Golden,CO,05/26/2017,3.751,444242
2019948,Parker,CO,05/26/2017,3.702,428561
2023056,Aurora,CO,05/26/2017,3.587,360144
2007993,Yorba Linda,CA,05/26/2017,3.798,669462
2019976,Seattle,WA,05/26/2017,3.786,782417
2022232,Mc Queeney,TX,05/26/2017,4.298,684598
2023536,Forest,VA,05/26/2017,3.508,550380
2007918,San Diego,CA,05/26/2017,3.951,353251
2018592,Annapolis,MD,05/26/2017,4.146,504454
2025421,Scottsdale,AZ,05/26/2017,3.611,455850
2023725,Flower Mound,TX,05/26/2017,3.583,540551
2020635,Holly Springs,NC,05/26/2017,3.659,363932
2020596,Tenafly,NJ,05/26/2017,3.877,388527
2028771,Mission Viejo,CA,05/26/2017,3.857,615247
2021339,Richardson,TX,05/26/2017,3.802,508345
2023614,Redondo Beach,CA,05/26/2017,3.656,555601
2009792,San Anselmo,CA,05/26/2017,3.939,384464
2023007,Centennial,CO,05/26/2017,3.708,531554
2023144,Alexandria,VA,05/26/2017,3.539,557764
2005045,Portland,OR,05/26/2017,4.282,448230
2005168,Madison,NJ,05/26/2017,4.338,410606
2018529,Sykesville,MD,05/26/2017,3.68,460390
2020603,Ramsey,NJ,05/26/2017,3.781,505876
2025608,Philadelphia,PA,05/26/2017,3.516,439686
2020606,Rancho Cucamonga,CA,05/26/2017,3.816,393626
2024562,South Lyon,MI,05/26/2017,3.594,457461
2021645,Arlington,VA,05/26/2017,3.939,655331
2017781,Rockville Centre,NY,05/26/2017,4.334,615733
2006475,Ashburn,VA,05/26/2017,4.043,676178
2021702,Houston,TX,05/26/2017,3.861,434332
2025212,San Francisco,CA,05/26/2017,3.509,461751
2006178,Portland,OR,05/26/2017,4.022,399515
2026511,Boulder,CO,05/26/2017,3.542,714826
2017929,West Covina,CA,05/26/2017,4.361,418821
2027764,Murrieta,CA,05/26/2017,3.627,415481
2023602,Lake Oswego,OR,05/26/2017,3.699,514687
2005549,Winchester,VA,05/26/2017,4.542,587983
2012925,Seabrook,TX,05/26/2017,3.779,355340
