entity,period,category,naic_designation,total_current_year,total_prior_year
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 1,495947168,446400440
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 2,359090422,251476400
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 3,1102251867,589827045
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 4,1998681643,1244320359
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 5,29283091,24784678
AGL,2022Q4,Unaffiliated Bank Loans,NAIC 6,1518474,1115690
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
AGL,2022Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
AGL,2022Q4,Total Bonds Current Year,NAIC 1,0,35899699308
AGL,2022Q4,Total Bonds Current Year,NAIC 2,0,20932626675
AGL,2022Q4,Total Bonds Current Year,NAIC 3,0,1422068410
AGL,2022Q4,Total Bonds Current Year,NAIC 4,0,1392118025
AGL,2022Q4,Total Bonds Current Year,NAIC 5,0,49162256
AGL,2022Q4,Total Bonds Current Year,NAIC 6,0,13509936
AGL,2022Q4,Total Bonds Prior Year,NAIC 1,0,38306705586
AGL,2022Q4,Total Bonds Prior Year,NAIC 2,0,23495425252
AGL,2022Q4,Total Bonds Prior Year,NAIC 3,0,1320103589
AGL,2022Q4,Total Bonds Prior Year,NAIC 4,0,867633421
AGL,2022Q4,Total Bonds Prior Year,NAIC 5,0,71547435
AGL,2022Q4,Total Bonds Prior Year,NAIC 6,0,3920113
AGL,2022Q4,Total Bonds Prior Year,NAIC 1,0,38306705586
AGL,2022Q4,Total Bonds Prior Year,NAIC 2,0,23495425252
AGL,2022Q4,Total Bonds Prior Year,NAIC 3,0,1320103589
AGL,2022Q4,Total Bonds Prior Year,NAIC 4,0,867633421
AGL,2022Q4,Total Bonds Prior Year,NAIC 5,0,71547435
AGL,2022Q4,Total Bonds Prior Year,NAIC 6,0,3920113
AGL,2022Q4,Total Privately Placed Bonds,NAIC 1,0,21532160058
AGL,2022Q4,Total Privately Placed Bonds,NAIC 2,0,17385616818
AGL,2022Q4,Total Privately Placed Bonds,NAIC 3,0,2869122421
AGL,2022Q4,Total Privately Placed Bonds,NAIC 4,0,2064655561
AGL,2022Q4,Total Privately Placed Bonds,NAIC 5,0,393256062
AGL,2022Q4,Total Privately Placed Bonds,NAIC 6,0,97773627
AGL,2023Q4,U.S. Governments,NAIC 1,1331540615,1302225888
AGL,2023Q4,U.S. Governments,NAIC 2,0,0
AGL,2023Q4,U.S. Governments,NAIC 3,0,0
AGL,2023Q4,U.S. Governments,NAIC 4,0,0
AGL,2023Q4,U.S. Governments,NAIC 5,0,0
AGL,2023Q4,U.S. Governments,NAIC 6,0,0
AGL,2023Q4,All Other Governments,NAIC 1,901653138,252786565
AGL,2023Q4,All Other Governments,NAIC 2,705792171,326883603
AGL,2023Q4,All Other Governments,NAIC 3,379841211,180668853
AGL,2023Q4,All Other Governments,NAIC 4,48177483,16056506
AGL,2023Q4,All Other Governments,NAIC 5,2859191,744466
AGL,2023Q4,All Other Governments,NAIC 6,2268591,0
AGL,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,238639757,238639757
AGL,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
AGL,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
AGL,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
AGL,2023Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,209619056,209619057
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
AGL,2023Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 1,5342070410,5289777674
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 2,49534389,42090003
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 3,0,0
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
AGL,2023Q4,U.S. Special Revenue & Special Assessment,NAIC 6,51536,51537
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,59002708499,25201429992
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,36580654942,16736521697
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,2015591383,533073705
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,606158061,137878876
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,64491007,9840945
AGL,2023Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,18087408,8096930
AGL,2023Q4,Hybrid Securities,NAIC 1,75508229,63833832
AGL,2023Q4,Hybrid Securities,NAIC 2,244806923,193164005
AGL,2023Q4,Hybrid Securities,NAIC 3,52889219,18223034
AGL,2023Q4,Hybrid Securities,NAIC 4,0,0
AGL,2023Q4,Hybrid Securities,NAIC 5,0,0
AGL,2023Q4,Hybrid Securities,NAIC 6,3720530,3720530
AGL,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,7045990,0
AGL,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,358690956,0
AGL,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,0,0
AGL,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
AGL,2023Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,176128,0
AGL,2023Q4,SVO Identified Funds,NAIC 1,0,0
AGL,2023Q4,SVO Identified Funds,NAIC 2,0,0
AGL,2023Q4,SVO Identified Funds,NAIC 3,0,0
AGL,2023Q4,SVO Identified Funds,NAIC 4,0,0
AGL,2023Q4,SVO Identified Funds,NAIC 5,0,0
AGL,2023Q4,SVO Identified Funds,NAIC 6,0,0
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 1,292195843,112494442
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 2,553861740,254792257
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 3,1032080772,589879016
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 4,1982958752,843258874
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 5,157256075,69969979
AGL,2023Q4,Unaffiliated Bank Loans,NAIC 6,1132806,1115690
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
AGL,2023Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
AGL,2023Q4,Total Bonds Current Year,NAIC 1,0,32670807207
AGL,2023Q4,Total Bonds Current Year,NAIC 2,1007277,17554458842
AGL,2023Q4,Total Bonds Current Year,NAIC 3,0,1321844608
AGL,2023Q4,Total Bonds Current Year,NAIC 4,1011974,998206230
AGL,2023Q4,Total Bonds Current Year,NAIC 5,0,80555390
AGL,2023Q4,Total Bonds Current Year,NAIC 6,0,12984687
AGL,2023Q4,Total Bonds Prior Year,NAIC 1,0,35899699308
AGL,2023Q4,Total Bonds Prior Year,NAIC 2,0,20932626675
AGL,2023Q4,Total Bonds Prior Year,NAIC 3,0,1422068410
AGL,2023Q4,Total Bonds Prior Year,NAIC 4,0,1392118025
AGL,2023Q4,Total Bonds Prior Year,NAIC 5,0,49162256
AGL,2023Q4,Total Bonds Prior Year,NAIC 6,0,13509936
AGL,2023Q4,Total Bonds Prior Year,NAIC 1,0,35899699308
AGL,2023Q4,Total Bonds Prior Year,NAIC 2,1007277,20932626675
AGL,2023Q4,Total Bonds Prior Year,NAIC 3,0,1422068410
AGL,2023Q4,Total Bonds Prior Year,NAIC 4,1011974,1392118025
AGL,2023Q4,Total Bonds Prior Year,NAIC 5,0,49162256
AGL,2023Q4,Total Bonds Prior Year,NAIC 6,0,13509936
AGL,2023Q4,Total Privately Placed Bonds,NAIC 1,0,25699788870
AGL,2023Q4,Total Privately Placed Bonds,NAIC 2,0,19310978823
AGL,2023Q4,Total Privately Placed Bonds,NAIC 3,0,2450852644
AGL,2023Q4,Total Privately Placed Bonds,NAIC 4,0,1525953170
AGL,2023Q4,Total Privately Placed Bonds,NAIC 5,0,59702585
AGL,2023Q4,Total Privately Placed Bonds,NAIC 6,0,110844480
AGL,2024Q4,U.S. Governments,NAIC 1,1688258058,1660262715
AGL,2024Q4,U.S. Governments,NAIC 2,0,0
AGL,2024Q4,U.S. Governments,NAIC 3,0,0
AGL,2024Q4,U.S. Governments,NAIC 4,0,0
AGL,2024Q4,U.S. Governments,NAIC 5,0,0
AGL,2024Q4,U.S. Governments,NAIC 6,0,0
AGL,2024Q4,All Other Governments,NAIC 1,798589018,250148373
AGL,2024Q4,All Other Governments,NAIC 2,680248106,359363060
AGL,2024Q4,All Other Governments,NAIC 3,288072767,119930461
AGL,2024Q4,All Other Governments,NAIC 4,21191286,16027076
AGL,2024Q4,All Other Governments,NAIC 5,20159659,589482
AGL,2024Q4,All Other Governments,NAIC 6,1223712,0
AGL,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 1,187889220,187889220
AGL,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 2,0,0
AGL,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 3,0,0
AGL,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 4,0,0
AGL,2024Q4,"U.S. States, Territories and Possessions etc.,",NAIC 6,0,0
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 1,166438525,166438525
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 2,0,0
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 3,0,0
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 4,0,0
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 5,0,0
AGL,2024Q4,"U.S. Political Subdivisions of States, Territories and",NAIC 6,0,0
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 1,4716694550,4670650896
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 2,41780262,34698862
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 3,32760000,32760000
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 4,0,0
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 5,0,0
AGL,2024Q4,U.S. Special Revenue & Special Assessment,NAIC 6,61,61
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 1,59710768146,20911416082
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 2,40684150123,16285025443
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 3,2002419643,588018990
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 4,379166887,22977759
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 5,156052885,12238875
AGL,2024Q4,Industrial & Miscellaneous (Unaffiliated),NAIC 6,23352204,6187203
AGL,2024Q4,Hybrid Securities,NAIC 1,75145850,63480105
AGL,2024Q4,Hybrid Securities,NAIC 2,320536391,264839286
AGL,2024Q4,Hybrid Securities,NAIC 3,46042706,34569355
AGL,2024Q4,Hybrid Securities,NAIC 4,0,0
AGL,2024Q4,Hybrid Securities,NAIC 5,0,0
AGL,2024Q4,Hybrid Securities,NAIC 6,2860830,2860830
AGL,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 1,57173185,0
AGL,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 2,372323868,0
AGL,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 3,9130049,0
AGL,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 4,0,0
AGL,2024Q4,"Parent, Subsidiaries and Affiliates",NAIC 5,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 1,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 2,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 3,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 4,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 5,0,0
AGL,2024Q4,SVO Identified Funds,NAIC 6,0,0
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 1,695226829,67922167
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 2,574626511,305415089
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 3,1300364608,747460801
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 4,1936414041,1029428357
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 5,234348839,109593406
AGL,2024Q4,Unaffiliated Bank Loans,NAIC 6,1116186,1115690
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 1,0,0
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 2,0,0
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 3,0,0
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 4,0,0
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 5,0,0
AGL,2024Q4,Unaffiliated Certificates of Deposit,NAIC 6,0,0
AGL,2024Q4,Total Bonds Current Year,NAIC 1,0,27978208083
AGL,2024Q4,Total Bonds Current Year,NAIC 2,0,17249341740
AGL,2024Q4,Total Bonds Current Year,NAIC 3,0,1522739608
AGL,2024Q4,Total Bonds Current Year,NAIC 4,0,1068433193
AGL,2024Q4,Total Bonds Current Year,NAIC 5,0,122421762
AGL,2024Q4,Total Bonds Current Year,NAIC 6,0,10163784
AGL,2024Q4,Total Bonds Prior Year,NAIC 1,0,32670807206
AGL,2024Q4,Total Bonds Prior Year,NAIC 2,1007277,17554458841
AGL,2024Q4,Total Bonds Prior Year,NAIC 3,0,1321844607
AGL,2024Q4,Total Bonds Prior Year,NAIC 4,1011974,998206230
AGL,2024Q4,Total Bonds Prior Year,NAIC 5,0,80555391
AGL,2024Q4,Total Bonds Prior Year,NAIC 6,0,12984686
AGL,2024Q4,Total Bonds Prior Year,NAIC 1,0,32670807206
AGL,2024Q4,Total Bonds Prior Year,NAIC 2,0,17554458841
AGL,2024Q4,Total Bonds Prior Year,NAIC 3,0,1321844607
AGL,2024Q4,Total Bonds Prior Year,NAIC 4,0,998206230
AGL,2024Q4,Total Bonds Prior Year,NAIC 5,0,80555391
AGL,2024Q4,Total Bonds Prior Year,NAIC 6,0,12984686
AGL,2024Q4,Total Privately Placed Bonds,NAIC 1,0,34730174331
AGL,2024Q4,Total Privately Placed Bonds,NAIC 2,0,20939889557
AGL,2024Q4,Total Privately Placed Bonds,NAIC 3,0,2158557978
AGL,2024Q4,Total Privately Placed Bonds,NAIC 4,0,1640100040
AGL,2024Q4,Total Privately Placed Bonds,NAIC 5,0,144227010
AGL,2024Q4,Total Privately Placed Bonds,NAIC 6,0,12276185
AGL,2025Q4,U.S. Government Obligations,NAIC 1,1248306853,1
AGL,2025Q4,U.S. Government Obligations,NAIC 2,0,0
AGL,2025Q4,U.S. Government Obligations,NAIC 3,0,0
AGL,2025Q4,U.S. Government Obligations,NAIC 4,0,0
AGL,2025Q4,U.S. Government Obligations,NAIC 5,0,0
AGL,2025Q4,U.S. Government Obligations,NAIC 6,0,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 1,88179132,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 2,0,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 3,0,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 4,0,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 5,0,0
AGL,2025Q4,Other U.S. Government Securities,NAIC 6,0,0
AGL,2025Q4,Non-U.S. Sovereign Jurisdiction Securities,NAIC 1,370768505,219206314
AGL,2025Q4,Non-U.S. Sovereign Jurisdiction Securities,NAIC 2,807705064,442531722
AGL,2025Q4,Non-U.S. Sovereign Jurisdiction Securities,NAIC 3,314896571,164170362
AGL,2025Q4,Non-U.S. Sovereign Jurisdiction Securities,NAIC 4,0,0
AGL,2025Q4,Non-U.S. Sovereign Jurisdiction Securities,NAIC 5,514387,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 1,312341367,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 2,0,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 3,0,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 4,0,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 5,0,0
AGL,2025Q4,Municipal Bonds  General Obligations,NAIC 6,0,0
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 1,1850584405,62754672
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 2,31819233,1
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 3,45075489,45075489
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 4,0,0
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 5,0,0
AGL,2025Q4,Municipal Bonds  Special Revenue,NAIC 6,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 1,993279560,746983437
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 2,4267372276,3976851539
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 3,196572099,182227532
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 4,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 5,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 6,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 1,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 2,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 3,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 4,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 5,0,0
AGL,2025Q4,Project Finance Bonds Issued by Operating Entities,NAIC 6,0,0
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 1,24826920723,9577958140
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 2,26551310786,12828126366
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 3,1649083624,1013547438
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 4,183276792,166170227
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 5,144836777,144527715
AGL,2025Q4,Corporate Bonds (Unaffiliated),NAIC 6,36162987,26567583
AGL,2025Q4,Corporate Bonds (Affiliated),NAIC 1,0,0
AGL,2025Q4,Corporate Bonds (Affiliated),NAIC 2,800000000,800000000
AGL,2025Q4,Corporate Bonds (Affiliated),NAIC 3,0,0
AGL,2025Q4,Corporate Bonds (Affiliated),NAIC 4,0,0
AGL,2025Q4,Corporate Bonds (Affiliated),NAIC 6,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 1,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 2,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 3,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 4,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 5,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Unaffiliated),NAIC 6,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 1,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 2,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 3,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 4,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 5,0,0
AGL,2025Q4,Mandatory Convertible Bonds (Affiliated),NAIC 6,0,0
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 1,1373772904,1276588936
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 2,648634411,556402128
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 3,45352721,45352721
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 4,4757989,4757989
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 5,0,0
AGL,2025Q4,Single Entity Backed Obligations (Unaffiliated),NAIC 6,1934039,1934039
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 1,0,0
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 2,0,0
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 3,0,0
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 4,0,0
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 5,0,0
AGL,2025Q4,Single Entity Backed Obligations (Affiliated),NAIC 6,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 1,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 2,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 3,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 4,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 5,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 6,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 1,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 2,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 3,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 5,0,0
AGL,2025Q4,SVO-Identified Bond Exchange Traded Funds,NAIC 6,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 1,3925434735,3296255157
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 2,5473118605,4273611096
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 3,32463266,32463266
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 4,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 5,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 6,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 1,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 2,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 3,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 4,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 5,0,0
AGL,2025Q4,Bonds Issued by Funds Representing Operating,NAIC 6,0,0
AGL,2025Q4,Bank Loans  Issued (Unaffiliated),NAIC 1,0,0
AGL,2025Q4,Bank Loans  Issued (Unaffiliated),NAIC 2,0,0
AGL,2025Q4,Bank Loans  Issued (Unaffiliated),NAIC 3,0,0
