loan_number,city,state,date_acquired,interest_rate,book_value
2020103,Chicago,IL,05/26/2017,3.858,429526
2021184,San Diego,CA,05/26/2017,3.674,829438
2009794,Portland,OR,05/26/2017,3.785,437360
2006148,Falls Church,VA,05/26/2017,3.837,498498
2022244,Arlington Heights,IL,05/26/2017,3.669,564088
2008367,Las Vegas,NV,05/26/2017,4.417,559407
2022214,La Verne,CA,05/26/2017,3.993,479192
2021964,Nine Mile Falls,WA,05/26/2017,4.053,480493
2007505,Lincolnwood,IL,05/26/2017,4.033,494603
2007903,Dallas,TX,05/26/2017,3.878,502157
2018777,Louisville,CO,05/26/2017,3.652,454475
2023913,San Antonio,TX,05/26/2017,3.773,409333
2013741,Los Angeles,CA,05/26/2017,3.799,496591
2026295,Holly Springs,NC,05/26/2017,3.696,374344
2009546,Brooklyn,NY,05/26/2017,3.821,531271
2020189,San Francisco,CA,05/26/2017,3.73,797948
2006445,Corte Madera,CA,05/26/2017,4.098,668825
2023314,Sacramento,CA,05/26/2017,3.63,571297
2007573,Alexandria,VA,05/26/2017,3.835,771225
2007587,Bethesda,MD,05/26/2017,3.814,664711
2023108,Austin,TX,05/26/2017,4.276,628468
2024566,Oakland,CA,05/26/2017,3.464,403126
2021778,Hayward,CA,05/26/2017,3.71,559768
2020177,Carlsbad,CA,05/26/2017,3.756,462469
2007615,Annapolis,MD,05/26/2017,3.605,326654
2023090,Golden,CO,05/26/2017,3.751,431655
2019948,Parker,CO,05/26/2017,3.702,416077
2023056,Aurora,CO,05/26/2017,3.573,322719
2007993,Yorba Linda,CA,05/26/2017,3.798,648498
2023518,Brooklyn,NY,05/26/2017,3.677,612788
2019976,Seattle,WA,05/26/2017,3.786,759550
2022232,Mc Queeney,TX,05/26/2017,4.296,661056
2023536,Forest,VA,05/26/2017,3.508,534315
2007918,San Diego,CA,05/26/2017,3.951,339281
2018592,Annapolis,MD,05/26/2017,4.146,489113
2025421,Scottsdale,AZ,05/26/2017,3.611,439134
2023725,Flower Mound,TX,05/26/2017,3.583,524833
2020635,Holly Springs,NC,05/26/2017,3.659,351963
2020596,Tenafly,NJ,05/26/2017,3.871,370744
2028771,Mission Viejo,CA,05/26/2017,3.857,598593
2021339,Richardson,TX,05/26/2017,3.802,491634
2023614,Redondo Beach,CA,05/26/2017,3.656,539215
2009792,San Anselmo,CA,05/26/2017,3.939,372819
2023007,Centennial,CO,05/26/2017,3.708,516330
2023144,Alexandria,VA,05/26/2017,3.529,520910
2005045,Portland,OR,05/26/2017,4.282,434149
2005168,Madison,NJ,05/26/2017,4.334,396859
2018529,Sykesville,MD,05/26/2017,3.679,442228
2020603,Ramsey,NJ,05/26/2017,3.774,480213
2025608,Philadelphia,PA,05/26/2017,3.516,425250
2020606,Rancho Cucamonga,CA,05/26/2017,3.815,381662
2024562,South Lyon,MI,05/26/2017,3.594,442673
2021645,Arlington,VA,05/26/2017,3.939,636761
2017781,Rockville Centre,NY,05/26/2017,4.335,590876
2006475,Ashburn,VA,05/26/2017,4.043,655463
2021702,Houston,TX,05/26/2017,3.861,421560
2006178,Portland,OR,05/26/2017,4.022,387091
2026511,Boulder,CO,05/26/2017,3.542,694266
2017929,West Covina,CA,05/26/2017,4.361,407358
2027764,Murrieta,CA,05/26/2017,3.627,403718
2023602,Lake Oswego,OR,05/26/2017,3.699,499931
2005549,Winchester,VA,05/26/2017,4.542,575721
2012925,Seabrook,TX,05/26/2017,3.779,306710
2012929,Midland,TX,05/26/2017,4.253,559160
2023532,Alamo,CA,05/26/2017,3.688,618776
2020587,Miami,FL,05/26/2017,3.749,462458
2019606,Lakewood,CO,05/26/2017,3.668,480969
2019751,West River,MD,05/26/2017,4.116,548377
2018520,Staten Island,NY,05/26/2017,3.825,422452
2021341,Raleigh,NC,05/26/2017,3.893,393397
