loan_number,city,state,date_acquired,interest_rate,book_value
3114448,Pleasant Hill,CA,12/23/2022,5.644,441508
2014158,Bedford,NH,12/23/2022,6.481,431757
2030758,Hudson,OH,12/23/2022,5.977,327090
2013553,Ocean City,MD,12/23/2022,6.086,343514
3113390,Scottsdale,AZ,12/23/2022,5.661,718583
2031006,Highland,UT,12/23/2022,6.217,378044
3114180,Atlanta,GA,12/23/2022,5.722,612930
2002950,Houston,TX,12/23/2022,6.211,129074
2027413,Reston,VA,12/23/2022,7.681,378106
3114223,Fresno,CA,12/23/2022,5.936,459534
2002399,Reno,NV,12/23/2022,6.106,377143
2001612,Clifton Park,NY,12/23/2022,6.239,136842
2002088,Ballston Spa,NY,12/23/2022,6.178,161841
2003887,Chicago,IL,12/23/2022,6.344,97454
2010605,Lucas,TX,12/23/2022,5.698,360667
2011003,Littleton,CO,12/23/2022,5.69,315857
2001527,Noblesville,IN,12/23/2022,6.165,120224
2002954,Glenelg,MD,12/23/2022,5.946,720114
2002852,Ashburn,VA,12/23/2022,6.077,403856
2020280,Brighton,MI,12/23/2022,5.58,339333
2003119,Dallas,TX,12/23/2022,6.16,176965
2021955,Nevada City,CA,12/23/2022,5.644,401760
2003814,Virginia Beach,VA,12/23/2022,6.297,94143
2002055,Madras,OR,12/23/2022,6.59,88353
2002702,Austin,TX,12/23/2022,6.132,297386
2001716,Whippany,NJ,12/23/2022,6.085,315564
2001709,Toms River,NJ,12/23/2022,6.231,128740
2021065,Austin,TX,12/23/2022,5.574,345922
2021499,Washington,DC,12/23/2022,6.156,551815
2004112,Germantown,MD,12/23/2022,6.159,439398
2029943,San Diego,CA,12/23/2022,6.289,481195
2010537,Villanova,PA,12/23/2022,5.745,528537
2022234,Newtown Square,PA,12/23/2022,6.161,377705
2003166,Burke,VA,12/23/2022,6.152,260577
2002589,Germantown,MD,12/23/2022,6.215,184440
2002697,Edmond,OK,12/23/2022,6.206,116573
2017338,Portland,OR,12/23/2022,5.923,432055
2000019,Phoenix,AZ,12/23/2022,7.203,28172
2002572,Las Cruces,NM,12/23/2022,6.148,178662
2001827,Hamilton,VA,12/23/2022,6.095,249615
2002347,Bristow,VA,12/23/2022,6.205,324822
2017454,Edmonds,WA,12/23/2022,7.022,347677
2002156,Spotsylvania,VA,12/23/2022,6.286,153329
2001748,Lees Summit,MO,12/23/2022,6.102,201766
2002643,Ponte Vedra,FL,12/23/2022,6.981,235553
2022009,Fort Mill,SC,12/23/2022,6.112,334092
2025126,Vienna,VA,12/23/2022,5.593,513520
2003836,Mount Holly,NC,12/23/2022,6.147,120926
2003374,Bristow,VA,12/23/2022,6.251,280804
2002848,Huntington Station,NY,12/23/2022,6.339,224261
2003118,Oakdale,CA,12/23/2022,6.46,142994
2003927,Takoma Park,MD,12/23/2022,6.201,437359
2000025,Fort Mill,SC,12/23/2022,5.961,242822
2001577,Plainsboro,NJ,12/23/2022,6.369,344513
2013902,Bedford,NY,12/23/2022,5.701,404944
2001722,Troutdale,OR,12/23/2022,7.662,127232
2028337,Chicago,IL,12/23/2022,5.705,351813
2002089,Ballston Lake,NY,12/23/2022,6.165,170412
2001998,Bethpage,NY,12/23/2022,6.576,160895
2001813,Springfield,VA,12/23/2022,6.115,377544
2026170,Dallas,TX,12/23/2022,6.772,329375
2016022,Arlington Heights,IL,12/23/2022,6.318,332409
2001547,Dillon,MT,12/23/2022,6.228,96247
2026569,Brooklyn,NY,12/23/2022,5.462,356490
2018939,Santa Clarita,CA,12/23/2022,5.701,727394
2003148,Great Meadows,NJ,12/23/2022,7.162,95342
2025475,Chicago,IL,12/23/2022,6.53,509288
2001746,Gaithersburg,MD,12/23/2022,6.09,325105
2000122,Bloomfield,NJ,12/23/2022,6.251,238512
2002515,Linden,NJ,12/23/2022,6.167,154640
2001728,Sterling,VA,12/23/2022,6.117,445560
2001851,Vancouver,WA,12/23/2022,6.186,272554
2023608,Manteca,CA,12/23/2022,6.132,383722
2023122,Carlsbad,CA,12/23/2022,5.565,517847
2003691,Leesburg,VA,12/23/2022,6.292,375726
2004001,Gonzales,LA,12/23/2022,6.19,163714
2002025,Salem,OR,12/23/2022,6.274,169166
2024904,Clarendon Hills,IL,12/23/2022,5.562,352748
2011081,Marina Del Rey Area,CA,12/23/2022,5.849,462205
2001530,Fort Wayne,IN,12/23/2022,6.303,133362
2022445,Littleton,CO,12/23/2022,5.732,463340
2003247,Northridge,CA,12/23/2022,6.259,279511
2001523,Fords,NJ,12/23/2022,6.464,100410
2003091,Philadelphia,PA,12/23/2022,6.193,107802
2011397,Kirkland,WA,12/23/2022,5.737,463168
2022777,Ames,IA,12/23/2022,6.091,528882
2025499,Media,PA,12/23/2022,6.306,349772
2001920,Chesapeake,VA,12/23/2022,6.311,163711
2002715,Austin,TX,12/23/2022,6.246,163098
2001900,Clarksburg,MD,12/23/2022,6.294,209715
2022103,Frisco,TX,12/23/2022,6.084,420666
2002606,Haymarket,VA,12/23/2022,6.385,147735
2016122,Severna Park,MD,12/23/2022,6.204,463391
2003023,Loveland,CO,12/23/2022,6.44,106179
2013620,Livermore,CA,12/23/2022,6.892,320054
2012393,Mamaroneck,NY,12/23/2022,6.296,483519
2014492,Skillman,NJ,12/23/2022,6.267,574272
2022078,Raleigh,NC,12/23/2022,6.347,353375
2004127,Middletown,DE,12/23/2022,6.009,231777
2028950,Tracy,CA,12/23/2022,6.212,367130
2011488,Santa Clarita,CA,12/23/2022,5.832,329692
2017216,New Braunfels,TX,12/23/2022,6.565,551952
2012335,Little Silver,NJ,12/23/2022,5.707,415745
2003137,Moore,OK,12/23/2022,6.119,97773
2015514,Somerville,MA,12/23/2022,5.697,372293
2002680,Chesapeake,VA,12/23/2022,6.12,240114
2014700,Broomfield,CO,12/23/2022,5.697,390298
2002097,Garner,NC,12/23/2022,9.315,39049
2004185,Bainbridge Island,WA,12/23/2022,6.475,342630
2014994,Fishers,IN,12/23/2022,5.852,460574
2001561,Rochester,NY,12/23/2022,6.264,116110
2002302,Brooklyn,NY,12/23/2022,6.126,245642
2013211,Ashburn,VA,12/23/2022,6.011,358537
2002947,Milwaukie,OR,12/23/2022,6.097,137024
2001559,Menands,NY,12/23/2022,6.325,119833
2002024,Vancouver,WA,12/23/2022,6.182,106340
2001504,Poughkeepsie,NY,12/23/2022,6.295,187701
2002166,Northborough,MA,12/23/2022,6.17,233204
2004049,Big Bear Lake,CA,12/23/2022,5.874,326689
2024968,Sammamish,WA,12/23/2022,5.552,596239
2027700,Dix Hills,NY,12/23/2022,6.237,484440
2015996,Edmond,OK,12/23/2022,6.337,514266
2003391,Fayetteville,NC,12/23/2022,6.466,84931
2017097,Delray Beach,FL,12/23/2022,6.244,562062
2002085,Suffolk,VA,12/23/2022,6.299,169945
2025063,Roseville,CA,12/23/2022,5.531,340283
2001597,Fort Wayne,IN,12/23/2022,6.083,48402
2025163,Mount Pleasant,SC,12/23/2022,6.029,376464
2002878,Burke,VA,12/23/2022,6.214,264517
2021080,Washington,DC,12/23/2022,6.083,553341
2011879,Charleston,SC,12/23/2022,6.227,319331
2003998,Carol Stream,IL,12/23/2022,6.2,107844
2023221,Seattle,WA,12/23/2022,5.558,488499
2018950,Indian Trail,NC,12/23/2022,6.456,351275
2002517,Lyndhurst,NJ,12/23/2022,6.162,191325
2014118,Richmond,TX,12/23/2022,6.365,470978
2015313,Layton,UT,12/23/2022,5.818,351160
2025559,Novato,CA,12/23/2022,8.838,186966
2012130,Santa Rosa,CA,12/23/2022,5.779,365755
2027724,Marco Island,FL,12/23/2022,6.225,646001
2003206,Fillmore,CA,12/23/2022,6.234,127025
2001848,Portland,OR,12/23/2022,6.217,179321
2012286,Huntington Station,NY,12/23/2022,7.005,403969
2014791,Greenlawn,NY,12/23/2022,5.91,537041
2025188,Bethesda,MD,12/23/2022,5.993,460958
2000015,Cresskill,NJ,12/23/2022,6.073,357068
2015939,Wyckoff,NJ,12/23/2022,5.72,390345
2002531,Leesburg,VA,12/23/2022,6.275,172756
2026743,Frisco,TX,12/23/2022,6.001,305849
2026827,Lake Forest,IL,12/23/2022,6.04,492925
2016548,Winter Garden,FL,12/23/2022,6.756,345445
2011143,Trabuco Canyon,CA,12/23/2022,5.801,485165
2022278,Oakland Park,FL,12/23/2022,6.065,371770
2017625,Bellevue,WA,12/23/2022,6.451,455883
2021570,Carmel,IN,12/23/2022,6.006,329278
2029741,Ramona,CA,12/23/2022,6.282,587208
2011155,Novi,MI,12/23/2022,5.655,317280
2027172,Alexandria,VA,12/23/2022,5.535,407159
2020765,Palatine,IL,12/23/2022,5.767,375803
2016636,Hawthorn Woods,IL,12/23/2022,6.179,438904
2014767,Arlington,VA,12/23/2022,6.214,485650
2014599,Waxahachie,TX,12/23/2022,6.201,369260
2010794,Erie,CO,12/23/2022,5.742,340465
2025177,Los Angeles,CA,12/23/2022,5.546,507189
2015174,Charlotte,NC,12/23/2022,5.686,381407
2022490,Sanford,FL,12/23/2022,5.758,387033
2025299,Mclean,VA,05/26/2017,3.527,618545
2019788,Chicago,IL,05/26/2017,4.028,564842
2025341,Sherman Oaks,CA,05/26/2017,3.508,645079
2014480,Falls Church,VA,05/26/2017,3.778,673266
2020943,Oakton,VA,05/26/2017,3.754,569468
2006159,Washington,DC,05/26/2017,4.188,504866
2020956,Washington,DC,05/26/2017,3.775,594146
2017171,Carmel,IN,05/26/2017,4.409,468062
2008373,Brooklyn,NY,05/26/2017,3.901,599753
2020934,San Antonio,TX,05/26/2017,3.828,571991
2011336,La Habra Heights,CA,05/26/2017,4.373,838097
2010475,Houston,TX,05/26/2017,3.635,619362
2006381,Bend,OR,05/26/2017,4.041,384650
2010023,Brightwaters,NY,05/26/2017,4.082,588692
2010082,Lutz,FL,05/26/2017,3.702,479433
2022612,Franklin,TN,05/26/2017,3.844,499052
2019874,Rio Rancho,NM,05/26/2017,3.735,437086
2027374,Dallas,TX,05/26/2017,3.512,730350
2023995,Lucas,TX,05/26/2017,3.639,609869
2023363,Flourtown,PA,05/26/2017,3.651,384128
2006283,Las Vegas,NV,05/26/2017,4.36,803665
2023867,Austin,TX,05/26/2017,3.623,497384
2022770,San Jose,CA,05/26/2017,3.598,592213
2005369,San Diego,CA,05/26/2017,4.062,457136
2010300,Centreville,VA,05/26/2017,3.577,392185
2006991,Bernards Township,NJ,05/26/2017,3.844,411081
2027389,Austin,TX,05/26/2017,3.582,445946
2022817,Jacksonville,FL,05/26/2017,3.864,411774
2029966,Philadelphia,PA,05/26/2017,4.563,452370
2024013,Asheville,NC,05/26/2017,3.626,470530
2023409,Holladay,UT,05/26/2017,3.495,874706
2025378,Lakewood,CO,05/26/2017,3.524,588503
2004138,Santa Fe,NM,05/26/2017,4.138,379959
2023423,Snohomish,WA,05/26/2017,4.083,612211
2016404,Coeur D Alene,ID,05/26/2017,3.771,480642
2013490,Mullica Hill,NJ,05/26/2017,3.944,414479
2006226,Parkland,FL,05/26/2017,4.015,394887
2025295,Washington,DC,05/26/2017,3.627,440694
2016271,Hedgesville,WV,05/26/2017,3.875,386992
2010156,Castle Rock,CO,05/26/2017,3.765,507727
2023989,Chandler,AZ,05/26/2017,3.552,463450
2030170,Parkland,FL,05/26/2017,4.509,455026
2025320,Marblehead,MA,05/26/2017,3.488,600862
2020608,San Rafael,CA,05/26/2017,3.718,734090
2026519,Frisco,TX,05/26/2017,3.564,658266
2024133,Moraga,CA,05/26/2017,3.758,735012
2010235,Albany,OR,05/26/2017,3.911,694780
2023328,Washington,DC,05/26/2017,3.713,857260
2019841,Portland,OR,05/26/2017,3.802,447686
2020947,The Woodlands,TX,05/26/2017,3.754,676522
2006605,Seattle,WA,05/26/2017,4.032,441731
2027391,Brooklyn,NY,05/26/2017,3.555,583680
2019764,Bainbridge Island,WA,05/26/2017,3.898,447849
2026517,Grafton,MA,05/26/2017,3.567,394216
2006679,Washington,DC,05/26/2017,4.078,585398
2006317,Phoenix,AZ,05/26/2017,3.6,254254
2005812,Boston,MA,05/26/2017,4.108,556934
2006363,Friendship,MD,05/26/2017,4.162,435289
2006210,Edmond,OK,05/26/2017,4.012,287874
2017864,Norman,OK,05/26/2017,3.91,364581
2027272,Fair Oaks Ranch,TX,05/26/2017,3.755,382727
2015754,Wesley Chapel,FL,05/26/2017,4.282,574647
2026049,Burbank,CA,05/26/2017,3.75,592515
2005073,Oceanside,CA,05/23/2017,4.138,401946
2010215,Lakewood,CO,05/26/2017,3.69,403329
2024147,Irving,TX,05/26/2017,3.563,509504
2010166,Richmond,TX,05/26/2017,4.022,379606
2023355,Moseley,VA,05/26/2017,3.883,538222
2023846,Roseville,CA,05/26/2017,3.652,464859
2024166,Mt Pleasant,SC,05/26/2017,3.484,410484
2013400,Colorado Springs,CO,05/26/2017,4.457,598306
2009973,Los Ranchos,NM,05/26/2017,3.785,866094
2022033,Chicago,IL,05/26/2017,3.795,646339
2024137,Seattle,WA,05/26/2017,3.577,596030
2026059,Phoenix,AZ,05/26/2017,3.55,552775
2020938,San Diego,CA,05/26/2017,4.145,596707
2010223,Auburn,CA,05/26/2017,3.684,491371
2027443,Buena Park,CA,05/26/2017,3.661,569169
2015196,Barrington,IL,05/26/2017,4.217,478989
2019875,Lakewood,CO,05/26/2017,3.826,676039
2001611,Wallingford,CT,12/23/2022,6.074,197725
2003331,Newtown,CT,12/23/2022,6.164,349261
2000012,Naugatuck,CT,12/23/2022,5.902,95649
2003731,Chanhassen,MN,12/23/2022,6.046,336733
2001691,Newnan,GA,12/23/2022,6.237,113165
3113341,Jenks,OK,12/23/2022,6.336,541138
3113328,Woodridge,IL,04/18/2018,4.039,479519
2024135,Alpharetta,GA,04/18/2018,3.676,538990
2030043,Vienna,VA,04/18/2018,4.589,715434
2027399,Frederick,CO,04/18/2018,3.758,457062
2030137,Broomfield,CO,04/18/2018,4.482,651373
2023359,Sandy Springs,GA,04/18/2018,3.734,522814
2010292,Marietta,GA,04/18/2018,3.672,440234
2013172,Eagan,MN,04/18/2018,4.352,411078
2027487,Brookhaven,GA,04/18/2018,4.195,480430
2010168,Eagan,MN,04/18/2018,3.769,394734
3113714,San Diego,CA,04/18/2018,4.139,825255
2029675,Vacaville,CA,04/18/2018,4.028,523336
2008351,Independence,MN,04/18/2018,3.843,491718
2010031,Mableton,GA,04/18/2018,3.792,767537
2023991,Atlanta,GA,04/18/2018,3.532,427010
2006074,Eden Prairie,MN,04/18/2018,4.057,387677
2020239,Plymouth,MN,04/18/2018,3.828,464547
3114754,Minneapolis,MN,12/23/2022,5.672,476520
3114486,Brooklyn,NY,04/18/2018,4.261,579156
3114560,Chino,CA,12/23/2022,6.198,341668
3114630,Zionsville,IN,12/23/2022,5.722,351114
3115004,Portland,OR,12/23/2022,5.704,348512
3115227,Fort Lauderdale,FL,12/23/2022,6.233,361632
3114839,Napa,CA,12/23/2022,5.672,639582
3115092,Sacramento,CA,12/23/2022,5.699,498827
3115147,Evergreen,CO,12/23/2022,5.697,539515
3114896,Marietta,GA,12/23/2022,5.703,472991
3114808,Houston,TX,12/23/2022,5.722,350776
3115214,Harvard,MA,12/23/2022,5.749,438555
3115191,Escondido,CA,12/23/2022,6.544,437570
3115026,Decatur,GA,12/23/2022,6.029,445910
3114889,Sonoma,CA,12/23/2022,5.73,535185
3115406,Atlanta,GA,12/23/2022,5.662,367909
3115863,Holly Springs,NC,12/23/2022,5.97,364577
3115934,Davie,FL,12/23/2022,5.688,502670
3115506,Cave Creek,AZ,12/23/2022,5.662,475527
3115124,Forest Hills,NY,12/23/2022,6.278,548014
3116289,Halfmoon,NY,12/23/2022,5.692,397053
3116449,Fairfield,CA,12/23/2022,7.496,257510
3118219,Los Angeles,CA,12/23/2022,5.853,710525
3118074,Gainesville,VA,06/26/2018,4.147,515337
3118642,Seattle,WA,07/24/2018,4.632,540439
3119336,Cape Coral,FL,12/23/2022,5.863,428715
3119396,Syosset,NY,12/23/2022,5.981,786881
6119968,Monsey,NY,05/09/2019,5.804,395627
3120398,Howard Beach,NY,12/23/2022,5.809,695410
3120904,Meridian,ID,11/18/2020,3.282,187884
3120700,Boise,ID,09/16/2019,3.294,417974
3121919,Oklahoma City,OK,12/23/2022,6.465,578108
3121742,Spring,TX,12/23/2022,5.941,174229
3121237,Seattle,WA,10/03/2019,3.433,633847
6122308,Boise,ID,12/23/2022,5.605,210919
3122171,Encino,CA,10/09/2019,3.32,1149790
3122001,Boise,ID,10/10/2019,3.604,510656
3121870,Edmond,OK,12/23/2022,6.123,493957
3122439,Cottonwood Heights,UT,11/18/2020,3.863,581608
6123015,Rosemead,CA,12/23/2022,5.624,357791
6123078,Las Vegas,NV,12/23/2022,5.574,333590
6123125,Rancho Santa Margarit,CA,12/23/2022,5.58,324754
3122229,Princeton,NJ,12/09/2019,3.289,456196
3123005,Scottsdale,AZ,12/23/2022,7.165,438403
3122446,Bonita Springs,FL,12/26/2019,3.033,608700
6122844,Discovery Bay,CA,01/02/2020,2.944,843568
3123290,Midland,TX,08/10/2021,3.774,602511
3122307,Santa Barbara,CA,01/16/2020,3.288,541243
3123815,Atlanta,GA,12/23/2022,5.588,529341
6124446,Montclair,CA,12/23/2022,5.667,189582
3123136,Miami,FL,12/23/2022,6.448,550749
3124064,Santa Cruz,CA,12/23/2022,5.736,516399
6124756,Carrollton,TX,12/23/2022,5.673,182896
6124822,Taylorsville,NC,12/23/2022,5.674,173159
3124415,Dallas,TX,12/23/2022,5.474,760049
3124661,Gilbert,AZ,04/23/2020,3.002,770018
3124106,Atlanta,GA,12/23/2022,6.255,797506
3124607,Easton,MD,12/23/2022,6.341,590608
3125599,Carlsbad,CA,10/16/2020,3.246,943571
3125867,Newport,RI,10/20/2020,3.742,629575
3125917,Phoenix,AZ,11/02/2020,3.43,555287
3125678,Seal Beach,CA,12/23/2022,5.486,999683
3125712,Wynnewood,PA,12/23/2022,5.461,480061
3126489,San Luis Obispo,CA,03/02/2021,4.09,734395
3128421,Portland,OR,08/10/2021,2.507,596533
3127817,Cupertino,CA,12/23/2022,5.365,1073264
3128284,Santa Barbara,CA,12/23/2022,5.371,576670
3128002,Mclean,VA,12/23/2022,5.352,651599
3128378,South Lake Tahoe,CA,05/16/2022,2.781,742721
3129104,San Anselmo,CA,05/16/2022,2.62,639408
3128143,Oak Park,CA,12/23/2022,5.419,742896
3128579,Milpitas,CA,12/23/2022,5.387,589375
3128302,Alexander City,AL,12/23/2022,5.376,1084772
3128730,Easton,MD,12/23/2022,5.411,840886
3130049,Upland,CA,12/23/2022,5.489,451949
3128294,Destin,FL,12/23/2022,5.357,1060187
3129832,Seattle,WA,12/23/2022,5.312,605128
3129247,Naples,FL,12/23/2022,5.422,1107364
3130213,Short Hills,NJ,05/16/2022,2.658,588102
3130529,Novato,CA,12/23/2022,5.357,901340
3129900,Dallas,TX,12/23/2022,5.4,577303
3131129,Oakland,CA,12/23/2022,5.351,913761
3129583,Houston,TX,12/23/2022,5.412,1022472
3130977,Walnut Creek,CA,05/16/2022,2.685,1078702
3129783,Friant,CA,12/23/2022,5.382,554741
3129356,Mckinney,TX,12/23/2022,5.485,442710
3129835,Smithfield,UT,12/23/2022,5.444,519705
3130083,Brentwood,TN,12/23/2022,5.474,1071057
3129971,Irvine,CA,12/23/2022,5.388,637584
3128834,Nashville,TN,10/19/2022,3.438,701398
3130861,Denver,CO,05/16/2022,3.017,1124041
3129699,Charleston,SC,12/23/2022,5.422,576351
3130102,Fremont,CA,12/23/2022,5.376,999688
3129421,Oxnard,CA,12/23/2022,6.406,493478
3129191,San Francisco,CA,12/23/2022,5.45,700525
3129415,Greenwood Village,CO,12/23/2022,5.394,798523
3129626,Newport,RI,10/19/2022,3.105,568730
3130081,Los Angeles,CA,05/16/2022,2.807,871875
3128837,Cape Charles,VA,12/23/2022,5.494,682510
3126374,Gulfport,FL,12/23/2022,6.164,905086
3129571,El Cajon,CA,12/23/2022,5.383,615980
3130026,Santa Barbara,CA,12/23/2022,5.441,652511
3129085,The Woodlands,TX,12/23/2022,6.105,455389
3131231,Hinsdale,IL,08/19/2021,2.672,707212
3129926,Charlotte,NC,05/16/2022,2.953,685362
3129585,Columbia,SC,12/23/2022,5.383,830749
3129296,Austin,TX,12/23/2022,5.384,499677
3129131,Arnold,MD,05/16/2022,2.861,807228
3129406,Ladera Ranch,CA,12/23/2022,5.382,788316
3129387,Pleasant Hill,CA,12/23/2022,5.405,730128
3130488,Temecula,CA,12/23/2022,5.427,494280
3130996,Oakland,CA,12/23/2022,5.388,984614
3128984,Phoenix,MD,12/23/2022,5.461,694779
3131085,San Diego,CA,05/16/2022,2.895,917579
3127244,Brooklyn,NY,05/16/2022,2.801,569697
3128572,Westlake Village,CA,05/16/2022,2.766,951890
3129644,Vacaville,CA,05/16/2022,2.698,536991
3130184,Sarasota,FL,12/23/2022,5.422,636732
3129076,Austin,TX,10/19/2022,3.354,584837
3130089,Seattle,WA,12/23/2022,5.394,1007578
3128020,Jacksonville,OR,05/16/2022,2.855,555844
3129321,San Francisco,CA,05/16/2022,2.949,664123
3129897,Granite Bay,CA,10/19/2022,3.113,688157
3130350,Edmonds,WA,10/19/2022,3.285,1417285
3130138,Reno,NV,12/23/2022,5.417,826999
3130180,Atlanta,GA,12/23/2022,5.363,719685
3130438,Ellicott City,MD,12/23/2022,5.394,741739
3130149,Dripping Spgs,TX,12/23/2022,5.458,461448
3129641,Palmetto Bay,FL,12/23/2022,5.451,557555
3129100,Bethesda,MD,10/19/2022,3.206,713860
3130531,Castle Pines,CO,12/23/2022,4.696,592129
3129917,Hermosa Beach,CA,12/23/2022,4.311,694900
3129894,Austin,TX,12/23/2022,4.462,629550
3130773,Del Mar,CA,12/23/2022,5.37,908123
3129833,Colorado Springs,CO,12/23/2022,5.454,483437
3129925,Woodinville,WA,12/23/2022,5.4,977287
3130528,Portland,OR,12/23/2022,5.348,486050
3130193,Danville,CA,05/16/2022,2.979,1255629
3130086,Alameda,CA,10/19/2022,3.118,1410088
3129813,Vienna,VA,05/16/2022,2.917,959087
3130084,Annapolis,MD,05/16/2022,2.96,761047
3129949,Quicksburg,VA,10/19/2022,3.087,1040986
3129466,Olney,MD,12/23/2022,5.455,749150
3130178,Franklin,TN,12/23/2022,5.536,963050
3130291,Dublin,CA,12/23/2022,5.417,640924
3129594,Palo Alto,CA,10/19/2022,2.991,1355041
3129812,Carbondale,CO,05/16/2022,2.913,547237
3126144,Princeton,NJ,12/23/2022,5.476,731723
3129073,Daniel Island,SC,12/23/2022,5.45,475710
3129786,San Marcos,CA,12/23/2022,5.477,1108340
3129350,San Mateo,CA,10/19/2022,3.223,930038
3130212,Santa Barbara,CA,05/16/2022,2.789,802784
3129530,Johns Creek,GA,10/19/2022,3.155,1251112
3129809,Atlanta,GA,10/19/2022,3.046,813487
3130728,San Jose,CA,05/16/2022,2.59,740497
3130139,San Diego,CA,12/23/2022,5.394,748340
3129621,Coral Gables,FL,12/23/2022,5.444,645964
3129624,Nashville,TN,12/23/2022,5.366,729925
3131337,San Ramon,CA,12/23/2022,5.344,1027812
3130287,Portland,OR,12/23/2022,5.376,643544
3130233,Charlotte,NC,12/23/2022,2.535,4893
3130375,Lafayette,CA,05/16/2022,2.849,1222876
3130422,Incline Village,NV,05/16/2022,2.659,893867
3130258,Sebastopol,CA,05/16/2022,2.941,879894
3130549,Redondo Beach,CA,05/16/2022,2.973,1316433
3129129,San Clemente,CA,12/23/2022,5.465,658787
3130612,Summit,NJ,12/23/2022,5.406,725496
3129581,Arlington,VA,12/23/2022,5.4,732447
3129528,Honolulu,HI,12/23/2022,5.388,741186
3128946,Oklahoma City,OK,12/23/2022,5.417,468382
3130551,Bellevue,WA,10/19/2022,3.109,998582
3130310,Eastvale,CA,05/16/2022,2.999,741692
3130043,Clarksville,MD,05/16/2022,2.917,825132
3129780,Los Angeles,CA,12/23/2022,5.495,949556
3130913,Clovis,CA,12/23/2022,5.394,449123
3129748,Portland,OR,12/23/2022,5.407,570349
3129151,Laguna Niguel,CA,12/23/2022,5.427,1071457
3129609,Dublin,CA,12/23/2022,5.394,690304
3130126,Escondido,CA,05/16/2022,2.984,752216
3125802,Oyster Bay,NY,10/19/2022,3.304,913419
3131552,San Mateo,CA,05/16/2022,2.751,971785
3130349,Mukilteo,WA,12/23/2022,5.394,630478
3129580,Costa Mesa,CA,12/23/2022,5.412,726390
3131059,Reisterstown,MD,12/23/2022,5.394,471004
3130817,Tempe,AZ,09/14/2021,3.081,623923
3130380,Las Vegas,NV,12/23/2022,5.417,990594
3130675,Newtown Square,PA,12/23/2022,5.376,429291
3130663,Wilmette,IL,10/19/2022,3.118,628015
3130146,Nashville,TN,10/19/2022,3.214,784565
3130614,Vernon Hills,IL,05/16/2022,2.955,599441
3130463,Dallas,TX,05/16/2022,2.915,576683
3130838,Sherrills Ford,NC,10/19/2022,3.119,873562
3130760,Boulder,CO,10/19/2022,3.105,632309
3126014,Birmingham,AL,05/16/2022,3.033,713076
3130304,Brentwood,TN,05/16/2022,2.882,867557
3131108,Wilton,CT,09/15/2021,2.776,740440
3131201,Lathrop,CA,12/23/2022,5.388,476098
3129572,North Bend,WA,12/23/2022,5.436,683811
3130660,Maple Valley,WA,12/23/2022,5.35,723264
3130525,Saint Johns,FL,12/23/2022,5.417,541308
3129430,San Diego,CA,05/16/2022,2.76,846490
3130392,Rancho Cucamonga,CA,10/19/2022,3.122,724231
3130684,San Francisco,CA,05/16/2022,2.738,944652
