name,state,date_acquired,book_value,investment_income,ownership_pct
"AGL Alternative Holdings, LLC Wilmington",DE,12/14/2023,770220038,14999406,100.0
"Designation Book/ Year's Other- Foreign Carlyle Alternative Opportunities Fund, L.P. Washington, DC",DC,12/14/2018,327552617,18754469,66.685
Silver (BREDS) Various,AUS,06/20/2022,241866495,15760879,0.0
"Carlyle Partners VIII, L.P. Washington, DC",DC,06/19/2022,180184972,3555368,1.64
"Corebridge Global Real Estate Investment Corebridge U.S. Real Estate Fund IV, LP New York City",NY,07/26/2021,166947549,0,33.17
"Carlyle Property Investors L.P. Washington, DC",DC,07/01/2019,157083590,3515340,2.446
"Corebridge Europe Real Estate Fund II LR Corebridge Global Real Estate Investment Feeder, LLC New York",NY,03/13/2019,133870258,285577,51.441
AlpInvest Co-Investment Fund (Onshore) L.P. New York,NY,10/07/2021,133357219,11803893,8.253
Long Acre London,GBR,03/28/2022,130757433,9234079,0.0
"Carlyle Asia PE Alternative Opportunities Fund, L.P. Washington, DC",DC,12/31/2018,116280724,4188082,81.305
"Carlyle Global Partners II, L.P. Washington, DC",DC,01/25/2019,113720819,1996344,6.64
"Carlyle Europe Partners V, S.C.Sp. Bitbourg",LUX,02/21/2019,91688363,6478230,1.94
"AlpInvest Falcon SCF I, L.P. New York",NY,07/01/2023,86881129,29869979,54.863
Project Jupiter Cranbury,NJ,03/05/2025,82986143,4680310,0.0
CBPE Capital Fund X LP London,GBR,01/15/2021,81131927,0,10.7
"LS Power Equity Partners IV, L.P. New York",NY,06/07/2019,77215779,17654629,2.231
EDGE London,GBR,07/26/2022,76783617,5393048,0.0
Project Chariot Various,NY,07/25/2025,73291521,2156771,0.0
"NGP Natural Resources XII, L.P. Irving",TX,01/16/2019,71850903,8761440,2.91
"Corebridge REI LB Southeast Industrial Joint Corebridge Global Real Estate Investment Venture, LP. Stephenson",VA,07/01/2021,71183198,1828864,24.9
Nebula REIT LLC (Harvest Small Business Loans) New York,NY,11/26/2025,69233442,-400475,32.309
"Hillhouse Fund IV, L.P. Beijing",CHN,07/30/2018,67376086,894285,0.445
Corebridge U.S. Real Estate Fund IV Corebridge Global Real Estate Investment Development Sidecar LP New York City,NY,09/01/2021,66138359,0,46.57
Designation Book/ Year's Other- Foreign SA Affordable Housing LLC Los Angeles,CA,12/31/2013,65360970,0,100.0
Inflexion Buyout Fund VI (No. 1) Limited Partnership London,GBR,08/30/2022,64189973,0,2.4
(2018 Commitment) New York City,NY,09/24/2018,63194451,-2751658,0.194
Palomino Business Park Norco,CA,03/25/2022,60375917,4220846,0.0
Society Nashville NY,NY,04/04/2024,59835385,4054863,0.0
"Thoma Bravo Fund XIII, L.P. San Francisco",CA,02/13/2019,59156139,4959356,0.856
(2020) New York City,NY,09/04/2020,54008238,308862,0.157
Epiris Fund III (B) L.P. London,GBR,11/23/2022,53440396,-1141641,5.74
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF TEACHERS INSURANCE AND ANNUITY AMER ---,NY,05/03/2017,52833682,2263100,0.0
"Corebridge Global Real Estate Investment Corebridge U.S. Real Estate Fund II, LP New York",NY,12/30/2018,51608714,0,25.0
"American Securities Partners VIII, L.P. New York",NY,03/14/2018,51605517,15528974,0.714
"Thoma Bravo Fund XV-P, L.P. San Francisco",CA,06/09/2022,50160949,2531783,0.478
Innovation TopCo LP (MIT Life Sciences) New York,NY,08/01/2024,49837053,909200,45.46
The Kent Condominiums NEW YORK,NY,02/08/2024,48031634,4037556,0.0
S.C.Sp. Bitbourg,LUX,03/17/2020,46369960,11540073,5.73
Permira VIII - 1 SCSP London,GBR,03/17/2023,46047798,-897839,0.345
"Carlyle Credit Opportunities Fund, L.P. Washington, DC",DC,04/26/2019,45605064,413451,4.21
Lofty and Standard NEW YORK,NY,10/03/2025,42926272,699021,0.0
"Altaris Health Partners IV, L.P. USA Altaris Capital Partners, LLC",,06/15/2018,42915287,50045,3.709
"ALPINVEST SECONDARIES FUND (ONSHORE) VII, L.P. Washington, DC",DC,04/14/2021,41945112,3448467,2.856
NATIONWIDE MUTUAL INSURANCE CO --- OH NATIONWIDE MUTUAL INSURANCE,CO,11/06/2013,41574599,3000000,0.0
"Apollo Investment Fund IX, L.P. Palo Alto",CA,03/14/2019,41167630,3709354,0.388
"Altaris Health Partners V, L.P. New York",NY,04/21/2021,40882092,-661607,1.472
Oakley Capital V-B1 SCSp London,GBR,03/08/2022,40699592,0,3.31
AEA Investors Fund VII LP New York,NY,11/04/2019,40633236,-405052,1.029
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF TEACHERS INSURANCE AND ANNUITY AMER ---,NY,09/15/2014,37546817,1794968,0.0
"Odyssey Investment Partners Fund VI, LP New York City",NY,04/17/2020,36782783,8963753,1.39
"LeapFrog Emerging Consumer Fund III, LP Edinburgh",GBR,09/26/2017,34558138,-45546,5.38
Atlas Capital Resources III LP Greenwich,CT,04/03/2019,33822379,1631674,1.858
"LS Power Fund V Feeder 1, L.P. New York City",NY,12/01/2023,33709907,-272233,12.806
"Washington, DC",DC,02/19/2021,32774724,2895372,1.98
Crimson - AGL Pembroke,,10/06/2020,32328298,2803193,0.0
"Thoma Bravo Fund XIV, L.P. San Francisco",CA,04/14/2021,32222516,3802923,0.406
. NATIONWIDE MUTUAL INSURANCE CO --- OH NATIONWIDE MUTUAL INSURANCE,CO,04/16/2014,31812976,1485000,0.0
GUARDIAN LIFE INSURANCE COMPANY OF GUARDIAN LIFE INSURANCE COMPANY OF AMERICA ---,NY,01/17/2017,31720215,1569508,0.0
NORTHWESTERN MUTUAL LIFE INSURANCE CO --- WI NORTHWESTERN MUTUAL LIFE INSURANCE,CO,03/29/2010,31399635,1689152,0.0
Mission Street San Francisco,CA,11/16/2022,30913153,4569766,0.0
MASSACHUSETTS MUTUAL LIFE INSURANCE CO --- MA MASSACHUSETTS MUTUAL LIFE INSURANCE,CO,10/11/2019,30796406,1169936,0.0
"Carlyle ETPE Alternative Opportunities Fund, L.P. Washington, DC",DC,09/30/2019,30468784,5316915,81.254
Advent International GPE X L.P. Boston,MA,09/23/2022,29738020,-210665,0.414
"LS Polaris Innovation Fund, L.P. Boston",MA,10/30/2017,29706067,0,39.6
Hg Genesis 10 A L.P. London,GBR,06/27/2023,29568936,-618279,0.835
Blackstone Capital Partners VIII L.P. New York,NY,02/26/2021,29533332,1515763,0.118
"Thompson Street Capital Partners V, L.P. St. Louis",MO,05/10/2018,29205165,4980155,3.9
"Corebridge Global Real Estate Investment GRE LB Industrial Joint Venture II, LP Winchester",VA,11/12/2021,29149792,1627338,65.1
"Corebridge Global Real Estate Investment Corebridge U.S. LT Apartments JV, LP. New York",NY,08/31/2021,29122475,612478,7.88
Clarus IV - A LP Cambridge,MA,02/23/2018,28958735,3691659,4.849
Marlin Equity V LP Hermosa Beach,CA,02/20/2018,28557772,1360903,1.446
GUARDIAN LIFE INSURANCE COMPANY OF GUARDIAN LIFE INSURANCE COMPANY OF AMERICA ---,NY,06/16/2014,28043899,1596807,0.0
New York,NY,11/23/2015,27446020,86294,0.905
CANARY WHARF FINANCE CWHARF_2B SUB SUB_CMBS . ---,GBR,07/12/2017,27315313,1003989,0.0
MASSACHUSETTS MUTUAL LIFE INSURANCE CO --- MA MASSACHUSETTS MUTUAL LIFE INSURANCE,CO,04/08/2015,26825038,1244250,0.0
Turtle Cove TopCo LP (Black Chamber) New York,NY,12/04/2024,26807637,0,28.86
"Vista Equity Partners Fund VI, L.P. Austin",TX,03/02/2016,26778398,1056965,0.244
"Carlyle Realty Partners VIII Washington, DC",DC,12/13/2018,26672508,899235,1.54
. NORTHWESTERN MUTUAL LIFE INSURANCE CO --- WI NORTHWESTERN MUTUAL LIFE INSURANCE,CO,09/21/2017,26010617,980557,0.0
London,GBR,06/05/2024,25611881,372513,10.0
L.P. New York City,NY,11/03/2023,25519899,-593060,1.532
"Corebridge Global Real Estate Investment Kite Stratford Owner, LLC Wilmington",DE,12/30/2024,25138550,0,69.8
MASSACHUSETTS MUTUAL LIFE INSURANCE CO --- MA MASSACHUSETTS MUTUAL LIFE INSURANCE,CO,03/20/2017,24331196,1114750,0.0
"Seidler Equity Partners VIII, L.P. Marina del Rey",CA,04/11/2023,24251323,-658323,3.6
Designation Book/ Year's Other- Foreign SunAmerica Asset Management LLC Los Angeles,CA,01/01/2015,24172527,46000000,100.0
NEW YORK LIFE INSURANCE CO --- NY NEW YORK LIFE INSURANCE,CO,04/01/2019,23802506,1051312,0.0
Lightbulb TopCo LP (FedEx) Edgeboro,NJ,06/14/2023,23703735,0,45.84
Corebridge Global Real Estate Investment Bayshore Shopping Center JV LLC Glendale,WI,09/30/2019,23568056,0,25.5
Investment 2 L.P. New York,NY,08/04/2022,23151632,-315269,9.31
Cabin TopCo LP (Home Depot) Perris,CA,12/07/2023,22893574,0,47.25
TSG9 L.P. Larkspur,CA,01/23/2023,22424921,-1022635,1.361
Blackstone Real Estate Partners X L.P. New York City,NY,03/23/2023,22226571,-231300,0.167
Tenzing Private Equity III LP London,GBR,05/23/2023,21378317,-2733308,5.5
EQT Infrastructure VI (No.2) USD SCSp Stockholm,SWE,01/24/2024,21174308,-797700,0.627
"HPS Mezzanine Partners 2019, L.P. New York City",NY,08/28/2019,21134152,1232423,0.988
Neutrino TopCo LP (Amazon NNN) Dulles,VA,01/10/2023,20398865,0,36.05
NORTHWESTERN MUTUAL LIFE INSURANCE CO --- WI NORTHWESTERN MUTUAL LIFE INSURANCE,CO,09/20/2019,19519591,700350,0.0
"VIII, L.P. New York City",NY,09/21/2023,19115158,-143171,0.59
"Carlyle Credit Opportunities Fund III Private Private Securitization Vehicle Feeder, Securitization Vehicle Feeder, L.P. Washington, DC",DC,11/27/2023,17861346,203104,0.235
"Thompson Street Capital Partners VI, L.P. St. Louis",MO,04/01/2022,17358257,-245589,2.391
Rainier TopCo LP (Harrison St.) New York,NY,09/23/2024,17284528,0,49.0
TSG8 L.P. San Francisco,CA,12/14/2018,17060928,-214469,0.786
"Trident VIII, L.P. Greenwich",CT,04/07/2020,16641969,1360813,0.328
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF TEACHERS INSURANCE AND ANNUITY AMER ---,NY,04/06/2010,16369234,1253619,0.0
Commitment) New York City,NY,11/03/2020,16280944,101023,0.161
Commitment) Greenwich,CT,09/29/2020,16151281,-24355,0.438
"Trinity Hunt Partners VII, L.P. Dallas",TX,02/05/2024,15970937,-1014612,4.29
Aquiline Financial Services Fund IV L.P. New York City,NY,12/19/2019,15850159,3563606,0.698
NEW YORK LIFE INSURANCE CO --- NY NEW YORK LIFE INSURANCE,CO,04/30/2013,14890325,957352,0.0
Synova Fund V LP London,GBR,11/09/2022,14883441,-929967,2.86
Barrel TopCo LP (Amazon Buford) Buford,GA,06/14/2023,14873811,0,38.39
NATIONWIDE MUTUAL INSURANCE CO --- OH NATIONWIDE MUTUAL INSURANCE,CO,09/04/2002,14822163,1204500,0.0
Designation Book/ Year's Other- Foreign BANK OF AMERICA CORP SENIOR CORP_BND --- US BANK OF AMERICA CORP SENIOR CORP_BND 1.C,,03/12/2019,14500000,313925,0.0
MCMLT 2017-3 B3 - RMBS --- US MCMLT 2017-3 B3 - RMBS 1.A,,09/19/2023,14203127,516968,0.0
Project Jupiter Cranbury,NJ,03/05/2025,14119766,542371,0.0
CBPE Capital Fund IX A London,GBR,03/31/2020,14086723,12044719,5.45
NCMS 19NEMA D - CMBS --- US NCMS 19NEMA D - CMBS 4.B,,03/22/2019,13942884,760007,0.0
"Harvest Partners IX, L.P. New York City",NY,09/01/2022,13503642,67576,0.562
Sverica Capital Partners VI-A L.P. Boston,MA,09/21/2023,13215260,0,9.187
"Sterling Group Partners V, L.P. Houston",TX,08/18/2021,12454474,5614967,0.75
SASOF V LP Miami,FL,05/18/2020,12214726,4934359,2.458
Private Equity Income Fund III LP) Norwalk,CT,05/29/2018,12209616,12716161,6.779
"CVC Growth Partners, L.P. St. Heller Jersey",GBR,12/31/2015,12030550,2577636,2.73
Tenzing Private Equity II LP London,GBR,09/24/2021,11990939,-169421,2.42
Arable Topco LP (12220 Carolina Logistics Drive (NNN) New York,NY,08/13/2025,11950946,0,47.1
GTCR Fund XIV/A&B LP Chicago,IL,12/27/2022,11711222,-955105,0.604
"Charlesbank Equity Fund IX, LP Boston",MA,07/13/2018,11093458,536953,0.458
Blackstone Life Sciences V L.P. Cambridge,MA,04/03/2020,11001158,1214483,0.25
Designation Book/ Year's Other- Foreign Pontifax Late Stage Fund L.P. Herzliya Pituach,ISR,12/06/2018,10955899,883739,99.996
"TIGER GLOBAL PRIVATE INVESTMENT PARTNERS VII, LP New York",NY,06/01/2014,10710903,0,1.456
NBK TIER 1 LTD --- ARE NBK TIER 1 LTD 2.C,,02/18/2021,10552491,389688,0.0
NATIONAL LIFE INSURANCE CO --- VT NATIONAL LIFE INSURANCE,CO,07/10/2018,10500000,551250,0.0
"Polaris Partners IX, L.P. Boston",MA,12/19/2019,10102285,-20000,2.424
AEA Investors Fund VIII LP New York City,NY,05/11/2022,9993542,-610283,0.921
"Comvest Investment Partners V, L.P. City of Wilmington",FL,10/09/2015,9828222,199488,4.51
"General Atlantic Partners 100, L.P. (2018) New York",NY,08/02/2018,9737884,26377,0.159
Corebridge Global Real Estate Investment Bayshore PII Company LLC Glendale,WI,09/30/2019,9449698,0,51.0
L.P. New York,NY,11/14/2014,9448834,1512782,0.994
"Alpha Wave Special Opportunities, LP (Falcon) New York",NY,04/01/2015,8648447,0,6.162
. NATIONWIDE MUTUAL INSURANCE CO --- OH NATIONWIDE MUTUAL INSURANCE,CO,07/10/2003,8645387,630000,0.0
"Five Elms VI Q, L.P. Kansas City",MO,09/01/2023,8539644,-689002,2.893
Truck TopCo LP (AutoZone NNN) Ontario,CA,02/23/2023,8509471,0,32.02
SV7 Impact Medicine Fund L.P. London,GBR,10/29/2019,8503996,36945,3.78
"Polaris Healthcare Technology Opportunities Fund, L.P. Boston",MA,07/10/2020,8387329,-14400,11.3
Coatue Private Fund II LP New York,NY,01/01/2015,7907418,664584,2.911
LP London,GBR,05/30/2023,7760045,-712050,1.69
MSC 2021-PLZA C - CMBS --- US MSC 2021-PLZA C - CMBS 2.C,,11/05/2021,7683107,263516,0.0
Oakley Capital VI-B1 SCSp London,GBR,02/05/2025,7178976,-3764031,1.444
"Stage One Venture Capital Fund III, L.P. Herzliya Pituach",ISR,01/12/2018,7126501,-182533,11.557
"Platinum Equity Small Cap Fund II, L.P. Beverly Hills",CA,02/27/2024,7015743,1821926,1.315
"Grain Communications Opportunity Fund IV-A, L.P. Washington DC",MD,12/22/2023,7006113,-561721,1.182
"Jade Equity Investors II, L.P Los Angeles",CA,03/10/2022,6848381,290042,0.967
Douglass NEW YORK,NY,12/10/2025,6845247,28676,0.0
"GA RV (Class B) Continuation, L.P. New York",NY,12/31/2020,6777420,0,15.52
RBSSP 2009-6 2A2 - CMO/RMBS ---,MD,01/26/2017,6220859,221076,0.0
Oakley Capital Origin II-B1 SCSp London,GBR,09/23/2023,6064823,-694884,5.74
CBPE Fund XI LP London,GBR,03/27/2025,5013634,-993632,8.4
BANCO MERCANTIL DEL NORTE SA (CAYMAN ISLANDS BANCO MERCANTIL DEL NORTE SA (CAYMAN BRANC ---,CYM,06/20/2019,5000000,375000,0.0
NUVEEN CPACE LENDING RN FEEDER FD I LLC . NUVEEN CPACE LENDING RN FEEDER FD I LLC --- US,,08/07/2023,5000000,0,0.0
Tenzing Belay L.P. London,GBR,07/20/2022,4798811,-73706,4.8
Bird Topco LP (UPS Boston (NNN) New York,NY,09/02/2025,4769943,77823,38.5
"CRESTVIEW PARTNERS, L.P. (FKA CRESTVIEW CAPITAL PARTNERS) New York",NY,12/04/2006,4732084,330730,2.496
"Genstar Capital Partners XI, L.P. San Francisco",CA,05/17/2023,4685339,-317278,0.285
"Carlyle Partners V, L.P. (2018) Washington, DC",DC,12/13/2018,4159608,84106,1.1
TIGER GLOBAL PRIVATE INVESTMENT PARTNERS V New York,NY,01/22/2008,3862790,365930,0.694
Commitment) New York,NY,09/24/2018,3861135,10471874,0.545
ARCSERVE CAYMAN TOPCO LP New York,NY,01/02/2024,3558868,0,7.22
BANCO MERCANTIL DEL NORTE SA (CAYMAN ISLANDS BANCO MERCANTIL DEL NORTE SA (CAYMAN BRANC ---,MEX,11/17/2021,3474664,205625,0.0
"CRESTVIEW PARTNERS II, L.P. New York",NY,11/06/2008,3098933,1015619,0.557
TPG AXON PARTNERS New York,NY,09/30/2005,3033482,0,1.19
NEW YORK LIFE INSURANCE CO --- NY NEW YORK LIFE INSURANCE,CO,06/30/2021,2936829,98062,0.0
"CVC Growth Partners Co-Investment, L.P. St. Heller Jersey",GBR,12/31/2015,2772134,-2635,1.76
GUARDIAN LIFE INSURANCE COMPANY OF GUARDIAN LIFE INSURANCE COMPANY OF AMERICA ---,NY,01/14/2020,2472611,92500,0.0
L.P. Ontario,CAN,02/23/2023,2445635,-326366,0.88
NUVEEN CPACE LENDING RN FEEDER FD I LLC . NUVEEN CPACE LENDING RN FEEDER FD I LLC --- US,,05/23/2024,2400000,0,0.0
BCAP 2010-RR6 2AJ - CMO/RMBS ---,NY,02/08/2017,2387677,105175,0.0
Inflexion Enterprise Fund VI (No. 1) LP London,GBR,06/26/2024,2058078,-285105,2.07
"Blackstone Capital Partners IX, L.P. New York City",NY,11/30/2022,1992384,-656621,0.235
NEW YORK LIFE INSURANCE CO --- NY NEW YORK LIFE INSURANCE,CO,05/05/2006,1973031,117500,0.0
LONGREACH EDITH CO-INVEST George Town,CYM,10/16/2007,1835298,0,12.5
"PRESIDIO PARTNERS 2007, L.P. (FKA CMEA VENTURES VII, L.P.(NY)) San Francisco",CA,12/28/2007,1734148,0,2.307
"NLV- II SPV 1, L.P. New York City",NY,02/07/2024,1698699,0,2.368
AACMT 2005-C6 H - CMBS --- US AACMT 2005-C6 H - CMBS 1.A,,12/22/2006,1651574,186344,0.0
RBSSP 2009-12 182 - CMO/RMBS ---,NY,12/08/2017,1642955,79955,0.0
EUROPEAN LOAN CONDUIT EURO_33X SENIOR_CMBS ---,IRL,03/31/2020,1634290,122009,0.0
Pontifax Medison Finance (Cayman) L.P. Herzliya Pituach,ISR,04/26/2019,1467000,422260,51.004
Designation Book/ Year's Other- Foreign AHMA 2007-2 A1 - RMBS ---,NY,09/27/2017,1164427,43328,0.0
LCCM 2013-GCP C - CMBS ---,NY,03/08/2013,1117695,56291,0.0
HARBINGER CAPITAL PARTNERS SPECIAL SITUATIONS HARBINGER CAPITAL PARTNERS SPECIAL FUND New York,NY,12/01/2006,1053987,0,3.812
Corebridge Global Real Estate Investment Corebridge Papermill Investor II LLC. New York,NY,08/31/2022,1000881,72288,8.62
PRIME 2004-CL1A B1 - CMO/RMBS ---,NY,02/20/2004,999853,64534,0.0
Corebridge Global Real Estate Investment Corebridge Bartlett Investor II LLC. New York,NY,08/31/2022,834211,68756,8.62
"New Mountain Partners III, L.P. New York",NY,09/25/2007,701984,0,0.361
CENTRE CAPITAL INVESTORS III New York,NY,11/23/1999,690234,0,8.9
MASSACHUSETTS MUTUAL LIFE INSURANCE CO --- MA MASSACHUSETTS MUTUAL LIFE INSURANCE,CO,07/01/2013,628311,42068,0.0
ANCHORAGE CREDIT FUNDING LTD A SUB ANCHORAGE CREDIT FUNDING LTD A SUB ABS_ABS ---,CYM,04/21/2022,608688,61095,0.0
GCP Fund VI LP London,GBR,06/30/2025,600886,-594736,9.73
Bidmex Holding LLC (aka Mexico NPL) Mexico City,MEX,08/08/2006,402938,0,5.11
"TPG Real Estate Partners II, L.P. New York",NY,09/30/2015,245648,362899,0.001
"Aurelius Opportunities V, S.C.A. SICAV RAIF . London",GBR,06/17/2025,239058,-109882,4.475
TPG PARTNERS IV LP Fort Worth,TX,12/08/2004,226653,0,1.724
GSMS 2012-BWTR C - CMBS ---,DE,01/28/2013,218838,134603,0.0
General Atlantic Partners (2018 Commitment) . New York,NY,08/01/2018,197356,5262661,0.0
STARK INVESTMENTS LP ST. FRANCIS,WI,03/31/2008,145015,0,6.434
"PASCAL ULTIMATE HOLDINGS, LP (Dwyer Instruments, Inc) San Francisco",CA,07/21/2021,136525,0,0.01
GS VINTAGE FUND IV New York,NY,01/23/2007,133179,60268,1.325
"King Street Capital, L.P New York",NY,06/01/2010,123106,0,0.043
"Blackstone Capital Partners V, LP New York",NY,01/30/2006,113572,308667,0.48
"FOUNDRY VENTURE CAPITAL 2007, L.P. Boulder",CO,11/14/2007,109751,0,2.16
LP New York,NY,05/10/2018,86935,0,10.693
Corebridge Global Real Estate Investment Corebridge Europe Real Estate Fund I S.C.SP London Corp,,11/27/2018,61516,0,29.0
"Towerbrook Investors III, L.P. George Town",CYM,08/12/2008,35221,0,0.453
"GB VINO PARENT, L.P. (fka Wineshipping.com LLC) Washington, DC",DC,10/29/2021,32733,0,0.0
GREEN EQUITY INVESTORS V LP Los Angeles,CA,08/10/2007,20546,0,0.307
General Atlantic Partners (2020 Commitment) . New York City,NY,12/01/2020,12044,2186536,0.0
"Corebridge Commercial Real Estate Lending Corebridge Commercial Real Estate Holdings, LLC Wilmington",DE,12/01/2021,7332,0,99.0
NEW VERNON INDIA (CAYMAN) FUND II Jersey City,NJ,01/01/2008,2737,0,0.107
Designation Book/ Year's Other- Foreign Commitment) New York,NY,11/06/2018,0,0,0.0
Hg Genesis 11 A L.P. London Hg Genesis 11 A L.P.,,06/20/2025,0,0,0.005
Hg Mercury 5 A L.P. London Hg Mercury 5 A L.P.,,10/31/2025,0,0,0.003
Inflexion Buyout Fund VII (No. 1) Limited Inflexion Buyout Fund VII (No. 1) Partnership London Limited Partnership,,12/18/2025,0,0,0.013
"Ufenau VIII Asset Light, SLP Schwyz Ufenau VIII Asset Light, SLP",,05/30/2025,0,0,0.024
"L.P. Washington, DC",DC,12/13/2018,-4842,0,6.82
BREP V New York,NY,01/24/2006,-9058,725699,1.651
"SAW MILL CAPITAL, L.P. Briarcliff Manor",NY,08/17/2007,-34426,0,5.538
HALIFAX CAPITAL PARTNERS II Raleigh,NC,01/17/2007,-79937,-21908,4.918
SERENGETI OPPORTUNITIES PARTNERS L.P. (FKA SERENGETI PARTNERS) Los Angeles,CA,08/30/2007,-134477,0,0.341
CENTERBRIDGE CREDIT PARTNERS Los Angeles,CA,10/31/2007,-136530,0,0.127
"American Securities Partners IX, L.P. New York City",NY,03/17/2023,-182085,0,1.321
Freshwater RTC Holdings LLC New York,NY,04/05/2024,-326010,0,100.0
"American Capital Equity II, L.P. Bethesda",MD,10/23/2007,-620503,0,11.978
FARALLON CAPITAL PARTNERS LP San Francisco,CA,01/04/1999,-1114180,0,0.021
"Vista Equity Partners III, LP San Francisco",CA,10/03/2007,-1296373,1196056,1.736
"Avillion Financing I, LP London Clarus Ventures",,06/01/2014,-1513119,1753381,7.955
"Corebridge Global Real Estate Investment Branch Retail Partners II, LP. New York",NY,08/31/2022,-1523637,538790,8.62
"Falcon Edge Global, LP New York",NY,06/29/2012,-1979219,0,1.773
ITHAN CREEK PARTNERS Boston,MA,06/02/2008,-2216518,0,1.119
