entity,period,state,state_code,life,annuity,ah,other,total,deposit
AAIA,2020Q1,Alaska,AL,374577,38392705,37,1817144,167209,0
AAIA,2020Q1,Arkansas,AZ,252964,1730809,0,0,119777432,0
AAIA,2020Q1,Colorado,CA,597422,39917906,7957,0,4890286,0
AAIA,2020Q1,Delaware,CT,116537,9943114,158,0,46063216,0
AAIA,2020Q1,Florida,DC,3025401,183376026,9328,0,13664234,0
AAIA,2020Q1,Hawaii,GA,750657,19707550,1119,0,29340084,0
AAIA,2020Q1,Illinois,ID,216207,25454629,16466,0,26155667,0
AAIA,2020Q1,Iowa,IN,43366,11580680,0,0,74308698,0
AAIA,2020Q1,Kentucky,KS,46099,1770671,374,0,17053202,0
AAIA,2020Q1,Maine,LA,1228006,199764885,0,0,44961,0
AAIA,2020Q1,Massachusetts,MD,739899,119030774,6760,0,9774682,0
AAIA,2020Q1,Minnesota,MI,237908,4814701,0,0,8735158,0
AAIA,2020Q1,Missouri,MS,92839,4797403,44,0,7914147,0
AAIA,2020Q1,Nebraska,MT,884832,61592892,2975,0,110456268,0
AAIA,2020Q1,New Hampshire,NV,1002201,45037108,23907,0,690097,0
AAIA,2020Q1,New Mexico,NJ,1566394,21643928,1935,0,14824360,0
AAIA,2020Q1,North Carolina,NY,424800,13237455,1979,0,606174057,0
AAIA,2020Q1,Ohio,ND,128106,24527106,4408,0,37321034,0
AAIA,2020Q1,Oregon,OK,132677,29205476,1931,0,46042474,0
AAIA,2020Q1,Rhode Island,PA,49277,3209465,0,0,9989631,0
AAIA,2020Q1,South Dakota,SC,525559,25617540,12568,0,47909307,0
AAIA,2020Q1,Texas,TN,268753,46022703,2700,0,7425339,0
AAIA,2020Q1,Vermont,UT,1615738,72686395,6565,0,3951245,0
AAIA,2020Q1,Washington,VA,2992561,12075654,9930,0,-41,0
AAIA,2020Q1,Wisconsin,WV,108429,16944773,0,0,628784,0
AAIA,2020Q1,American Samoa,WY,777414,25265410,0,0,262,0
AAIA,2020Q1,Puerto Rico,GU,24909,0,0,0,917052,0
AAIA,2020Q1,Northern Mariana Islands,VI,537466,9233428,0,0,3787,0
AAIA,2022Q2,Alabama,AL,167444,191309116,75,0,191476634,0
AAIA,2022Q2,Arizona,AZ,610701,281157883,8907,281777492,464335,0
AAIA,2022Q2,Arkansas,AR,73173,59356597,168,59429937,1000000000,0
AAIA,2022Q2,Colorado,CO,791993,499266199,382,0,500058574,5327120847
AAIA,2022Q2,Connecticut,CT,167038,127578581,21283,0,127766902,0
AAIA,2022Q2,District Of Columbia,DC,26105,11954050,604,0,11980759,1000000000
AAIA,2022Q2,Florida,FL,1339265,1185462047,60695,0,1186862006,0
AAIA,2022Q2,Hawaii,HI,230604,48974387,0,0,49204991,0
AAIA,2022Q2,Idaho,ID,103568,50042790,88,0,50146446,0
AAIA,2022Q2,Indiana,IN,1067668,315519396,34294,0,316621358,0
AAIA,2022Q2,Iowa,IA,1888845,94101996,6851,0,95997693,0
AAIA,2022Q2,Kentucky,KY,199273,207793505,5606,0,207998384,0
AAIA,2022Q2,Louisiana,LA,119728,178113487,2121,0,178235336,0
