entity,period,name,state,date_acquired,book_value,investment_income,ownership_pct
AAIA,2020Q1,"Levine Leichtman Capital Partners V, L.P.",DE,11/20/2013,0.0,0,3.71
AAIA,2020Q1,"AA Direct, L.P.",DE,06/29/2018,0.0,0,0.0
AAIA,2020Q1,"Apollo Hybrid Value Fund, L.P.",DE,06/29/2018,0.0,0,0.0
AAIA,2020Q1,"Uniform Co-Invest, L.P.",CYM,11/02/2018,0.0,0,0.0
AAIA,2020Q1,"JCR Commercial Real Estate Finance Fund IIIB, L.P.",DE,08/19/2015,0.0,0,0.0
AAIA,2020Q1,"AAIA RML, LLC.",IA,09/18/2018,0.0,0,0.0
AAIA,2020Q1,"A-A SPN-5 (USREIII IAGEMD), L.P.",DE,03/20/2020,0.0,0,100.0
AAIA,2020Q1,"A-A SPN-2 (ANRP III-AAIA), L.P.",DE,01/13/2020,0.0,0,0.0
AAIA,2020Q1,"A-A SPN-4 (ANAF - IAGEMD), L.P.",DE,11/18/2019,0.0,0,0.0
AAIA,2020Q1,"A-A SPN-7 (RRH - IAGEMD), L.P.",DE,03/03/2020,0.0,0,0.0
AAIA,2020Q1,"Apollo Credit Opportunity Fund III, L.P.",DE,12/30/2013,0.0,0,3.64
AAIA,2020Q1,"Apollo Natural Resources Partners II, L.P.",DE,02/10/2017,0.0,0,16.29
AAIA,2020Q1,Apollo Structured Credit Recovery Fund IV,DE,12/11/2017,0.0,0,0.0
AAIA,2020Q1,E03 Redding Ridge Holdings LP,CYM,07/14/2017,0.0,0,0.0
AAIA,2022Q2,"Admini- Date Type Actual Cost Apollo Core Infrastructure Feeder Fund,",DE,03/31/2022,0.0,0,0.0
AAIA,2022Q2,"Athene Freedom Holdings LP,",CYM,03/31/2022,0.0,0,0.0
AAIA,2022Q2,"PK Air Holdings, LP",DE,03/31/2022,0.0,0,0.0
AAIA,2022Q2,AltsCo - Core (A-A Offshore AAA),CYM,04/01/2022,0.0,0,0.0
AAIA,2022Q2,AltsCo - Core (A-A Offshore AAA),CYM,04/01/2022,0.0,0,0.0
AAIA,2022Q2,AltsCo - Core (A-A Offshore AAA),CYM,03/31/2022,0.0,0,0.0
AAIA,2022Q2,AltsCo - Core (A-A Offshore AAA),CYM,04/01/2022,0.0,0,0.0
AAIA,2022Q2,AltsCo - Core (A-A Offshore AAA),CYM,04/01/2022,0.0,0,0.0
AAIA,2022Q2,"AA Direct, L.P.",DE,03/31/2022,0.0,0,0.0
AAIA,2022Q2,"PK Air Holdings, LP",DE,03/30/2022,0.0,0,0.0
AAIA,2022Q2,"NNN Investor 2 (Auto), L.P.,",DE,03/31/2022,0.0,0,0.0
AAIA,2022Q2,"AAIA RML, LLC",DE,05/30/2022,0.0,0,0.0
AAIA,2023Q1,"Admini- Date Type Actual Cost Additional for Cibus Fund L.P,",GGY,12/27/2022,0.0,0,5.87
AAIA,2023Q1,"L Catteron VIII Offshore, L.P.",DE,12/27/2022,0.0,0,0.0
AAIA,2023Q1,NB Secondary Opportunities Offshore Fund IV LP,DE,12/27/2022,0.0,0,0.0
AAIA,2023Q1,Warwick European Opportunities Fund III (USD) Limited,CYM,12/27/2022,0.0,0,0.0
AAIA,2023Q1,"Motive Capital Fund II-B, LP",DE,12/27/2022,0.0,0,0.0
AAIA,2023Q1,"AAIA RML, LLC",IA,01/01/2022,0.0,0,0.0
AAIA,2023Q1,"Apollo Asia Real Estate Fund, L.P.",CYM,09/23/2016,0.0,0,17.12
AAIA,2023Q1,"Apollo Asia Real Estate Fund, L.P.",CYM,12/27/2022,0.0,0,3.73
AAIA,2023Q1,Italian AIF,LUX,07/05/2022,0.0,0,43.34
AAIA,2023Q1,Italian AIF,LUX,07/05/2022,0.0,0,56.66
AAIA,2023Q1,"Apollo European Principal Finance Fund III (Dollar B), L.P.",CYM,12/27/2022,0.0,0,0.0
